employee_id,department,role,monthly_income,years_at_company,job_satisfaction,overtime,attrition_risk,performance_rating,education
370,Ventas,Ejecutivo de Ventas,5330,14,4,No,Bajo,3,Licenciatura
371,Operations,Analista de Operaciones,5315,17,2,No,Medio,3,Licenciatura
372,Ventas,Enterprise Sales Rep,5803,4,4,Sí,Medio,1,Maestría
373,Ingeniería,Full Stack Developer,4544,12,5,No,Bajo,2,Secundaria
374,TI,Network Engineer,5873,14,3,No,Bajo,2,Licenciatura
375,Soporte,Líder de Soporte,3214,2,1,Sí,Alto,3,Licenciatura
376,Investigación,Bioinformático,8026,10,2,No,Medio,3,Maestría
377,Soporte,Desktop Support,3476,10,4,Sí,Medio,4,Licenciatura
378,Marketing,Content Strategist,6166,8,1,Sí,Alto,3,Maestría
379,Marketing,Content Strategist,3972,1,5,No,Medio,4,Licenciatura
380,Ventas,Inside Sales Rep,4344,8,4,No,Bajo,2,Licenciatura
381,RRHH,Director de RRHH,4035,8,5,No,Bajo,2,Licenciatura
382,Ventas,Channel Sales Manager,4589,13,4,Sí,Medio,2,Licenciatura
383,RRHH,HR Business Partner,4273,11,3,No,Bajo,3,Licenciatura
384,Ventas,Inside Sales Rep,5029,19,2,Sí,Alto,3,Licenciatura
385,Investigación,Bioinformático,6560,18,3,No,Bajo,3,Licenciatura
386,Ventas,Account Executive,4505,10,3,Sí,Medio,4,Licenciatura
387,RRHH,Recruiter,6010,12,3,No,Bajo,5,Maestría
388,Ingeniería,Frontend Developer,11000,18,2,Sí,Alto,2,Doctorado
389,RRHH,Recruiter,3396,8,4,Sí,Medio,5,Secundaria
390,Ventas,Enterprise Sales Rep,5738,3,5,Sí,Medio,3,Maestría
391,Investigación,Research Analyst,5815,11,2,Sí,Alto,4,Licenciatura
392,TI,IT Manager,4860,14,3,Sí,Medio,5,Secundaria
393,Finanzas,Budget Analyst,4114,5,4,Sí,Medio,4,Licenciatura
394,Legal,Compliance Officer,4172,9,2,No,Medio,3,Secundaria
395,Legal,Paralegal,10147,18,3,Sí,Medio,4,Maestría
396,Investigación,Bioinformático,11000,17,3,No,Bajo,3,Doctorado
397,Soporte,Desktop Support,3145,9,3,Sí,Medio,4,Secundaria
398,Marketing,Gerente de Marketing,3937,8,4,No,Bajo,4,Licenciatura
399,Ingeniería,Full Stack Developer,8844,13,3,No,Bajo,3,Maestría
400,Soporte,Service Desk Analyst,5324,1,5,No,Medio,4,Doctorado
401,Operations,Warehouse Supervisor,8696,16,2,No,Medio,4,Doctorado
402,Ingeniería,Machine Learning Engineer,5428,11,4,Sí,Medio,3,Licenciatura
403,RRHH,HR Analyst,3148,5,5,Sí,Medio,5,Secundaria
404,Soporte,Quality Assurance,5079,11,3,No,Bajo,5,Maestría
405,TI,IT Manager,7147,6,3,No,Bajo,3,Maestría
406,Finanzas,CFO Adjunto,4360,1,5,No,Medio,4,Licenciatura
407,Operations,Supervisor de Operaciones,4100,11,4,Sí,Medio,3,Licenciatura
408,Ventas,Inside Sales Rep,4547,11,4,Sí,Medio,5,Licenciatura
409,Soporte,Technical Writer,2782,7,4,Sí,Medio,4,Secundaria
410,Ingeniería,Frontend Developer,5454,14,5,Sí,Medio,4,Licenciatura
411,TI,Cloud Architect,6815,4,4,No,Bajo,3,Maestría
412,Investigación,Científico de Datos,5872,2,1,No,Alto,3,Maestría
413,Ventas,Account Executive,4822,13,5,Sí,Medio,2,Licenciatura
414,Operations,Operations Manager,6015,14,4,Sí,Medio,3,Maestría
415,Ingeniería,Desarrollador Senior,4714,7,4,No,Bajo,3,Licenciatura
416,Finanzas,Budget Analyst,3627,2,4,No,Medio,4,Licenciatura
417,RRHH,Analista de RRHH,4599,14,4,Sí,Medio,3,Licenciatura
418,Ingeniería,Full Stack Developer,5657,10,4,Sí,Medio,2,Licenciatura
419,TI,IT Manager,5147,9,3,Sí,Medio,3,Licenciatura
420,RRHH,Employee Relations Manager,3626,15,3,No,Bajo,4,Secundaria
421,Operations,Supervisor de Operaciones,3260,4,3,Sí,Medio,4,Licenciatura
422,Marketing,Content Strategist,3340,13,5,No,Medio,4,Secundaria
423,Investigación,Lab Manager,11000,16,4,No,Bajo,4,Doctorado
424,Legal,Senior Counsel,10308,20,2,Sí,Alto,4,Maestría
425,RRHH,Training Manager,2876,7,4,Sí,Medio,3,Sin título formal
426,RRHH,Talent Acquisition Lead,3656,3,3,Sí,Medio,3,Licenciatura
427,Soporte,Systems Administrator,3194,1,4,No,Medio,4,Licenciatura
428,Ventas,Account Executive,5711,4,5,No,Bajo,5,Maestría
429,TI,Database Administrator,6450,16,2,No,Medio,4,Licenciatura
430,TI,Administrador de Sistemas,5642,11,1,Sí,Alto,3,Licenciatura
431,Finanzas,Treasury Analyst,3938,10,4,No,Bajo,2,Secundaria
432,Marketing,Gerente de Marketing,5316,15,3,No,Bajo,3,Licenciatura
433,Ventas,Inside Sales Rep,5006,14,5,No,Bajo,4,Licenciatura
434,RRHH,Recruiter,4419,17,2,No,Medio,4,Licenciatura
435,Operations,Supervisor de Operaciones,3813,7,5,Sí,Medio,4,Licenciatura
436,Finanzas,Treasury Analyst,8636,17,4,No,Bajo,2,Maestría
437,Ingeniería,Full Stack Developer,6707,20,4,No,Bajo,3,Licenciatura
438,RRHH,Director de RRHH,5722,3,1,No,Medio,2,Maestría
439,Operations,Warehouse Supervisor,7217,8,1,Sí,Alto,4,Doctorado
440,Ingeniería,Software Architect,9126,6,3,Sí,Medio,4,Doctorado
441,Finanzas,Budget Analyst,5148,13,3,No,Bajo,4,Licenciatura
442,Operations,Inventory Manager,4689,1,4,No,Medio,4,Maestría
443,Finanzas,Budget Analyst,8015,16,3,Sí,Medio,3,Maestría
444,Finanzas,Financial Analyst,4981,8,4,Sí,Medio,4,Licenciatura
445,Operations,Inventory Manager,4594,5,3,Sí,Medio,3,Maestría
446,TI,Administrador de Sistemas,8561,19,3,Sí,Medio,4,Maestría
447,Legal,IP Attorney,8824,12,5,No,Bajo,3,Maestría
448,Ventas,Business Development,3970,9,5,Sí,Medio,5,Licenciatura
449,Ventas,Inside Sales Rep,4614,10,3,No,Bajo,3,Licenciatura
450,Ventas,Business Development,4135,19,4,Sí,Medio,3,Secundaria
451,Ventas,Technical Pre-Sales,5105,10,2,No,Medio,3,Licenciatura
452,TI,IT Manager,5152,6,4,Sí,Medio,4,Licenciatura
453,RRHH,HR Analyst,4818,1,2,No,Alto,4,Maestría
454,Investigación,Científico de Datos,6367,14,3,No,Bajo,5,Licenciatura
455,TI,Administrador de Sistemas,4668,7,4,No,Bajo,4,Secundaria
456,Ingeniería,Data Scientist,3797,8,4,Sí,Medio,3,Secundaria
457,RRHH,Recruiter,5499,19,3,No,Bajo,3,Licenciatura
458,Legal,Senior Counsel,6697,14,3,Sí,Medio,5,Licenciatura
459,Soporte,Desktop Support,4201,13,2,Sí,Alto,4,Licenciatura
460,Operations,Distribution Manager,4763,12,3,Sí,Medio,4,Licenciatura
461,Legal,Senior Counsel,3676,2,4,Sí,Medio,3,Secundaria
462,TI,Arquitecto de Software,8831,16,3,Sí,Medio,4,Maestría
463,Ingeniería,QA Engineer,4174,4,3,No,Bajo,5,Licenciatura
464,Legal,IP Attorney,7800,10,4,Sí,Medio,4,Maestría
465,Operations,Warehouse Supervisor,6602,17,2,Sí,Alto,4,Maestría
466,Marketing,Social Media Manager,3773,1,4,Sí,Medio,5,Licenciatura
467,Operations,Operations Manager,3411,3,3,Sí,Medio,3,Licenciatura
468,Finanzas,Budget Analyst,4175,4,5,Sí,Medio,4,Licenciatura
469,Soporte,Service Desk Analyst,3707,4,1,Sí,Alto,3,Licenciatura
470,RRHH,HR Analyst,4314,15,5,No,Bajo,2,Licenciatura
471,Soporte,Help Desk Analyst,4095,13,5,No,Bajo,4,Licenciatura
472,RRHH,Recruiter,3818,2,2,Sí,Alto,5,Licenciatura
473,Investigación,Lab Manager,7037,6,5,No,Bajo,5,Maestría
474,RRHH,Employee Relations Manager,6510,4,3,No,Bajo,2,Doctorado
475,Soporte,Técnico de Soporte,6860,17,3,Sí,Medio,4,Maestría
476,Operations,Analista de Operaciones,3844,8,3,No,Bajo,4,Licenciatura
477,TI,Data Engineer,11000,18,4,Sí,Medio,3,Doctorado
478,Investigación,Research Analyst,4941,16,3,No,Bajo,5,Secundaria
479,Ingeniería,Machine Learning Engineer,5645,13,3,No,Bajo,4,Licenciatura
480,Ventas,Business Development,3809,4,4,No,Bajo,1,Licenciatura
481,TI,Security Analyst,5418,18,5,Sí,Medio,4,Secundaria
482,Legal,Senior Counsel,5872,15,3,No,Bajo,2,Licenciatura
483,Marketing,Social Media Manager,5429,20,3,No,Bajo,2,Licenciatura
484,Marketing,Especialista Digital,4180,10,4,No,Bajo,2,Licenciatura
485,RRHH,Employee Relations Manager,4716,14,2,Sí,Alto,4,Licenciatura
486,Marketing,Social Media Manager,6127,7,2,No,Medio,3,Maestría
487,Operations,Analista de Operaciones,6117,15,2,No,Medio,4,Maestría
488,Legal,IP Attorney,4340,14,5,No,Bajo,4,Secundaria
489,RRHH,Talent Acquisition Lead,3515,5,5,Sí,Medio,4,Licenciatura
490,TI,Security Analyst,3835,8,3,No,Bajo,3,Sin título formal
491,Finanzas,Internal Auditor,5825,5,4,No,Bajo,4,Maestría
492,Legal,Legal Secretary,9249,18,3,Sí,Medio,4,Maestría
493,Finanzas,Treasury Analyst,7761,5,3,Sí,Medio,2,Doctorado
494,Soporte,Escalation Engineer,4659,19,4,No,Bajo,5,Licenciatura
495,Legal,Legal Secretary,11000,14,2,Sí,Alto,4,Doctorado
496,Marketing,Brand Manager,5772,6,4,No,Bajo,3,Maestría
497,Ingeniería,Platform Engineer,6750,7,4,Sí,Medio,4,Maestría
498,Legal,Paralegal,9880,18,3,No,Bajo,4,Maestría
499,Finanzas,Contador Senior,10727,13,3,No,Bajo,4,Doctorado
500,Ingeniería,Platform Engineer,6220,20,5,No,Bajo,5,Licenciatura
501,Soporte,Escalation Engineer,5091,7,4,Sí,Medio,3,Maestría
502,RRHH,Workforce Planning Analyst,3705,2,3,No,Medio,3,Licenciatura
503,RRHH,Talent Acquisition Lead,5670,1,1,No,Alto,5,Doctorado
504,Operations,Supervisor de Operaciones,7348,20,4,No,Bajo,4,Maestría
505,Soporte,Líder de Soporte,6003,11,4,Sí,Medio,3,Maestría
506,Legal,Senior Counsel,5853,12,5,Sí,Medio,4,Licenciatura
507,Soporte,Service Desk Analyst,5319,20,5,No,Bajo,1,Licenciatura
508,Soporte,Technical Writer,4748,20,5,Sí,Medio,4,Licenciatura
509,Soporte,Quality Assurance,6168,4,1,No,Medio,4,Doctorado
510,Soporte,Escalation Engineer,6643,15,1,No,Medio,5,Maestría
511,Marketing,Marketing Analyst,4350,4,4,Sí,Medio,4,Licenciatura
512,Marketing,CMO,5837,7,5,No,Bajo,3,Maestría
513,TI,Arquitecto de Software,6639,5,2,Sí,Alto,2,Maestría
514,Finanzas,Cost Accountant,3887,8,3,No,Bajo,3,Secundaria
515,TI,Security Analyst,5419,13,4,Sí,Medio,4,Licenciatura
516,Operations,Supervisor de Operaciones,4812,3,5,No,Bajo,2,Maestría
517,Finanzas,Revenue Analyst,5234,15,4,No,Bajo,4,Licenciatura
518,RRHH,Compensation Analyst,7585,18,5,No,Bajo,3,Maestría
519,Soporte,Técnico de Soporte,6567,18,4,Sí,Medio,4,Maestría
520,Ventas,Sales Manager,4781,12,3,Sí,Medio,4,Licenciatura
521,Legal,Paralegal,5490,8,4,No,Bajo,4,Licenciatura
522,Legal,Compliance Officer,6991,3,4,No,Bajo,3,Maestría
523,Marketing,Market Research Analyst,4865,11,2,No,Medio,4,Licenciatura
524,Marketing,Marketing Analyst,4878,11,4,No,Bajo,3,Licenciatura
525,Operations,Supply Chain Analyst,6615,14,3,Sí,Medio,4,Maestría
526,TI,Database Administrator,8977,5,5,No,Bajo,3,Doctorado
527,Soporte,Systems Administrator,3256,4,3,Sí,Medio,4,Licenciatura
528,Legal,Paralegal,4670,3,5,Sí,Medio,4,Licenciatura
529,Ingeniería,SRE Engineer,9343,19,4,Sí,Medio,5,Maestría
530,Investigación,Research Analyst,4910,8,2,No,Medio,4,Licenciatura
531,Ventas,Account Manager,3919,1,4,Sí,Medio,3,Licenciatura
532,Legal,Paralegal,4719,6,4,Sí,Medio,4,Licenciatura
533,Soporte,Técnico de Soporte,4669,16,1,Sí,Alto,3,Licenciatura
534,Soporte,Quality Assurance,4425,15,1,Sí,Alto,4,Licenciatura
535,Ventas,Sales Operations Analyst,2705,9,3,No,Medio,3,Sin título formal
536,Operations,Analista de Operaciones,4194,13,4,Sí,Medio,3,Licenciatura
537,Soporte,Technical Writer,6636,20,2,Sí,Alto,2,Maestría
538,Finanzas,Financial Analyst,4541,6,4,No,Bajo,4,Licenciatura
539,Marketing,Product Marketing Manager,5333,4,4,No,Bajo,4,Maestría
540,TI,Administrador de Sistemas,4525,5,2,Sí,Alto,4,Licenciatura
541,Operations,Logistics Coordinator,2896,9,5,Sí,Medio,4,Secundaria
542,Finanzas,Analista Financiero,6128,20,5,No,Bajo,3,Licenciatura
543,TI,Data Engineer,7306,6,5,No,Bajo,4,Maestría
544,Ventas,Inside Sales Rep,4422,5,1,Sí,Alto,4,Licenciatura
545,Legal,IP Attorney,5316,5,4,Sí,Medio,5,Licenciatura
546,Legal,Senior Counsel,7393,3,4,No,Bajo,5,Maestría
547,Legal,Abogado Corporativo,11000,14,4,No,Bajo,3,Doctorado
548,Investigación,Laboratory Technician,6549,19,3,Sí,Medio,3,Licenciatura
549,Marketing,Content Manager,5281,18,4,No,Bajo,1,Licenciatura
550,Legal,Abogado Corporativo,6113,13,4,Sí,Medio,3,Licenciatura
551,Soporte,Líder de Soporte,4644,19,4,No,Bajo,4,Licenciatura
552,TI,Network Engineer,6839,18,3,No,Bajo,4,Licenciatura
553,Investigación,Bioinformático,4492,19,2,No,Medio,5,Sin título formal
554,Ventas,Sales Operations Analyst,3831,6,3,Sí,Medio,3,Licenciatura
555,Soporte,Escalation Engineer,4178,2,4,Sí,Medio,4,Maestría
556,Investigación,Lab Manager,4775,3,3,No,Bajo,2,Licenciatura
557,Ingeniería,Platform Engineer,5498,13,5,No,Bajo,4,Licenciatura
558,Investigación,Laboratory Technician,4596,17,3,No,Bajo,4,Secundaria
559,Legal,Senior Counsel,9870,20,4,Sí,Medio,5,Maestría
560,Ventas,Sales Manager,6548,12,3,No,Bajo,3,Maestría
561,Ingeniería,Platform Engineer,6210,3,4,No,Bajo,3,Maestría
562,Finanzas,Financial Analyst,6275,7,5,No,Bajo,4,Maestría
563,Finanzas,CFO Adjunto,4039,4,2,Sí,Alto,4,Licenciatura
564,Finanzas,Cost Accountant,8630,19,4,No,Bajo,5,Maestría
565,Operations,Operations Manager,5719,11,5,No,Bajo,4,Maestría
566,Finanzas,Analista Financiero,4193,8,4,Sí,Medio,3,Licenciatura
567,Soporte,Escalation Engineer,5327,9,4,Sí,Medio,3,Maestría
568,Legal,Paralegal,6244,12,5,Sí,Medio,3,Licenciatura
569,Marketing,Social Media Manager,6218,8,3,Sí,Medio,3,Maestría
570,Operations,Supply Chain Analyst,3382,4,5,Sí,Medio,4,Licenciatura
571,Investigación,Lab Manager,5255,18,3,Sí,Medio,5,Secundaria
572,Operations,Procurement Specialist,4521,17,3,No,Bajo,4,Licenciatura
573,RRHH,Analista de RRHH,4793,14,3,No,Bajo,5,Licenciatura
574,RRHH,Employee Relations Manager,3414,17,3,No,Medio,1,Sin título formal
575,Marketing,Product Marketing Manager,6340,11,4,No,Bajo,3,Maestría
576,Investigación,Lab Manager,4722,6,3,No,Bajo,3,Licenciatura
577,Soporte,Service Desk Analyst,7085,9,4,No,Bajo,3,Doctorado
578,Ventas,Sales Operations Analyst,4484,8,5,No,Bajo,3,Licenciatura
579,RRHH,Employee Relations Manager,4618,6,5,No,Bajo,4,Maestría
580,Soporte,Technical Writer,4584,18,3,Sí,Medio,4,Licenciatura
581,Ingeniería,Full Stack Developer,8253,16,3,Sí,Medio,4,Maestría
582,Finanzas,Treasury Analyst,3534,4,5,No,Bajo,5,Secundaria
583,Marketing,Market Research Analyst,7789,18,3,Sí,Medio,4,Maestría
584,Investigación,Científico de Datos,5337,10,4,No,Bajo,3,Licenciatura
585,RRHH,Learning & Development Specialist,6052,11,5,No,Bajo,2,Maestría
586,RRHH,HR Analyst,4135,11,4,No,Bajo,4,Licenciatura
587,TI,Database Administrator,10444,12,1,No,Medio,4,Doctorado
588,Finanzas,Analista Financiero,5450,13,2,Sí,Alto,5,Licenciatura
589,Investigación,Lab Manager,4923,13,2,Sí,Alto,5,Secundaria
590,TI,Database Administrator,5713,10,4,No,Bajo,3,Licenciatura
591,RRHH,Analista de RRHH,3839,12,5,No,Bajo,5,Secundaria
592,Legal,Compliance Officer,6484,18,4,Sí,Medio,3,Licenciatura
593,Operations,Inventory Manager,5140,18,3,No,Bajo,2,Licenciatura
594,Finanzas,Treasury Analyst,4241,5,1,No,Medio,4,Licenciatura
595,RRHH,HR Analyst,4987,18,4,Sí,Medio,3,Licenciatura
596,TI,Database Administrator,5857,1,3,No,Medio,5,Maestría
597,TI,Security Analyst,5860,13,4,No,Bajo,4,Licenciatura
598,Operations,Procurement Specialist,4971,18,3,No,Bajo,4,Licenciatura
599,RRHH,Training Manager,4763,15,3,No,Bajo,1,Licenciatura
600,Ingeniería,Machine Learning Engineer,4021,4,3,No,Bajo,4,Secundaria
601,Ingeniería,Full Stack Developer,4210,1,4,No,Medio,4,Licenciatura
602,Soporte,Technical Writer,4812,2,2,No,Alto,4,Maestría
603,RRHH,Analista de RRHH,4439,13,5,Sí,Medio,3,Licenciatura
604,TI,Administrador de Sistemas,5157,8,4,No,Bajo,3,Licenciatura
605,Ingeniería,Full Stack Developer,4061,4,3,Sí,Medio,3,Licenciatura
606,Ingeniería,Platform Engineer,11000,17,3,Sí,Medio,4,Doctorado
607,Marketing,Marketing Analyst,7736,7,1,Sí,Alto,4,Doctorado
608,Operations,Analista de Operaciones,4225,8,5,Sí,Medio,4,Licenciatura
609,Investigación,Lab Manager,4574,3,4,Sí,Medio,5,Licenciatura
610,Ingeniería,Desarrollador Junior,4739,5,2,Sí,Alto,3,Licenciatura
611,Legal,IP Attorney,9352,15,4,Sí,Medio,3,Maestría
612,Ingeniería,Software Architect,8894,18,4,No,Bajo,4,Maestría
613,Operations,Logistics Coordinator,5895,11,5,No,Bajo,4,Maestría
614,Ventas,Channel Sales Manager,5109,10,4,No,Bajo,3,Licenciatura
615,Legal,Compliance Officer,6474,1,4,No,Medio,4,Maestría
616,Legal,Compliance Officer,6256,16,4,Sí,Medio,3,Licenciatura
617,Soporte,Líder de Soporte,3323,3,5,Sí,Medio,3,Licenciatura
618,Investigación,Research Analyst,6348,19,4,No,Bajo,4,Licenciatura
619,Operations,Procurement Specialist,3799,8,4,Sí,Medio,5,Secundaria
620,Ventas,Business Development,5356,2,4,No,Medio,5,Maestría
621,TI,Cloud Architect,5880,2,5,No,Medio,2,Maestría
622,Marketing,Content Strategist,4165,8,3,No,Bajo,4,Licenciatura
623,Marketing,Market Research Analyst,5769,6,4,No,Bajo,4,Maestría
624,TI,Arquitecto de Software,4445,6,4,No,Bajo,4,Licenciatura
625,Legal,Senior Counsel,4982,12,5,No,Bajo,3,Licenciatura
626,TI,Cloud Architect,9105,19,3,Sí,Medio,4,Maestría
627,Finanzas,Treasury Analyst,3908,15,3,No,Bajo,1,Sin título formal
628,RRHH,Director de RRHH,3298,8,5,Sí,Medio,1,Secundaria
629,Finanzas,Cost Accountant,6321,19,2,Sí,Alto,3,Licenciatura
630,Operations,Warehouse Supervisor,4281,10,4,Sí,Medio,4,Licenciatura
631,Marketing,Content Manager,6611,16,4,Sí,Medio,4,Maestría
632,Ventas,Enterprise Sales Rep,5347,2,2,No,Alto,2,Maestría
633,Soporte,Service Desk Analyst,7983,14,4,No,Bajo,4,Doctorado
634,Operations,Supervisor de Operaciones,6190,13,3,Sí,Medio,2,Maestría
635,Legal,Senior Counsel,6863,17,5,Sí,Medio,5,Licenciatura
636,Operations,Distribution Manager,4841,14,4,No,Bajo,3,Licenciatura
637,Soporte,Líder de Soporte,3130,2,3,No,Medio,4,Licenciatura
638,RRHH,Employee Relations Manager,7332,16,4,No,Bajo,3,Maestría
639,Operations,Distribution Manager,3478,3,5,No,Medio,2,Licenciatura
640,TI,Security Analyst,4821,7,3,No,Bajo,4,Licenciatura
641,Finanzas,CFO Adjunto,3993,20,5,No,Bajo,3,Sin título formal
642,Soporte,Help Desk Analyst,4407,3,4,Sí,Medio,3,Maestría
643,Operations,Logistics Coordinator,7305,10,3,Sí,Medio,3,Doctorado
644,Soporte,Desktop Support,5594,7,4,Sí,Medio,4,Maestría
645,Legal,Compliance Officer,6722,5,4,Sí,Medio,3,Maestría
646,Ingeniería,QA Engineer,6897,20,2,No,Medio,4,Licenciatura
647,Ingeniería,Desarrollador Senior,5150,9,5,No,Bajo,4,Licenciatura
648,Marketing,Product Marketing Manager,3797,4,4,No,Bajo,4,Licenciatura
649,Ventas,Sales Representative,5732,15,3,Sí,Medio,4,Licenciatura
650,RRHH,Analista de RRHH,4690,12,4,No,Bajo,3,Licenciatura
651,Legal,Legal Secretary,8363,9,1,No,Medio,4,Maestría
652,Finanzas,Financial Analyst,5001,13,2,Sí,Alto,3,Licenciatura
653,Operations,Warehouse Supervisor,4713,19,4,Sí,Medio,3,Licenciatura
654,RRHH,HR Business Partner,7573,19,5,Sí,Medio,3,Maestría
655,Legal,Paralegal,4874,5,5,Sí,Medio,2,Licenciatura
656,Soporte,Help Desk Analyst,6002,11,5,No,Bajo,3,Maestría
657,Finanzas,CFO Adjunto,6363,4,4,Sí,Medio,3,Maestría
658,Operations,Warehouse Supervisor,6046,8,3,Sí,Medio,4,Maestría
659,Investigación,Research Analyst,6539,20,5,No,Bajo,4,Licenciatura
660,RRHH,Training Manager,3242,2,4,No,Medio,1,Licenciatura
661,Finanzas,Controller,5287,7,5,Sí,Medio,5,Licenciatura
662,Investigación,Bioinformático,9788,8,3,No,Bajo,2,Doctorado
663,TI,Cloud Architect,6268,19,5,Sí,Medio,2,Licenciatura
664,Marketing,Content Strategist,5151,2,4,No,Medio,4,Maestría
665,Ingeniería,Full Stack Developer,5631,13,2,No,Medio,3,Licenciatura
666,Ingeniería,Platform Engineer,4385,5,5,No,Bajo,3,Licenciatura
667,Legal,Abogado Corporativo,6661,19,1,Sí,Alto,3,Licenciatura
668,Marketing,Social Media Manager,4727,11,4,Sí,Medio,2,Licenciatura
669,Ventas,Sales Operations Analyst,4468,12,4,Sí,Medio,4,Licenciatura
670,RRHH,Compensation Analyst,4991,2,5,Sí,Medio,4,Maestría
671,RRHH,Training Manager,7061,6,4,Sí,Medio,3,Doctorado
672,RRHH,Recruiter,7597,7,4,Sí,Medio,3,Doctorado
673,Investigación,Laboratory Technician,11000,18,3,Sí,Medio,4,Doctorado
674,Investigación,Laboratory Technician,6388,20,3,Sí,Medio,4,Licenciatura
675,Operations,Distribution Manager,5485,7,3,Sí,Medio,3,Maestría
676,Ingeniería,Data Scientist,9293,20,3,No,Bajo,2,Maestría
677,Ventas,Account Manager,2480,6,4,No,Medio,4,Sin título formal
678,RRHH,Employee Relations Manager,6164,12,2,Sí,Alto,3,Maestría
679,Soporte,Quality Assurance,5992,14,4,Sí,Medio,3,Maestría
680,Legal,Compliance Officer,5449,7,2,Sí,Alto,4,Licenciatura
681,Legal,Abogado Corporativo,6478,20,3,No,Bajo,4,Licenciatura
682,Operations,Supply Chain Analyst,9618,20,4,No,Bajo,4,Doctorado
683,Investigación,Research Analyst,9528,8,1,No,Medio,4,Doctorado
684,Ventas,Sales Operations Analyst,10398,20,3,No,Bajo,3,Doctorado
685,Legal,IP Attorney,5291,7,3,No,Bajo,4,Licenciatura
686,Ingeniería,Desarrollador Senior,7760,11,4,No,Bajo,4,Maestría
687,Ingeniería,DevOps Engineer,5817,11,4,No,Bajo,4,Licenciatura
688,Investigación,Lab Manager,10852,15,5,No,Bajo,2,Doctorado
689,Legal,Legal Secretary,8431,11,4,Sí,Medio,5,Maestría
690,Soporte,Líder de Soporte,3032,9,3,Sí,Medio,3,Sin título formal
691,Legal,Paralegal,8192,13,4,Sí,Medio,4,Maestría
692,Soporte,Técnico de Soporte,2905,3,5,No,Medio,3,Licenciatura
693,Finanzas,Financial Analyst,4485,6,3,Sí,Medio,2,Licenciatura
694,Legal,Abogado Corporativo,9496,17,3,Sí,Medio,5,Maestría
695,Legal,Legal Secretary,7497,5,4,Sí,Medio,3,Maestría
696,Ingeniería,Software Architect,5442,17,1,Sí,Alto,5,Licenciatura
697,Operations,Analista de Operaciones,2903,2,3,Sí,Alto,4,Licenciatura
698,Finanzas,Financial Analyst,4602,7,3,No,Bajo,3,Licenciatura
699,Investigación,Científico de Datos,5442,6,4,No,Bajo,2,Licenciatura
700,Legal,Legal Secretary,8436,9,5,Sí,Medio,4,Maestría
701,Operations,Warehouse Supervisor,4001,10,1,No,Medio,5,Licenciatura
702,Ingeniería,Desarrollador Senior,4363,3,3,No,Bajo,4,Licenciatura
703,Operations,Operations Manager,6045,10,4,No,Bajo,4,Maestría
704,Investigación,Lab Manager,5556,15,3,Sí,Medio,4,Licenciatura
705,Investigación,Laboratory Technician,5388,8,5,Sí,Medio,3,Licenciatura
706,Soporte,Service Desk Analyst,2746,1,4,Sí,Alto,3,Licenciatura
707,Investigación,Research Analyst,5311,12,4,Sí,Medio,2,Licenciatura
708,Legal,IP Attorney,4535,10,3,No,Bajo,3,Secundaria
709,Operations,Warehouse Supervisor,6848,16,4,No,Bajo,3,Maestría
710,TI,Cloud Architect,7523,8,4,Sí,Medio,2,Maestría
711,Operations,Operations Manager,4978,20,3,No,Bajo,3,Licenciatura
712,TI,Arquitecto de Software,9721,20,3,No,Bajo,4,Maestría
713,Ingeniería,Desarrollador Senior,4648,5,3,Sí,Medio,3,Licenciatura
714,Operations,Operations Manager,3749,11,4,No,Bajo,5,Licenciatura
715,Finanzas,Controller,7122,12,4,Sí,Medio,4,Maestría
716,Finanzas,Contador Senior,5724,18,1,Sí,Alto,4,Licenciatura
717,Soporte,Líder de Soporte,5326,1,4,Sí,Medio,4,Doctorado
718,TI,Security Analyst,5249,7,4,Sí,Medio,3,Licenciatura
719,TI,Cloud Architect,9417,5,2,No,Medio,2,Doctorado
720,Ingeniería,DevOps Engineer,8503,16,5,No,Bajo,3,Maestría
721,RRHH,Learning & Development Specialist,6651,15,3,No,Bajo,4,Maestría
722,TI,Cloud Architect,5733,14,4,Sí,Medio,4,Licenciatura
723,Marketing,Content Strategist,5364,18,4,No,Bajo,3,Licenciatura
724,Operations,Operations Manager,2372,3,4,Sí,Medio,4,Sin título formal
725,Finanzas,Internal Auditor,5826,17,4,Sí,Medio,4,Licenciatura
726,Legal,Senior Counsel,5061,2,4,No,Medio,1,Licenciatura
727,Investigación,Lab Manager,11000,19,4,No,Bajo,3,Doctorado
728,Ingeniería,Platform Engineer,10081,10,2,No,Medio,3,Doctorado
729,RRHH,Talent Acquisition Lead,3429,10,4,Sí,Medio,4,Secundaria
730,Finanzas,Budget Analyst,5011,9,5,No,Bajo,1,Licenciatura
731,Ventas,Enterprise Sales Rep,5339,19,3,Sí,Medio,4,Licenciatura
732,Marketing,Social Media Manager,4937,17,3,Sí,Medio,2,Licenciatura
733,RRHH,Talent Acquisition Lead,7107,5,3,No,Bajo,4,Doctorado
734,RRHH,HR Business Partner,6150,12,4,Sí,Medio,4,Maestría
735,Ventas,Ejecutivo de Ventas,4707,13,4,No,Bajo,4,Licenciatura
736,TI,Security Analyst,5301,5,1,No,Medio,5,Licenciatura
737,Investigación,Laboratory Technician,9211,17,3,Sí,Medio,4,Maestría
