delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
DEL-07430,Partner-E,Documentos,Moto,Express,Centro,Nublado,46.1,7.0,4.8,4.3,Yes,Retrasada,1.3,26.47
DEL-07431,Partner-D,Alimentos,Urbano,Estándar,Occidente,Soleado,10.4,11.6,2.3,2.4,No,Completada,3.7,10.85
DEL-07432,Partner-D,Documentos,Moto,Express,Centro,Nublado,35.2,13.6,4.4,3.4,Yes,Retrasada,1.8,28.12
DEL-07433,Partner-E,Ropa,Moto,Express,Sur,Lluvioso,33.5,18.8,4.2,3.1,Yes,Retrasada,1.4,31.97
DEL-07434,Partner-E,Ropa,Moto,Estándar,Centro,Lluvioso,1.8,4.8,1.2,0.9,Yes,Completada,3.4,5.0
DEL-07435,Partner-D,Ropa,Moto,Estándar,Centro,Lluvioso,14.8,17.7,3.5,2.3,Yes,Retrasada,1.9,20.71
DEL-07436,Partner-A,Alimentos,Camión,Estándar,Sur,Soleado,55.8,1.3,7.7,7.4,No,Completada,4.9,25.21
DEL-07437,Partner-A,Alimentos,Camión,Estándar,Sur,Soleado,37.1,13.2,5.6,5.6,No,Completada,4.6,36.82
DEL-07438,Partner-B,Alimentos,Urbano,Express,Norte,Nublado,58.6,13.8,6.9,5.4,Yes,Retrasada,1.4,38.66
DEL-07439,Partner-B,Documentos,Camión,Estándar,Norte,Nublado,31.3,10.6,6.4,4.4,Yes,Completada,2.8,31.64
DEL-07440,Partner-D,Alimentos,Moto,Estándar,Sur,Nublado,75.0,17.5,10.8,9.9,Yes,Completada,2.3,36.71
DEL-07441,Partner-E,Electrónica,Urbano,Estándar,Occidente,Soleado,74.4,17.2,10.7,10.1,Yes,Completada,3.5,37.04
DEL-07442,Partner-E,Alimentos,Moto,Estándar,Sur,Soleado,17.3,19.8,2.8,3.2,No,Completada,4.8,19.07
DEL-07443,Partner-A,Documentos,Urbano,Express,Occidente,Lluvioso,45.8,4.0,4.7,4.2,Yes,Completada,2.5,20.39
DEL-07444,Partner-A,Documentos,Moto,Estándar,Occidente,Soleado,69.6,18.8,9.7,9.5,No,Completada,4.4,40.56
DEL-07445,Partner-A,Electrónica,Urbano,Express,Norte,Soleado,26.8,10.5,3.1,2.7,Yes,Retrasada,2.2,20.07
DEL-07446,Partner-C,Documentos,Camión,Estándar,Centro,Soleado,58.1,9.7,9.4,7.6,Yes,Retrasada,3.3,41.75
DEL-07447,Partner-D,Documentos,Urbano,Express,Norte,Nublado,58.1,14.1,6.4,5.4,Yes,Retrasada,2.6,36.78
DEL-07448,Partner-A,Electrónica,Urbano,Express,Centro,Lluvioso,22.2,8.4,3.7,2.2,Yes,Retrasada,1.4,15.73
DEL-07449,Partner-C,Alimentos,Moto,Estándar,Norte,Lluvioso,50.3,10.2,6.8,6.7,No,Completada,4.3,27.38
DEL-07450,Partner-B,Electrónica,Bicicleta,Estándar,Centro,Lluvioso,44.9,15.3,6.1,5.9,No,Completada,4.7,20.07
DEL-07451,Partner-B,Electrónica,Urbano,Estándar,Centro,Soleado,4.9,4.6,1.4,1.3,Yes,Retrasada,1.2,5.55
DEL-07452,Partner-A,Ropa,Bicicleta,Express,Sur,Soleado,49.9,5.6,3.5,4.6,No,Completada,3.7,21.83
DEL-07453,Partner-C,Alimentos,Camión,Estándar,Norte,Soleado,38.3,18.3,5.4,5.5,No,Completada,3.7,39.88
DEL-07454,Partner-B,Electrónica,Moto,Estándar,Occidente,Lluvioso,29.6,5.5,5.2,4.6,Yes,Retrasada,3.3,17.73
DEL-07455,Partner-C,Electrónica,Moto,Express,Centro,Lluvioso,28.6,6.3,2.8,2.7,No,Completada,4.8,16.7
DEL-07456,Partner-C,Alimentos,Bicicleta,Estándar,Norte,Soleado,57.5,9.2,6.8,7.4,No,Completada,4.8,21.86
DEL-07457,Partner-D,Alimentos,Camión,Express,Norte,Nublado,55.7,17.0,6.4,5.0,Yes,Retrasada,2.8,61.98
DEL-07458,Partner-B,Ropa,Bicicleta,Estándar,Occidente,Nublado,31.4,2.5,5.6,4.6,Yes,Completada,1.5,7.74
DEL-07459,Partner-D,Alimentos,Camión,Express,Centro,Soleado,53.7,5.4,6.4,4.6,Yes,Completada,2.9,40.97
DEL-07460,Partner-E,Ropa,Moto,Express,Sur,Nublado,7.4,8.6,1.5,1.1,Yes,Retrasada,1.1,14.85
DEL-07461,Partner-E,Documentos,Bicicleta,Estándar,Norte,Lluvioso,43.1,16.3,6.5,5.8,Yes,Retrasada,1.7,21.31
DEL-07462,Partner-C,Electrónica,Moto,Express,Occidente,Lluvioso,67.9,16.5,7.6,6.0,Yes,Retrasada,1.4,45.25
DEL-07463,Partner-A,Alimentos,Urbano,Estándar,Centro,Nublado,51.0,19.8,6.4,7.0,No,Completada,4.8,34.1
DEL-07464,Partner-D,Documentos,Camión,Estándar,Sur,Lluvioso,50.9,6.6,8.3,7.2,Yes,Retrasada,1.9,30.26
DEL-07465,Partner-B,Documentos,Urbano,Express,Centro,Soleado,56.7,6.2,6.5,5.3,Yes,Retrasada,2.9,33.05
DEL-07466,Partner-A,Ropa,Bicicleta,Estándar,Norte,Lluvioso,47.9,12.5,7.0,6.5,Yes,Retrasada,2.2,19.17
DEL-07467,Partner-E,Documentos,Moto,Estándar,Occidente,Lluvioso,12.3,3.6,3.6,2.4,Yes,Retrasada,3.4,7.6
DEL-07468,Partner-D,Ropa,Moto,Express,Sur,Soleado,52.7,4.9,3.9,4.5,No,Completada,4.3,24.1
DEL-07469,Partner-A,Alimentos,Urbano,Estándar,Norte,Nublado,43.7,12.7,6.8,6.3,Yes,Completada,2.5,25.84
DEL-07470,Partner-D,Electrónica,Urbano,Express,Norte,Nublado,46.0,19.9,4.8,4.4,Yes,Retrasada,1.9,39.29
DEL-07471,Partner-A,Alimentos,Urbano,Estándar,Centro,Soleado,14.7,13.8,2.6,2.8,No,Completada,4.1,15.3
DEL-07472,Partner-A,Documentos,Moto,Express,Centro,Lluvioso,33.1,6.8,3.7,3.3,Yes,Retrasada,2.6,19.55
DEL-07473,Partner-D,Electrónica,Camión,Estándar,Sur,Nublado,4.0,4.0,1.1,1.1,No,Completada,3.8,5.0
DEL-07474,Partner-A,Alimentos,Moto,Express,Norte,Soleado,57.9,14.7,6.1,5.2,Yes,Retrasada,3.0,36.81
DEL-07475,Partner-E,Documentos,Bicicleta,Estándar,Centro,Lluvioso,16.4,12.5,3.6,2.7,Yes,Retrasada,1.6,13.45
DEL-07476,Partner-C,Documentos,Bicicleta,Express,Norte,Lluvioso,10.8,18.4,1.5,1.3,Yes,Completada,1.0,21.12
DEL-07477,Partner-C,Electrónica,Moto,Express,Centro,Lluvioso,49.6,1.3,4.6,4.5,No,Completada,3.7,21.78
DEL-07478,Partner-B,Documentos,Moto,Express,Norte,Soleado,2.7,16.7,0.7,0.6,Yes,Retrasada,1.4,21.32
DEL-07479,Partner-E,Documentos,Bicicleta,Estándar,Sur,Lluvioso,25.3,3.1,4.3,3.8,Yes,Retrasada,1.5,10.1
DEL-07480,Partner-A,Alimentos,Camión,Estándar,Centro,Soleado,32.6,4.3,5.7,4.8,Yes,Completada,1.2,18.39
DEL-07481,Partner-E,Electrónica,Moto,Express,Sur,Soleado,58.2,5.3,5.5,5.4,No,Completada,4.9,27.89
DEL-07482,Partner-D,Documentos,Urbano,Estándar,Occidente,Lluvioso,41.8,2.4,9.2,5.7,Yes,Retrasada,2.2,19.26
DEL-07483,Partner-D,Alimentos,Bicicleta,Estándar,Centro,Nublado,32.5,19.5,5.7,5.1,Yes,Retrasada,1.5,21.9
DEL-07484,Partner-D,Ropa,Moto,Express,Centro,Nublado,72.0,9.0,6.5,6.5,No,Completada,4.3,41.97
DEL-07485,Partner-A,Ropa,Moto,Estándar,Sur,Soleado,67.5,10.1,8.2,8.7,No,Completada,3.8,27.63
DEL-07486,Partner-A,Ropa,Camión,Express,Occidente,Lluvioso,45.7,19.4,6.1,4.3,Yes,Completada,2.5,58.05
DEL-07487,Partner-B,Documentos,Urbano,Express,Norte,Soleado,53.9,18.8,4.4,5.1,No,Completada,4.5,39.18
DEL-07488,Partner-E,Electrónica,Moto,Estándar,Occidente,Nublado,20.5,6.4,3.0,3.1,No,Completada,4.4,12.22
DEL-07489,Partner-A,Electrónica,Bicicleta,Express,Norte,Soleado,33.5,7.2,3.7,3.5,Yes,Completada,3.1,16.02
DEL-07490,Partner-B,Alimentos,Bicicleta,Express,Centro,Soleado,32.6,15.7,2.6,3.3,No,Completada,4.6,20.14
DEL-07491,Partner-A,Alimentos,Moto,Express,Occidente,Lluvioso,18.1,2.3,2.2,1.9,Yes,Retrasada,1.7,10.37
DEL-07492,Partner-B,Electrónica,Urbano,Express,Centro,Lluvioso,47.6,19.1,6.0,4.2,Yes,Completada,1.5,39.51
DEL-07493,Partner-B,Ropa,Urbano,Express,Occidente,Lluvioso,48.6,7.2,6.6,4.2,Yes,Completada,1.5,27.31
DEL-07494,Partner-D,Alimentos,Moto,Express,Occidente,Soleado,16.1,11.2,2.2,1.8,Yes,Retrasada,3.3,18.19
DEL-07495,Partner-E,Alimentos,Moto,Estándar,Norte,Nublado,22.5,1.3,4.0,3.3,Yes,Retrasada,2.9,6.17
DEL-07496,Partner-C,Ropa,Camión,Express,Sur,Nublado,23.6,16.5,3.8,2.5,Yes,Retrasada,1.5,38.02
DEL-07497,Partner-D,Ropa,Bicicleta,Express,Sur,Nublado,63.0,13.3,4.8,5.5,No,Completada,4.5,28.67
DEL-07498,Partner-D,Ropa,Bicicleta,Express,Occidente,Nublado,73.4,14.6,7.5,6.5,Yes,Retrasada,1.8,34.97
DEL-07499,Partner-C,Electrónica,Moto,Express,Norte,Lluvioso,40.9,13.2,5.0,3.9,Yes,Retrasada,1.1,34.34
DEL-07500,Partner-E,Alimentos,Moto,Express,Occidente,Soleado,45.2,10.5,4.5,4.3,No,Completada,4.0,31.62
DEL-07501,Partner-A,Ropa,Bicicleta,Estándar,Centro,Nublado,38.4,7.0,5.8,5.8,No,Completada,3.5,16.9
DEL-07502,Partner-B,Documentos,Moto,Estándar,Occidente,Soleado,53.9,17.5,6.6,7.3,No,Completada,3.7,29.67
DEL-07503,Partner-E,Electrónica,Bicicleta,Express,Sur,Nublado,47.7,17.1,4.8,4.3,Yes,Retrasada,1.9,29.97
DEL-07504,Partner-C,Ropa,Moto,Express,Sur,Nublado,52.5,1.2,4.9,4.7,No,Completada,4.7,23.06
DEL-07505,Partner-E,Ropa,Bicicleta,Estándar,Occidente,Lluvioso,2.3,18.7,1.0,0.8,Yes,Retrasada,2.1,15.44
DEL-07506,Partner-B,Ropa,Bicicleta,Estándar,Sur,Soleado,51.9,1.4,7.1,7.4,No,Completada,3.6,14.47
DEL-07507,Partner-A,Documentos,Camión,Estándar,Sur,Lluvioso,24.3,12.7,5.7,4.0,Yes,Retrasada,1.2,28.26
DEL-07508,Partner-A,Documentos,Moto,Estándar,Occidente,Lluvioso,47.5,9.0,7.8,6.7,Yes,Retrasada,1.0,23.94
DEL-07509,Partner-C,Documentos,Moto,Estándar,Occidente,Lluvioso,29.0,9.4,6.6,4.2,Yes,Completada,1.4,18.2
DEL-07510,Partner-C,Documentos,Bicicleta,Estándar,Sur,Nublado,40.5,18.2,6.6,5.9,Yes,Retrasada,2.9,19.55
DEL-07511,Partner-E,Documentos,Camión,Estándar,Norte,Nublado,39.4,16.5,6.7,5.5,Yes,Retrasada,1.1,39.29
DEL-07512,Partner-A,Electrónica,Urbano,Express,Occidente,Soleado,15.2,18.1,1.9,1.9,No,Completada,4.6,27.68
DEL-07513,Partner-A,Alimentos,Bicicleta,Express,Occidente,Lluvioso,69.8,14.2,8.2,6.2,Yes,Retrasada,3.3,34.32
DEL-07514,Partner-D,Electrónica,Camión,Express,Occidente,Soleado,45.1,9.1,4.0,4.0,No,Completada,4.4,42.73
DEL-07515,Partner-B,Ropa,Camión,Estándar,Norte,Soleado,48.4,1.0,8.7,6.9,Yes,Completada,1.7,25.77
DEL-07516,Partner-E,Ropa,Urbano,Express,Occidente,Nublado,43.5,8.7,4.2,4.1,No,Completada,4.4,25.2
DEL-07517,Partner-A,Ropa,Bicicleta,Express,Sur,Soleado,59.8,11.2,4.6,5.4,No,Completada,4.1,28.09
DEL-07518,Partner-A,Ropa,Bicicleta,Estándar,Norte,Nublado,68.9,15.1,8.9,9.2,No,Completada,4.2,22.1
DEL-07519,Partner-D,Electrónica,Urbano,Estándar,Occidente,Soleado,71.5,0.4,11.4,9.8,Yes,Completada,3.3,21.05
DEL-07520,Partner-B,Documentos,Urbano,Estándar,Sur,Soleado,55.4,4.4,7.4,7.4,No,Completada,4.6,19.0
DEL-07521,Partner-A,Electrónica,Urbano,Express,Norte,Soleado,60.1,4.9,6.8,5.6,Yes,Completada,2.5,30.79
DEL-07522,Partner-D,Documentos,Moto,Express,Sur,Nublado,29.5,6.2,2.7,3.1,No,Completada,3.7,19.34
DEL-07523,Partner-E,Electrónica,Moto,Express,Sur,Lluvioso,14.3,4.9,1.9,1.9,No,Completada,4.2,13.56
DEL-07524,Partner-C,Alimentos,Camión,Express,Centro,Nublado,51.8,10.1,4.6,4.6,No,Completada,4.2,46.13
DEL-07525,Partner-E,Electrónica,Camión,Estándar,Norte,Lluvioso,33.2,6.5,5.5,4.7,Yes,Retrasada,2.4,24.99
DEL-07526,Partner-A,Documentos,Camión,Express,Norte,Nublado,10.6,15.8,1.7,1.2,Yes,Retrasada,3.2,34.87
DEL-07527,Partner-B,Electrónica,Bicicleta,Express,Norte,Lluvioso,9.0,10.7,1.4,1.3,Yes,Retrasada,3.0,14.98
DEL-07528,Partner-B,Electrónica,Moto,Estándar,Occidente,Soleado,27.3,5.8,4.0,4.0,No,Completada,4.9,13.98
DEL-07529,Partner-C,Electrónica,Moto,Estándar,Norte,Lluvioso,48.1,6.1,8.2,6.4,Yes,Retrasada,3.2,19.85
DEL-07530,Partner-C,Electrónica,Urbano,Estándar,Occidente,Soleado,4.7,2.6,1.5,1.5,No,Completada,4.1,8.34
DEL-07531,Partner-E,Ropa,Camión,Estándar,Centro,Lluvioso,39.1,9.2,9.1,5.6,Yes,Retrasada,1.9,32.09
DEL-07532,Partner-C,Documentos,Urbano,Express,Norte,Nublado,70.3,5.8,7.4,6.4,Yes,Retrasada,1.4,31.96
DEL-07533,Partner-A,Ropa,Moto,Express,Sur,Lluvioso,10.5,11.7,1.7,1.3,Yes,Retrasada,1.8,18.69
DEL-07534,Partner-E,Documentos,Moto,Express,Centro,Soleado,8.9,15.6,1.4,1.3,Yes,Retrasada,1.8,22.18
DEL-07535,Partner-A,Ropa,Urbano,Estándar,Norte,Soleado,20.8,3.3,3.4,3.3,No,Completada,3.6,12.69
DEL-07536,Partner-A,Alimentos,Urbano,Express,Norte,Nublado,6.0,10.3,1.0,0.8,Yes,Retrasada,1.4,11.07
DEL-07537,Partner-E,Electrónica,Camión,Estándar,Occidente,Nublado,39.1,5.4,7.5,5.5,Yes,Completada,1.3,28.97
DEL-07538,Partner-D,Ropa,Camión,Estándar,Sur,Lluvioso,6.3,0.8,2.1,1.6,Yes,Completada,2.4,7.09
DEL-07539,Partner-A,Ropa,Bicicleta,Estándar,Sur,Soleado,4.7,12.9,1.8,1.5,Yes,Completada,1.6,13.15
DEL-07540,Partner-B,Electrónica,Camión,Express,Sur,Nublado,32.0,18.2,3.6,3.1,Yes,Completada,2.8,45.83
DEL-07541,Partner-C,Electrónica,Urbano,Express,Centro,Soleado,3.4,18.9,0.5,0.6,No,Completada,4.9,25.07
DEL-07542,Partner-A,Electrónica,Bicicleta,Estándar,Sur,Nublado,60.5,18.0,7.1,8.1,No,Completada,4.7,24.79
DEL-07543,Partner-C,Electrónica,Camión,Express,Norte,Lluvioso,37.6,16.8,4.4,3.7,Yes,Retrasada,1.9,49.23
DEL-07544,Partner-A,Ropa,Bicicleta,Estándar,Occidente,Nublado,65.6,3.2,10.0,8.7,Yes,Retrasada,3.1,19.97
DEL-07545,Partner-D,Documentos,Bicicleta,Estándar,Sur,Nublado,16.5,5.2,2.6,2.8,No,Completada,4.2,5.0
DEL-07546,Partner-C,Ropa,Urbano,Express,Sur,Soleado,31.6,9.3,3.6,3.0,Yes,Completada,1.9,26.05
DEL-07547,Partner-E,Documentos,Urbano,Estándar,Occidente,Lluvioso,60.2,12.4,10.8,8.2,Yes,Completada,1.5,32.64
DEL-07548,Partner-A,Alimentos,Urbano,Estándar,Sur,Lluvioso,71.4,3.9,12.3,9.7,Yes,Retrasada,2.0,27.06
DEL-07549,Partner-C,Ropa,Bicicleta,Estándar,Sur,Soleado,59.2,10.1,6.6,7.7,No,Completada,4.4,17.83
DEL-07550,Partner-E,Electrónica,Camión,Estándar,Centro,Nublado,41.2,10.2,5.9,5.8,No,Completada,4.7,31.36
DEL-07551,Partner-C,Documentos,Moto,Estándar,Centro,Soleado,65.0,19.2,9.0,8.7,No,Completada,3.6,34.27
DEL-07552,Partner-D,Alimentos,Bicicleta,Express,Occidente,Soleado,63.5,14.0,5.9,5.5,Yes,Retrasada,3.3,26.29
DEL-07553,Partner-D,Ropa,Moto,Express,Norte,Soleado,33.9,5.6,3.6,3.0,Yes,Retrasada,3.2,18.42
DEL-07554,Partner-E,Alimentos,Camión,Express,Occidente,Soleado,12.7,13.2,1.5,1.6,No,Completada,3.5,31.0
DEL-07555,Partner-A,Electrónica,Camión,Express,Occidente,Soleado,63.6,0.6,6.6,5.5,Yes,Retrasada,2.4,38.66
DEL-07556,Partner-A,Electrónica,Urbano,Express,Norte,Lluvioso,64.5,14.8,5.8,5.5,Yes,Retrasada,3.3,45.0
DEL-07557,Partner-B,Electrónica,Bicicleta,Estándar,Occidente,Nublado,71.6,2.8,10.1,9.4,Yes,Completada,1.2,20.13
DEL-07558,Partner-E,Alimentos,Urbano,Express,Sur,Lluvioso,4.5,18.4,1.1,1.0,Yes,Retrasada,3.2,23.67
DEL-07559,Partner-A,Electrónica,Moto,Estándar,Centro,Lluvioso,46.6,11.7,8.2,6.6,Yes,Retrasada,2.2,22.2
DEL-07560,Partner-C,Electrónica,Urbano,Estándar,Centro,Lluvioso,2.5,15.2,1.4,1.0,Yes,Retrasada,3.2,17.31
DEL-07561,Partner-D,Documentos,Bicicleta,Express,Norte,Lluvioso,28.9,16.3,3.2,3.1,No,Completada,4.9,22.24
DEL-07562,Partner-D,Electrónica,Bicicleta,Estándar,Norte,Soleado,71.1,19.6,7.9,9.2,No,Completada,4.7,29.58
DEL-07563,Partner-E,Alimentos,Urbano,Estándar,Sur,Soleado,57.8,5.3,6.9,7.9,No,Completada,4.1,23.97
DEL-07564,Partner-B,Ropa,Moto,Express,Occidente,Lluvioso,4.5,6.6,1.0,0.9,Yes,Completada,2.1,13.29
DEL-07565,Partner-C,Ropa,Bicicleta,Estándar,Norte,Nublado,64.8,8.9,9.3,8.3,Yes,Completada,3.4,22.16
DEL-07566,Partner-E,Alimentos,Camión,Express,Sur,Soleado,4.5,1.7,1.0,1.1,No,Completada,4.8,5.0
DEL-07567,Partner-A,Ropa,Camión,Express,Norte,Soleado,7.7,17.1,1.3,1.2,Yes,Retrasada,1.8,32.16
DEL-07568,Partner-B,Electrónica,Bicicleta,Express,Sur,Nublado,10.1,2.9,1.1,1.2,No,Completada,4.4,7.94
DEL-07569,Partner-D,Ropa,Moto,Estándar,Norte,Soleado,52.5,8.7,6.3,7.1,No,Completada,4.6,22.74
DEL-07570,Partner-B,Alimentos,Bicicleta,Express,Centro,Soleado,71.6,3.5,7.3,6.4,Yes,Completada,1.9,20.8
DEL-07571,Partner-A,Documentos,Camión,Express,Norte,Soleado,16.0,7.1,2.0,1.6,Yes,Retrasada,2.7,23.88
DEL-07572,Partner-B,Alimentos,Bicicleta,Express,Sur,Nublado,28.1,9.0,3.2,2.8,Yes,Retrasada,2.2,18.19
DEL-07573,Partner-B,Electrónica,Camión,Express,Centro,Lluvioso,21.4,8.5,3.3,2.4,Yes,Retrasada,2.0,24.37
DEL-07574,Partner-A,Documentos,Moto,Express,Norte,Soleado,9.0,6.8,1.1,1.2,No,Completada,4.8,10.76
DEL-07575,Partner-C,Documentos,Bicicleta,Express,Sur,Soleado,58.2,3.5,5.6,5.0,Yes,Completada,1.7,20.22
DEL-07576,Partner-B,Electrónica,Camión,Estándar,Norte,Lluvioso,3.1,7.0,1.4,1.2,Yes,Retrasada,1.6,12.38
DEL-07577,Partner-E,Documentos,Bicicleta,Express,Occidente,Lluvioso,56.5,3.0,8.0,5.2,Yes,Retrasada,3.4,16.66
DEL-07578,Partner-A,Ropa,Moto,Express,Sur,Soleado,69.7,3.2,6.3,6.3,No,Completada,3.8,32.88
DEL-07579,Partner-B,Electrónica,Bicicleta,Estándar,Occidente,Soleado,48.5,15.3,6.5,6.5,No,Completada,4.8,21.7
DEL-07580,Partner-C,Alimentos,Bicicleta,Express,Occidente,Lluvioso,26.8,1.2,2.8,2.9,No,Completada,4.9,8.82
DEL-07581,Partner-E,Ropa,Urbano,Estándar,Sur,Soleado,50.9,6.1,7.9,6.7,Yes,Retrasada,3.2,24.34
DEL-07582,Partner-A,Electrónica,Moto,Express,Centro,Lluvioso,17.2,13.8,2.4,1.7,Yes,Completada,2.3,23.11
DEL-07583,Partner-B,Alimentos,Moto,Estándar,Occidente,Lluvioso,8.6,0.6,2.3,2.1,Yes,Retrasada,3.3,5.0
DEL-07584,Partner-C,Documentos,Urbano,Express,Norte,Nublado,60.4,0.4,5.8,5.2,Yes,Completada,1.5,23.11
DEL-07585,Partner-C,Alimentos,Camión,Express,Centro,Lluvioso,18.9,6.5,3.4,2.3,Yes,Completada,1.3,19.78
DEL-07586,Partner-B,Electrónica,Moto,Express,Centro,Soleado,24.6,13.8,2.3,2.5,No,Completada,3.9,23.63
DEL-07587,Partner-B,Ropa,Moto,Estándar,Sur,Soleado,41.7,11.5,7.2,6.1,Yes,Retrasada,2.0,24.56
DEL-07588,Partner-B,Ropa,Moto,Express,Sur,Soleado,20.6,12.0,2.4,2.1,Yes,Completada,1.9,23.36
DEL-07589,Partner-C,Ropa,Moto,Express,Sur,Soleado,30.7,10.9,3.4,3.1,Yes,Retrasada,1.3,26.2
DEL-07590,Partner-B,Documentos,Bicicleta,Express,Norte,Nublado,50.2,1.6,4.4,4.5,No,Completada,4.0,18.3
DEL-07591,Partner-E,Documentos,Camión,Express,Centro,Nublado,39.8,18.1,5.0,3.8,Yes,Completada,2.2,50.45
DEL-07592,Partner-E,Electrónica,Urbano,Estándar,Norte,Lluvioso,18.2,18.6,3.5,3.0,Yes,Retrasada,3.3,19.74
DEL-07593,Partner-D,Documentos,Moto,Estándar,Centro,Soleado,4.1,13.7,1.8,1.6,Yes,Retrasada,3.0,15.7
DEL-07594,Partner-E,Ropa,Bicicleta,Estándar,Occidente,Soleado,72.6,1.7,9.5,9.2,No,Completada,3.7,18.0
DEL-07595,Partner-E,Documentos,Camión,Estándar,Centro,Soleado,71.9,3.0,12.3,9.2,Yes,Retrasada,2.6,39.71
DEL-07596,Partner-D,Electrónica,Moto,Express,Centro,Lluvioso,45.1,7.5,5.2,4.3,Yes,Retrasada,2.2,24.2
DEL-07597,Partner-D,Ropa,Bicicleta,Express,Centro,Nublado,69.1,2.2,6.2,6.1,No,Completada,5.0,21.38
DEL-07598,Partner-D,Documentos,Bicicleta,Express,Norte,Soleado,59.6,12.3,5.7,5.1,Yes,Retrasada,1.9,27.54
DEL-07599,Partner-C,Ropa,Moto,Estándar,Occidente,Nublado,35.8,17.3,5.2,4.9,Yes,Retrasada,1.4,24.32
DEL-07600,Partner-C,Alimentos,Moto,Estándar,Centro,Nublado,41.6,18.7,6.2,5.6,Yes,Completada,3.0,30.56
DEL-07601,Partner-E,Alimentos,Moto,Express,Centro,Lluvioso,56.0,16.5,5.2,5.0,No,Completada,4.5,40.18
DEL-07602,Partner-E,Ropa,Urbano,Estándar,Centro,Soleado,45.7,10.9,6.2,6.0,No,Completada,4.8,26.79
DEL-07603,Partner-B,Documentos,Moto,Estándar,Occidente,Nublado,24.0,3.2,4.7,4.0,Yes,Retrasada,1.4,14.7
DEL-07604,Partner-D,Alimentos,Moto,Estándar,Centro,Nublado,71.9,12.0,11.2,9.5,Yes,Retrasada,2.8,34.41
DEL-07605,Partner-D,Alimentos,Urbano,Express,Norte,Nublado,39.4,14.8,3.8,3.6,Yes,Retrasada,1.6,34.03
DEL-07606,Partner-E,Alimentos,Moto,Express,Sur,Nublado,55.0,11.8,4.7,5.1,No,Completada,3.9,37.85
DEL-07607,Partner-A,Alimentos,Bicicleta,Estándar,Occidente,Lluvioso,20.3,8.8,4.4,3.4,Yes,Retrasada,2.4,8.2
DEL-07608,Partner-D,Electrónica,Urbano,Estándar,Norte,Nublado,24.3,16.9,3.7,3.9,No,Completada,4.7,20.66
DEL-07609,Partner-B,Alimentos,Urbano,Express,Occidente,Lluvioso,6.0,0.3,1.4,1.0,Yes,Retrasada,1.9,5.0
DEL-07610,Partner-C,Ropa,Urbano,Estándar,Norte,Lluvioso,38.4,5.3,7.9,5.4,Yes,Retrasada,3.2,19.83
DEL-07611,Partner-E,Alimentos,Bicicleta,Estándar,Norte,Lluvioso,25.1,5.0,4.4,3.5,Yes,Retrasada,3.0,10.88
DEL-07612,Partner-A,Documentos,Camión,Express,Norte,Lluvioso,38.9,12.7,4.7,3.8,Yes,Retrasada,3.5,45.78
DEL-07613,Partner-D,Electrónica,Camión,Express,Centro,Lluvioso,12.8,4.9,2.5,1.7,Yes,Retrasada,2.1,13.6
DEL-07614,Partner-D,Electrónica,Moto,Estándar,Sur,Soleado,5.7,0.5,1.6,1.4,Yes,Retrasada,2.7,5.0
DEL-07615,Partner-E,Documentos,Moto,Express,Norte,Soleado,1.6,15.8,0.8,0.7,Yes,Completada,2.7,20.39
DEL-07616,Partner-D,Electrónica,Camión,Express,Centro,Soleado,43.3,10.2,4.0,4.1,No,Completada,3.7,39.59
DEL-07617,Partner-D,Ropa,Moto,Express,Sur,Nublado,27.8,9.6,2.7,2.5,Yes,Completada,1.9,21.4
DEL-07618,Partner-D,Electrónica,Bicicleta,Express,Sur,Soleado,28.2,8.6,3.1,2.6,Yes,Retrasada,2.7,12.42
DEL-07619,Partner-D,Ropa,Urbano,Estándar,Norte,Lluvioso,66.6,7.6,14.7,8.6,Yes,Completada,2.3,28.65
DEL-07620,Partner-C,Documentos,Bicicleta,Estándar,Centro,Nublado,27.3,3.0,5.1,4.2,Yes,Completada,3.1,8.42
DEL-07621,Partner-C,Ropa,Urbano,Express,Occidente,Soleado,11.9,16.1,1.7,1.4,Yes,Completada,1.9,21.5
DEL-07622,Partner-C,Documentos,Moto,Express,Sur,Soleado,65.9,15.6,6.8,6.0,Yes,Completada,3.4,43.44
DEL-07623,Partner-E,Alimentos,Moto,Express,Occidente,Soleado,22.7,6.1,2.8,2.5,Yes,Completada,1.2,19.32
DEL-07624,Partner-A,Documentos,Bicicleta,Estándar,Centro,Nublado,48.2,3.7,6.3,6.7,No,Completada,4.4,15.53
DEL-07625,Partner-B,Electrónica,Bicicleta,Express,Norte,Soleado,16.5,9.6,1.8,1.9,No,Completada,4.3,11.19
DEL-07626,Partner-C,Electrónica,Camión,Estándar,Occidente,Lluvioso,58.9,5.5,11.9,8.0,Yes,Retrasada,1.4,31.44
DEL-07627,Partner-E,Documentos,Moto,Estándar,Occidente,Soleado,54.9,10.4,6.6,7.2,No,Completada,3.6,23.11
DEL-07628,Partner-C,Alimentos,Camión,Express,Centro,Nublado,2.8,8.2,1.0,0.9,Yes,Completada,2.4,14.47
DEL-07629,Partner-A,Alimentos,Moto,Express,Sur,Lluvioso,31.4,15.0,3.9,3.3,Yes,Retrasada,1.1,32.24
