transaction_id,user_id,amount,timestamp,card_last4,ip_address,country,device_type,is_fraud,fraud_type,velocity_score,account_age_days
T00708,5909,85.33,2024-01-15 16:23:02,8643,66.1.114.178,MX,desktop,0,none,15,3618
T00709,4492,368.62,2024-01-15 08:21:36,2208,112.94.3.93,CO,mobile,0,none,11,3336
T00710,6863,7.55,2024-01-15 14:20:25,4587,8.101.101.73,NG,mobile,1,card_testing,84,6
T00711,5292,173.21,2024-01-15 11:41:03,1343,15.90.134.234,US,mobile,0,none,18,1037
T00712,3248,394.77,2024-01-15 21:33:24,3807,126.122.189.208,US,desktop,0,none,4,1416
T00713,9633,498.86,2024-01-16 03:23:23,7196,46.66.97.50,MX,mobile,0,none,14,3627
T00714,7131,217.62,2024-01-15 13:24:32,6368,160.96.150.203,MX,tablet,0,none,21,1031
T00715,5049,1752.06,2024-01-16 06:23:14,2062,187.41.240.203,BR,mobile,1,velocity_fraud,97,16
T00716,3743,376.9,2024-01-15 21:36:45,9609,137.237.91.83,ES,desktop,0,none,21,3106
T00717,8918,249.92,2024-01-15 15:23:27,8406,159.18.106.57,CO,tablet,0,none,9,2410
T00718,4840,156.47,2024-01-15 11:03:33,5834,75.43.68.193,US,desktop,0,none,13,2370
T00719,8282,118.94,2024-01-15 23:44:49,7700,96.218.230.120,ES,tablet,0,none,2,1935
T00720,7021,161.93,2024-01-15 11:00:02,5825,69.135.38.92,US,desktop,0,none,13,131
T00721,9220,323.61,2024-01-15 15:17:34,6468,28.184.19.140,MX,mobile,0,none,9,962
T00722,4221,128.76,2024-01-15 18:54:12,5617,190.70.133.3,AR,mobile,0,none,24,3370
T00723,6679,204.89,2024-01-15 22:28:21,4728,13.241.76.222,ES,tablet,0,none,13,3396
T00724,4717,108.89,2024-01-15 11:07:35,6129,129.236.174.203,ES,tablet,0,none,8,2142
T00725,4077,471.26,2024-01-16 05:01:35,3102,152.15.191.36,CO,desktop,0,none,14,888
T00726,6006,9.79,2024-01-15 22:41:10,9808,67.214.217.176,AR,desktop,0,none,22,3447
T00727,5909,16.5,2024-01-15 22:13:21,2043,155.200.195.53,US,desktop,0,none,2,599
T00728,9757,240.01,2024-01-16 04:07:50,3910,87.47.87.27,CO,tablet,0,none,11,2362
T00729,1525,303.67,2024-01-15 18:35:55,9591,108.145.105.60,US,mobile,0,none,1,794
T00730,2146,187.48,2024-01-16 03:31:53,7855,110.80.56.34,AR,desktop,0,none,1,733
T00731,8835,197.55,2024-01-16 04:56:18,6084,120.243.81.155,US,desktop,0,none,7,562
T00732,4325,343.99,2024-01-15 16:59:13,9615,124.32.204.155,MX,mobile,0,none,9,856
T00733,6388,440.22,2024-01-15 18:49:47,7407,33.147.233.89,ES,mobile,0,none,15,1925
T00734,3869,93.89,2024-01-15 09:35:23,4927,108.93.48.101,CO,desktop,0,none,20,3033
T00735,3587,315.9,2024-01-16 04:07:39,2986,65.252.210.196,MX,tablet,0,none,10,2760
T00736,7041,25.47,2024-01-15 09:37:30,8572,43.129.106.130,BR,desktop,1,card_testing,94,10
T00737,1437,196.77,2024-01-15 12:58:08,6359,10.5.128.30,RU,desktop,1,friendly_fraud,93,12
T00738,8606,38.78,2024-01-15 18:09:47,3643,122.71.241.211,US,tablet,0,none,18,2721
T00739,3794,305.46,2024-01-15 08:24:29,5476,110.86.39.172,MX,tablet,0,none,6,1234
T00740,3514,93.08,2024-01-15 19:13:32,8274,123.24.52.100,ES,mobile,0,none,23,171
T00741,1858,29.09,2024-01-15 08:35:02,7908,105.122.102.24,US,mobile,0,none,13,3172
T00742,1457,171.87,2024-01-15 23:08:04,9396,34.85.85.12,MX,mobile,0,none,7,2815
T00743,2764,164.73,2024-01-15 16:27:42,4502,148.202.219.31,ES,mobile,0,none,21,806
T00744,2734,90.94,2024-01-15 10:24:12,5562,109.108.234.57,AR,mobile,0,none,13,2708
T00745,7045,2173.26,2024-01-15 11:26:58,6314,183.87.128.246,BR,mobile,1,account_takeover,94,19
T00746,7366,486.32,2024-01-15 20:12:02,1289,172.162.246.18,AR,mobile,0,none,23,574
T00747,8354,322.09,2024-01-15 12:31:00,6060,13.119.10.158,ES,tablet,0,none,8,2092
T00748,4873,379.84,2024-01-15 13:31:19,7156,105.255.151.52,MX,mobile,0,none,20,355
T00749,4348,122.84,2024-01-16 07:25:58,1648,94.68.142.82,CO,tablet,0,none,24,2479
T00750,9533,210.37,2024-01-16 03:38:08,1885,94.175.124.53,MX,mobile,0,none,10,3104
T00751,5068,349.66,2024-01-15 08:13:12,2058,92.93.226.162,CO,tablet,0,none,8,2520
T00752,9055,450.11,2024-01-16 02:28:29,2280,24.88.104.61,RU,mobile,1,account_takeover,74,30
T00753,7983,159.17,2024-01-16 04:59:12,8344,55.127.155.74,US,desktop,0,none,24,839
T00754,4299,391.74,2024-01-16 02:23:49,8101,52.241.225.109,CO,desktop,0,none,3,1502
T00755,3553,397.81,2024-01-15 14:23:49,5215,31.153.78.142,CO,desktop,0,none,1,3150
T00756,7233,229.53,2024-01-16 01:05:06,4206,28.170.69.184,ES,desktop,0,none,13,2332
T00757,3535,7.07,2024-01-15 21:35:08,7292,113.212.202.249,AR,desktop,0,none,17,3021
T00758,9020,493.82,2024-01-15 23:53:06,5182,108.83.99.196,MX,mobile,0,none,3,1704
T00759,6711,246.87,2024-01-16 01:23:36,1565,108.217.126.63,MX,tablet,0,none,23,1538
T00760,6921,339.83,2024-01-15 17:00:29,3644,164.233.75.66,US,desktop,0,none,23,2756
T00761,1202,32.4,2024-01-15 23:23:56,3716,151.41.96.225,BR,tablet,1,card_testing,99,12
T00762,7993,154.6,2024-01-16 07:09:45,6642,88.210.45.28,CO,tablet,0,none,18,2727
T00763,3338,108.72,2024-01-15 10:32:34,7845,53.251.0.25,AR,mobile,0,none,24,1660
T00764,9600,147.73,2024-01-15 14:37:33,9234,57.68.101.125,US,desktop,0,none,14,728
T00765,2806,408.11,2024-01-15 22:53:01,8220,56.98.132.252,MX,tablet,0,none,6,853
T00766,2789,87.23,2024-01-16 05:19:21,4846,80.32.175.8,CO,mobile,0,none,10,381
T00767,8829,381.46,2024-01-16 03:01:03,1118,180.21.49.55,AR,mobile,0,none,1,280
T00768,7154,493.51,2024-01-15 20:29:27,6164,96.219.172.95,CO,desktop,0,none,25,1118
T00769,4925,334.21,2024-01-15 22:37:45,3275,94.51.1.117,MX,desktop,0,none,13,2531
T00770,1420,435.16,2024-01-15 14:50:33,1051,125.243.211.170,US,desktop,0,none,9,2894
T00771,6278,1753.2,2024-01-16 06:18:13,2333,114.119.248.103,NG,tablet,1,velocity_fraud,95,23
T00772,6707,466.08,2024-01-15 13:12:44,9520,108.150.99.183,MX,tablet,0,none,16,2726
T00773,9267,400.44,2024-01-16 03:41:06,4946,115.59.246.170,BR,mobile,1,friendly_fraud,79,26
T00774,4987,377.86,2024-01-15 19:53:15,7283,121.14.82.238,MX,mobile,0,none,22,2896
T00775,5593,132.53,2024-01-15 20:07:00,4666,44.251.46.204,MX,tablet,0,none,16,2776
T00776,2059,191.62,2024-01-15 17:25:59,2895,174.223.119.58,CO,tablet,0,none,23,3073
T00777,5767,17.34,2024-01-15 19:24:34,7229,30.188.65.219,RU,tablet,1,card_testing,88,29
T00778,1027,297.08,2024-01-16 05:54:15,4639,91.186.64.134,CO,desktop,0,none,7,3499
T00779,2746,271.46,2024-01-16 05:53:55,5643,66.255.233.38,US,desktop,0,none,15,1324
T00780,3389,425.32,2024-01-16 04:53:51,8836,89.63.140.218,ES,desktop,0,none,23,170
T00781,4534,353.55,2024-01-15 14:31:04,8987,63.115.26.237,AR,mobile,0,none,13,270
T00782,7419,408.43,2024-01-15 20:40:53,7412,96.216.242.254,ES,desktop,0,none,6,118
T00783,7407,600.61,2024-01-15 19:04:15,8496,34.165.27.218,BR,mobile,1,velocity_fraud,99,6
T00784,3681,223.73,2024-01-16 04:57:35,2670,65.100.4.93,US,mobile,0,none,16,1222
T00785,3418,491.44,2024-01-15 09:54:37,2922,34.182.242.46,US,mobile,0,none,22,3477
T00786,9444,298.73,2024-01-16 01:47:25,5959,18.60.123.102,CO,mobile,0,none,5,2598
T00787,3826,190.81,2024-01-16 07:46:55,8292,176.195.140.162,MX,desktop,0,none,23,3287
T00788,7018,4.59,2024-01-15 11:26:33,3967,151.245.140.178,RU,mobile,1,card_testing,85,20
T00789,7290,324.08,2024-01-16 03:34:12,4029,35.166.32.183,ES,mobile,0,none,14,1252
T00790,7640,14.77,2024-01-15 15:33:12,2922,135.32.63.193,ES,tablet,0,none,18,3378
T00791,3960,349.13,2024-01-15 15:30:30,3641,41.20.65.148,CO,desktop,0,none,1,2302
T00792,2438,426.47,2024-01-16 07:57:46,1001,86.186.87.109,MX,tablet,0,none,2,376
T00793,5068,473.38,2024-01-16 01:51:23,6127,146.227.71.148,AR,tablet,0,none,17,3236
T00794,9563,498.41,2024-01-15 09:20:14,4081,186.50.22.61,ES,mobile,0,none,20,2234
T00795,3321,417.15,2024-01-16 06:39:27,7914,161.183.142.33,ES,mobile,0,none,5,2496
T00796,2218,134.03,2024-01-15 13:12:55,9780,31.130.217.241,CO,desktop,0,none,21,698
T00797,4338,1990.95,2024-01-15 13:35:18,6183,96.83.214.211,RU,tablet,1,velocity_fraud,92,20
T00798,8104,482.19,2024-01-15 19:59:29,2457,146.56.208.17,AR,mobile,0,none,8,347
T00799,6944,390.15,2024-01-15 16:05:27,7203,12.50.193.251,US,desktop,0,none,5,3588
T00800,2720,66.13,2024-01-16 04:49:53,5620,135.48.178.180,AR,tablet,0,none,17,3013
T00801,5440,448.8,2024-01-15 12:38:41,5244,98.206.244.152,CO,mobile,0,none,6,1332
T00802,1155,358.05,2024-01-16 07:16:20,7064,155.136.27.236,US,desktop,0,none,22,547
T00803,5081,212.03,2024-01-15 23:34:28,9529,129.146.141.244,CO,desktop,0,none,15,779
T00804,4748,429.67,2024-01-15 16:44:22,2534,172.40.39.187,AR,mobile,0,none,10,1695
T00805,3705,46.87,2024-01-16 02:45:03,9722,118.69.245.128,CO,mobile,0,none,10,2299
T00806,3042,310.06,2024-01-16 03:13:40,1693,146.176.125.190,CO,tablet,0,none,24,59
T00807,8350,338.89,2024-01-15 20:51:46,1834,29.187.68.132,US,mobile,0,none,25,2174
T00808,7925,89.39,2024-01-15 18:41:15,5337,40.148.153.124,US,tablet,0,none,4,1414
T00809,4490,116.56,2024-01-15 08:12:52,8542,159.249.29.92,CN,desktop,1,friendly_fraud,79,29
T00810,6382,58.05,2024-01-16 01:54:53,4236,100.4.51.111,US,desktop,0,none,12,2989
T00811,2388,449.76,2024-01-15 22:23:40,7132,49.128.115.121,CO,mobile,0,none,14,537
T00812,5903,446.64,2024-01-15 20:52:45,8110,122.224.82.36,AR,mobile,0,none,18,3354
T00813,1095,435.9,2024-01-15 20:03:32,1517,20.68.202.108,US,desktop,0,none,7,483
T00814,3626,474.45,2024-01-15 22:33:32,9222,135.253.65.84,MX,desktop,0,none,22,1118
T00815,7370,39.74,2024-01-15 20:27:25,8039,4.121.26.174,NG,tablet,1,card_testing,74,4
T00816,1131,148.29,2024-01-15 18:14:09,2884,168.78.95.64,CO,mobile,0,none,16,368
T00817,5317,127.44,2024-01-16 05:31:29,3436,36.92.96.219,CO,tablet,0,none,14,842
T00818,4758,28.8,2024-01-15 09:51:18,7231,5.102.46.222,RU,desktop,1,friendly_fraud,76,29
T00819,7673,351.58,2024-01-15 09:52:50,5985,132.31.218.165,AR,desktop,0,none,8,938
T00820,2803,143.88,2024-01-15 08:01:10,1854,91.24.93.11,CO,mobile,0,none,12,2944
T00821,6269,238.67,2024-01-15 19:04:52,2827,74.251.186.86,CO,mobile,0,none,20,442
T00822,2587,343.07,2024-01-16 07:40:29,5521,102.185.190.61,US,desktop,0,none,25,3560
T00823,4441,48.18,2024-01-16 00:13:47,2616,20.97.98.181,ES,mobile,0,none,4,564
T00824,2226,311.41,2024-01-15 14:58:47,7851,146.78.22.33,CO,mobile,0,none,10,3001
T00825,5137,380.88,2024-01-16 01:34:44,7864,171.60.223.18,AR,desktop,0,none,18,1452
T00826,9581,254.42,2024-01-16 04:36:49,1996,188.66.148.12,ES,desktop,0,none,1,713
T00827,4116,201.76,2024-01-15 22:12:30,7567,52.224.196.144,ES,mobile,0,none,22,2210
T00828,5448,6.78,2024-01-15 16:01:19,5855,12.233.132.78,ES,tablet,0,none,19,922
T00829,5399,89.7,2024-01-15 12:50:28,5430,20.75.142.238,US,desktop,0,none,2,2215
T00830,1844,128.26,2024-01-15 11:01:51,9999,176.177.188.84,MX,mobile,0,none,7,2219
T00831,5326,207.13,2024-01-15 18:10:59,3895,170.5.182.57,AR,mobile,0,none,20,1237
T00832,5194,271.01,2024-01-16 06:48:01,4377,186.195.131.223,ES,mobile,0,none,25,3226
T00833,8244,138.05,2024-01-15 13:24:02,8848,124.118.222.95,CO,mobile,0,none,19,2609
T00834,2535,232.4,2024-01-15 13:55:54,3911,56.144.10.80,ES,desktop,0,none,6,803
T00835,7458,97.98,2024-01-16 03:10:45,3249,126.206.51.186,CO,mobile,0,none,5,325
T00836,1193,192.05,2024-01-15 11:02:37,5385,21.67.127.198,MX,tablet,0,none,1,480
T00837,3336,301.82,2024-01-16 01:29:30,8279,96.43.103.36,MX,tablet,0,none,1,3272
T00838,3672,242.06,2024-01-15 09:37:16,2684,78.63.10.212,ES,tablet,0,none,8,258
T00839,9923,258.21,2024-01-15 13:21:56,6788,16.116.218.99,MX,mobile,0,none,14,610
T00840,5699,440.1,2024-01-15 18:15:37,6854,53.56.114.27,MX,desktop,0,none,13,2842
T00841,2249,63.58,2024-01-15 14:36:11,7967,55.219.171.154,ES,mobile,0,none,3,207
T00842,3461,345.14,2024-01-15 21:26:20,5348,36.138.255.170,AR,desktop,0,none,20,3378
T00843,2251,431.55,2024-01-16 01:25:09,2102,47.199.228.185,US,desktop,0,none,5,3215
T00844,2854,479.99,2024-01-15 19:37:33,9097,42.93.197.91,MX,desktop,0,none,9,622
T00845,7944,486.56,2024-01-16 04:00:02,9144,177.125.196.108,AR,mobile,0,none,20,3280
T00846,9826,268.57,2024-01-15 21:10:09,1046,117.112.44.61,MX,tablet,0,none,8,1605
T00847,4330,13.49,2024-01-15 13:04:24,5828,25.178.184.218,US,mobile,0,none,18,1971
T00848,8543,128.82,2024-01-15 08:57:33,7958,36.60.73.97,CN,tablet,1,friendly_fraud,96,7
T00849,7089,33.31,2024-01-15 16:55:18,2262,38.187.72.21,RU,mobile,1,card_testing,72,15
T00850,1204,407.79,2024-01-15 20:16:55,8274,45.153.240.106,US,desktop,0,none,5,3165
T00851,1216,82.16,2024-01-15 23:25:24,8443,138.82.5.102,ES,mobile,0,none,21,161
T00852,5227,253.43,2024-01-15 12:33:21,4471,79.47.193.251,CO,mobile,0,none,23,961
T00853,7560,113.36,2024-01-16 07:45:50,7637,29.239.244.81,ES,tablet,0,none,6,3398
T00854,7233,402.65,2024-01-16 05:57:41,6496,37.53.39.93,US,desktop,0,none,21,1767
T00855,1459,85.57,2024-01-15 15:20:40,1530,12.158.96.142,US,tablet,0,none,4,297
T00856,4937,488.45,2024-01-15 19:14:09,1138,21.24.161.24,ES,desktop,0,none,19,213
T00857,6843,479.58,2024-01-15 22:49:43,9250,101.66.49.85,AR,desktop,0,none,17,828
T00858,2654,388.65,2024-01-15 13:31:02,8587,160.19.148.42,CO,desktop,0,none,1,2435
T00859,2290,51.18,2024-01-16 02:15:48,9459,177.72.82.247,US,tablet,0,none,23,978
T00860,9573,174.0,2024-01-15 22:06:47,4917,169.220.20.229,AR,desktop,0,none,5,1418
T00861,4421,305.4,2024-01-15 11:10:25,9174,13.73.158.141,CO,mobile,0,none,5,2352
T00862,2541,89.01,2024-01-15 10:35:23,3935,157.186.180.23,MX,desktop,0,none,10,691
T00863,8548,239.26,2024-01-15 21:14:01,5696,45.63.249.11,CO,tablet,0,none,9,3155
T00864,7568,311.74,2024-01-15 23:02:38,9289,141.160.191.22,CO,desktop,0,none,22,558
T00865,8374,438.39,2024-01-15 11:50:01,5762,24.125.4.40,ES,tablet,0,none,22,204
T00866,7157,202.64,2024-01-16 01:03:25,9767,181.47.178.120,CO,desktop,0,none,3,943
T00867,8616,3712.53,2024-01-15 19:33:07,6610,52.205.168.17,BR,desktop,1,account_takeover,99,30
T00868,8967,371.94,2024-01-16 07:18:34,4497,149.79.240.38,CO,mobile,0,none,4,1170
T00869,6245,493.97,2024-01-15 15:42:00,1375,120.242.109.14,MX,desktop,0,none,25,1587
T00870,7929,319.67,2024-01-16 00:26:08,7876,113.41.152.224,MX,desktop,0,none,3,610
T00871,9597,447.07,2024-01-15 15:13:51,6722,119.175.152.43,MX,mobile,0,none,6,3431
T00872,7866,270.08,2024-01-16 05:44:26,4253,187.199.5.144,CO,desktop,0,none,6,2883
T00873,2274,291.35,2024-01-15 19:31:12,2861,48.234.75.128,AR,mobile,0,none,5,1356
T00874,7658,362.53,2024-01-15 14:49:56,7884,125.49.18.56,US,tablet,0,none,15,3439
T00875,9947,302.47,2024-01-15 21:14:43,1265,183.7.189.209,US,mobile,0,none,7,1455
T00876,5947,253.53,2024-01-15 20:49:25,9887,126.211.210.91,CO,tablet,0,none,4,2894
T00877,7977,383.72,2024-01-15 23:52:11,7251,105.90.83.139,CO,desktop,0,none,4,750
T00878,5669,345.83,2024-01-15 11:46:46,2468,168.50.44.207,AR,tablet,0,none,14,2627
T00879,1269,208.58,2024-01-15 18:33:18,7891,35.227.16.171,ES,tablet,0,none,16,3101
T00880,4471,230.04,2024-01-16 07:28:43,7484,41.179.237.106,US,desktop,0,none,13,498
T00881,1124,392.19,2024-01-15 16:47:41,1068,77.157.212.173,AR,tablet,0,none,17,1191
T00882,7792,8.09,2024-01-15 22:14:56,4156,44.220.123.143,NG,desktop,1,card_testing,81,26
T00883,7444,401.66,2024-01-15 19:34:57,9475,109.88.206.232,US,tablet,0,none,19,1787
T00884,3595,54.29,2024-01-16 04:07:50,3605,157.200.133.215,MX,tablet,0,none,5,2095
T00885,6282,51.17,2024-01-15 12:45:11,8433,17.40.195.7,ES,mobile,0,none,14,77
T00886,6867,328.0,2024-01-15 09:53:02,5505,72.193.133.169,US,tablet,0,none,8,1246
T00887,2359,315.58,2024-01-15 18:17:02,5292,127.62.54.37,MX,mobile,0,none,21,2403
T00888,3959,423.87,2024-01-15 10:40:43,8971,26.251.11.106,RU,desktop,1,friendly_fraud,99,26
T00889,2250,212.85,2024-01-15 14:30:19,1515,56.152.5.232,CO,mobile,0,none,11,2625
T00890,2920,496.9,2024-01-15 12:25:37,4159,11.81.130.238,ES,tablet,0,none,16,2544
T00891,1484,261.41,2024-01-15 13:02:41,4600,39.111.15.84,US,desktop,0,none,25,654
T00892,2367,470.22,2024-01-16 02:03:05,8144,33.178.150.120,CO,mobile,0,none,9,1150
T00893,9399,461.56,2024-01-16 05:23:35,6105,81.201.52.150,US,tablet,0,none,9,738
T00894,3714,477.11,2024-01-15 11:54:57,7275,162.139.163.160,CO,desktop,0,none,16,1805
T00895,8033,179.69,2024-01-15 22:55:14,5808,52.17.129.151,MX,desktop,0,none,21,3386
T00896,9691,19.82,2024-01-15 15:50:04,7089,57.183.125.19,AR,desktop,0,none,6,3343
T00897,7094,288.49,2024-01-15 19:42:27,4811,85.109.238.146,CN,tablet,1,velocity_fraud,80,22
T00898,2085,302.89,2024-01-15 23:50:43,6206,81.38.215.175,MX,tablet,0,none,17,920
T00899,6244,29.58,2024-01-15 14:13:51,6355,117.61.63.116,MX,desktop,0,none,16,2072
T00900,7272,15.53,2024-01-15 22:39:57,1606,128.145.67.216,ES,mobile,0,none,1,2666
T00901,9740,24.36,2024-01-15 19:32:54,6665,34.212.154.71,MX,desktop,0,none,21,96
T00902,7559,1012.95,2024-01-15 21:36:48,2683,117.252.62.216,NG,tablet,1,velocity_fraud,71,12
T00903,1479,413.6,2024-01-15 14:57:35,7043,121.115.87.23,AR,tablet,0,none,5,460
T00904,9807,467.38,2024-01-15 19:59:25,7218,22.155.38.68,MX,mobile,0,none,2,1093
T00905,5422,462.8,2024-01-16 00:16:00,3004,91.75.211.164,MX,mobile,0,none,19,1917
T00906,9548,291.05,2024-01-15 18:47:08,2356,133.115.47.68,AR,desktop,0,none,22,2037
T00907,6783,437.07,2024-01-15 15:44:09,1215,29.38.253.16,US,tablet,0,none,22,2680
T00908,4541,195.6,2024-01-16 00:31:49,3523,161.160.159.182,AR,mobile,0,none,16,458
T00909,9265,1250.17,2024-01-15 10:29:56,5552,132.103.204.49,BR,tablet,1,account_takeover,81,12
T00910,7931,157.04,2024-01-15 08:36:14,8550,128.54.56.62,MX,mobile,0,none,19,2685
T00911,4064,240.74,2024-01-15 15:43:15,3467,40.43.181.111,AR,desktop,0,none,17,1884
T00912,7503,256.42,2024-01-15 23:23:09,4177,35.25.195.188,AR,desktop,0,none,2,1837
T00913,5816,92.44,2024-01-15 09:48:56,5078,142.221.55.175,ES,desktop,0,none,9,2199
T00914,2819,31.3,2024-01-16 06:34:53,7628,26.51.141.58,AR,mobile,0,none,2,2386
T00915,7421,113.84,2024-01-15 18:29:07,5718,53.104.177.164,CO,mobile,0,none,23,1128
T00916,1050,372.15,2024-01-15 20:05:36,8458,81.35.85.48,RU,mobile,1,friendly_fraud,97,29
T00917,3323,334.69,2024-01-15 08:21:15,6769,77.39.87.174,MX,mobile,0,none,14,1398
T00918,8763,246.71,2024-01-16 02:19:08,3741,14.148.116.135,MX,mobile,0,none,8,1965
T00919,3401,54.5,2024-01-15 21:15:48,8516,99.131.249.65,CO,desktop,0,none,24,1404
T00920,1222,154.06,2024-01-15 22:56:21,4608,38.138.10.38,ES,desktop,0,none,11,2151
T00921,3320,20.3,2024-01-15 21:45:16,2768,62.45.99.236,CO,desktop,0,none,19,3065
T00922,5487,341.01,2024-01-16 05:27:00,7836,77.178.169.101,ES,mobile,0,none,15,3618
T00923,5526,25.34,2024-01-15 20:38:01,5725,41.221.232.146,AR,tablet,0,none,17,2904
T00924,2805,251.97,2024-01-16 01:43:29,5722,48.148.83.78,CO,tablet,0,none,22,632
T00925,2058,12.72,2024-01-15 08:11:07,8050,41.27.250.79,AR,tablet,0,none,2,920
T00926,6771,5.32,2024-01-15 17:51:17,3337,138.79.44.183,AR,desktop,0,none,9,594
T00927,4223,459.54,2024-01-15 22:31:52,2607,100.127.197.109,MX,desktop,0,none,10,926
T00928,5280,300.53,2024-01-15 12:56:25,7820,92.71.102.65,CO,tablet,0,none,6,2339
T00929,4268,47.37,2024-01-15 13:02:47,9627,56.192.223.25,CO,tablet,0,none,19,2603
T00930,8240,254.39,2024-01-15 22:56:13,8557,100.218.238.108,AR,desktop,0,none,22,2948
T00931,1453,18.08,2024-01-16 02:38:55,7113,167.154.124.149,MX,mobile,0,none,25,1754
T00932,3085,450.46,2024-01-16 02:51:36,8540,113.3.236.207,CO,mobile,0,none,10,249
T00933,1890,1668.29,2024-01-15 20:03:45,1997,25.148.246.177,NG,tablet,1,velocity_fraud,90,3
T00934,2989,338.83,2024-01-15 16:08:20,3535,62.73.253.35,MX,tablet,0,none,24,2966
T00935,5929,360.98,2024-01-15 08:00:04,3507,186.102.58.18,CO,tablet,0,none,1,3329
T00936,2983,127.37,2024-01-15 12:26:06,5913,123.200.28.238,MX,tablet,0,none,4,1970
T00937,7628,96.1,2024-01-15 13:19:28,1354,166.224.63.111,ES,desktop,0,none,8,3477
T00938,4027,1019.72,2024-01-15 11:38:29,9076,123.148.148.171,RU,desktop,1,account_takeover,93,22
T00939,7018,198.64,2024-01-15 18:19:08,8488,116.217.75.8,MX,desktop,0,none,23,3306
T00940,2968,10.45,2024-01-16 00:41:16,5536,20.181.71.120,ES,desktop,0,none,10,169
T00941,1149,182.09,2024-01-16 07:52:52,3480,144.199.32.45,AR,tablet,0,none,17,893
T00942,6764,283.76,2024-01-16 07:29:19,8925,178.155.201.18,US,desktop,0,none,15,2959
T00943,7168,304.89,2024-01-15 19:47:57,6703,144.132.66.179,ES,tablet,0,none,6,2389
T00944,7615,42.68,2024-01-15 16:25:47,4876,28.255.243.83,CN,tablet,1,card_testing,75,7
T00945,2727,91.13,2024-01-15 10:39:12,8234,25.128.58.10,CO,mobile,0,none,13,3125
T00946,7132,421.14,2024-01-16 07:12:24,4272,125.193.68.254,MX,tablet,0,none,6,1345
T00947,4206,221.57,2024-01-16 05:11:38,1397,51.222.98.23,US,tablet,0,none,10,953
T00948,2576,405.95,2024-01-16 07:22:58,9653,149.36.174.48,CO,tablet,0,none,1,1502
T00949,9129,107.7,2024-01-15 23:33:54,7162,168.70.34.113,AR,desktop,0,none,16,2081
T00950,2161,67.96,2024-01-16 03:40:49,6421,137.118.26.154,MX,mobile,0,none,17,1251
T00951,1369,470.61,2024-01-16 04:56:53,4955,50.147.38.137,AR,mobile,0,none,9,1629
T00952,9482,252.52,2024-01-15 17:34:38,1491,188.56.241.240,MX,tablet,0,none,13,2563
T00953,1528,134.14,2024-01-16 01:58:11,2194,62.168.31.61,MX,mobile,0,none,11,3162
T00954,1579,40.03,2024-01-15 09:31:11,2704,151.245.66.70,ES,mobile,0,none,14,2480
T00955,1583,116.5,2024-01-15 15:08:32,9752,68.10.28.7,CO,desktop,0,none,12,1797
T00956,7215,370.27,2024-01-15 23:32:25,3257,106.64.220.180,MX,desktop,0,none,18,2004
T00957,2893,449.09,2024-01-15 11:20:57,1164,121.29.121.60,US,desktop,0,none,12,1470
T00958,4721,377.52,2024-01-15 12:36:48,8185,73.29.39.15,MX,mobile,0,none,18,2356
T00959,3958,160.49,2024-01-15 12:27:20,2258,43.203.245.169,US,desktop,0,none,20,2713
T00960,2251,274.1,2024-01-16 04:04:33,5795,123.154.187.200,AR,mobile,0,none,16,2918
T00961,5001,137.43,2024-01-16 06:38:29,8966,23.177.210.181,ES,mobile,0,none,23,2247
T00962,5583,4238.84,2024-01-15 13:10:07,1587,142.107.62.96,NG,tablet,1,account_takeover,86,7
T00963,4851,326.7,2024-01-15 21:59:14,5921,18.138.142.151,MX,desktop,0,none,15,497
T00964,2384,252.73,2024-01-15 14:42:53,8062,12.114.105.98,BR,desktop,1,friendly_fraud,97,12
T00965,9724,111.05,2024-01-16 05:30:58,4547,194.172.134.208,CN,tablet,1,velocity_fraud,94,11
T00966,1448,415.47,2024-01-15 18:27:52,9761,24.55.198.244,CO,tablet,0,none,14,3576
T00967,8594,361.01,2024-01-15 08:33:10,5598,107.239.121.34,AR,mobile,0,none,25,2155
T00968,5495,3902.43,2024-01-15 17:07:15,1202,158.140.185.69,BR,mobile,1,account_takeover,79,10
T00969,3036,332.08,2024-01-16 00:58:57,1606,128.8.225.3,US,desktop,0,none,9,3501
T00970,6877,422.94,2024-01-15 10:19:54,8216,30.141.160.245,MX,tablet,0,none,7,1703
T00971,3945,394.43,2024-01-16 06:29:55,1812,68.89.75.224,CO,mobile,0,none,9,3589
T00972,4812,9.62,2024-01-15 17:25:54,5217,82.21.116.16,BR,tablet,1,card_testing,86,27
T00973,1264,429.46,2024-01-16 02:27:25,8271,70.179.55.20,MX,tablet,0,none,12,2243
T00974,2854,122.3,2024-01-15 18:18:24,3344,116.36.218.225,AR,tablet,0,none,11,2366
T00975,1404,395.14,2024-01-15 09:37:27,5765,85.15.82.95,AR,desktop,0,none,11,1701
T00976,3458,17.64,2024-01-16 05:12:53,1534,140.176.110.97,AR,tablet,0,none,20,896
T00977,3458,498.92,2024-01-16 03:12:54,1842,138.214.62.217,US,tablet,0,none,3,346
T00978,8738,262.57,2024-01-15 21:10:43,4782,85.124.168.63,US,tablet,0,none,11,1132
T00979,8468,486.34,2024-01-16 04:24:20,9284,114.185.40.91,CO,tablet,0,none,23,1017
T00980,2252,328.4,2024-01-15 22:50:27,3263,68.64.125.199,CO,desktop,0,none,20,973
