week,channel,spend_usd,impressions,clicks,leads,attributed_revenue_usd,cpl_usd,roas,region,audience_segment
2022-10-10,Paid Search,4056.8,1622,66,2,497.25,2028.4,0.12,Norte,Adultos 26-40
2022-10-10,Paid Search,4798.6,1919,77,3,617.52,1599.53,0.13,Centro,Adultos 26-40
2022-10-10,Social,2547.21,2122,59,1,122.72,2547.21,0.05,Sur,Profesionales 41-55
2022-10-10,Social,3055.33,2546,71,1,173.59,3055.33,0.06,Sur,Profesionales 41-55
2022-10-10,Email,1694.12,5647,942,57,11931.24,29.72,7.04,Centro,Profesionales 41-55
2022-10-10,Display,4008.78,4454,35,1,123.02,4008.78,0.03,Occidente,Jovenes 18-25
2022-10-17,SEO,2401.27,3001,112,6,1116.16,400.21,0.46,Norte,Mayores 55+
2022-10-17,Paid Search,3904.57,1561,69,3,680.72,1301.52,0.17,Sur,Jovenes 18-25
2022-10-17,Paid Search,4305.24,1722,62,2,461.07,2152.62,0.11,Occidente,Adultos 26-40
2022-10-17,Social,3070.2,2558,64,1,162.03,3070.2,0.05,Sur,Jovenes 18-25
2022-10-17,Social,2750.47,2292,62,1,132.23,2750.47,0.05,Occidente,Jovenes 18-25
2022-10-17,Email,1592.6,5308,962,64,15350.39,24.88,9.64,Occidente,Mayores 55+
2022-10-17,Display,3776.5,4196,29,1,112.43,3776.5,0.03,Centro,Profesionales 41-55
2022-10-24,SEO,2582.56,3228,99,3,552.55,860.85,0.21,Sur,Profesionales 41-55
2022-10-24,Paid Search,4541.68,1816,82,3,657.1,1513.89,0.14,Occidente,Profesionales 41-55
2022-10-24,Paid Search,4276.21,1710,84,3,603.98,1425.4,0.14,Occidente,Mayores 55+
2022-10-24,Social,3067.44,2556,84,2,274.85,1533.72,0.09,Centro,Jovenes 18-25
2022-10-24,Social,2670.95,2225,60,1,148.74,2670.95,0.06,Sur,Profesionales 41-55
2022-10-24,Email,1694.86,5649,1096,55,11508.98,30.82,6.79,Sur,Adultos 26-40
2022-10-24,Display,3460.92,3845,35,1,107.18,3460.92,0.03,Norte,Mayores 55+
2022-10-31,SEO,2372.72,2965,102,5,769.49,474.54,0.32,Sur,Mayores 55+
2022-10-31,Paid Search,4392.64,1757,85,3,699.74,1464.21,0.16,Centro,Profesionales 41-55
2022-10-31,Paid Search,3929.62,1571,54,2,466.8,1964.81,0.12,Sur,Jovenes 18-25
2022-10-31,Social,3147.11,2622,63,1,130.55,3147.11,0.04,Norte,Mayores 55+
2022-10-31,Social,3041.89,2534,62,1,172.34,3041.89,0.06,Centro,Jovenes 18-25
2022-10-31,Email,1279.17,4263,788,39,9306.94,32.8,7.28,Centro,Mayores 55+
2022-10-31,Display,4586.92,5096,41,1,141.05,4586.92,0.03,Occidente,Profesionales 41-55
2022-11-07,SEO,3063.97,3829,113,4,708.17,765.99,0.23,Centro,Adultos 26-40
2022-11-07,Paid Search,4843.46,1937,76,2,470.69,2421.73,0.1,Sur,Adultos 26-40
2022-11-07,Paid Search,5858.73,2343,103,3,640.91,1952.91,0.11,Centro,Jovenes 18-25
2022-11-07,Social,3667.54,3056,71,2,297.29,1833.77,0.08,Sur,Jovenes 18-25
2022-11-07,Social,3508.73,2923,73,1,177.24,3508.73,0.05,Centro,Jovenes 18-25
2022-11-07,Email,1880.14,6267,1064,58,12378.53,32.42,6.58,Occidente,Profesionales 41-55
2022-11-07,Display,4848.74,5387,46,1,138.61,4848.74,0.03,Centro,Jovenes 18-25
2022-11-14,SEO,3515.45,4394,180,7,1119.31,502.21,0.32,Sur,Mayores 55+
2022-11-14,Paid Search,5080.07,2032,93,3,637.78,1693.36,0.13,Occidente,Adultos 26-40
2022-11-14,Paid Search,6115.42,2446,110,4,981.15,1528.86,0.16,Occidente,Profesionales 41-55
2022-11-14,Social,3301.57,2751,79,1,152.86,3301.57,0.05,Sur,Adultos 26-40
2022-11-14,Social,3399.59,2832,90,1,160.82,3399.59,0.05,Occidente,Jovenes 18-25
2022-11-14,Email,2267.33,7557,1330,63,10745.0,35.99,4.74,Occidente,Mayores 55+
2022-11-14,Display,5503.54,6115,50,1,110.79,5503.54,0.02,Norte,Mayores 55+
2022-11-21,SEO,3126.39,3907,109,4,597.03,781.6,0.19,Occidente,Profesionales 41-55
2022-11-21,Paid Search,6010.85,2404,102,2,509.38,3005.43,0.08,Occidente,Jovenes 18-25
2022-11-21,Paid Search,5307.84,2123,77,2,464.91,2653.92,0.09,Occidente,Profesionales 41-55
2022-11-21,Social,4338.9,3615,96,2,348.81,2169.45,0.08,Occidente,Jovenes 18-25
2022-11-21,Social,3987.22,3322,99,2,318.42,1993.61,0.08,Centro,Jovenes 18-25
2022-11-21,Email,1829.67,6098,1113,73,15930.69,25.06,8.71,Sur,Jovenes 18-25
2022-11-21,Display,5815.01,6461,61,1,130.52,5815.01,0.02,Occidente,Mayores 55+
2022-11-28,SEO,3702.4,4628,145,5,819.23,740.48,0.22,Norte,Jovenes 18-25
2022-11-28,Paid Search,6196.42,2478,100,4,1015.08,1549.11,0.16,Norte,Adultos 26-40
2022-11-28,Paid Search,5170.04,2068,72,1,228.61,5170.04,0.04,Norte,Adultos 26-40
2022-11-28,Social,4052.77,3377,90,1,133.04,4052.77,0.03,Norte,Adultos 26-40
2022-11-28,Social,3784.42,3153,80,2,327.78,1892.21,0.09,Centro,Profesionales 41-55
2022-11-28,Email,1865.17,6217,1287,108,21783.61,17.27,11.68,Occidente,Profesionales 41-55
2022-11-28,Display,5035.75,5595,45,1,131.29,5035.75,0.03,Sur,Mayores 55+
2022-12-05,SEO,3431.55,4289,122,4,761.28,857.89,0.22,Occidente,Profesionales 41-55
2022-12-05,Paid Search,6003.92,2401,97,3,576.54,2001.31,0.1,Occidente,Adultos 26-40
2022-12-05,Paid Search,6264.23,2505,96,4,987.63,1566.06,0.16,Norte,Mayores 55+
2022-12-05,Social,4310.47,3592,102,1,134.57,4310.47,0.03,Sur,Profesionales 41-55
2022-12-05,Social,3946.36,3288,107,2,251.1,1973.18,0.06,Sur,Jovenes 18-25
2022-12-05,Email,1884.34,6281,1209,83,19080.84,22.7,10.13,Sur,Adultos 26-40
2022-12-05,Display,5366.62,5962,54,1,141.94,5366.62,0.03,Norte,Adultos 26-40
2022-12-12,SEO,3817.62,4772,197,6,1295.82,636.27,0.34,Occidente,Adultos 26-40
2022-12-12,Paid Search,6002.76,2401,109,3,591.18,2000.92,0.1,Centro,Profesionales 41-55
2022-12-12,Paid Search,5467.01,2186,93,3,597.05,1822.34,0.11,Occidente,Mayores 55+
2022-12-12,Social,3324.82,2770,92,1,170.38,3324.82,0.05,Sur,Profesionales 41-55
2022-12-12,Social,3567.85,2973,68,1,164.48,3567.85,0.05,Norte,Profesionales 41-55
2022-12-12,Email,2057.39,6857,1275,93,17076.23,22.12,8.3,Sur,Profesionales 41-55
2022-12-12,Display,4962.63,5514,45,1,122.43,4962.63,0.02,Centro,Profesionales 41-55
2022-12-19,SEO,3641.65,4552,158,8,1578.01,455.21,0.43,Occidente,Adultos 26-40
2022-12-19,Paid Search,6065.95,2426,95,2,448.19,3032.97,0.07,Sur,Jovenes 18-25
2022-12-19,Paid Search,5710.73,2284,108,3,743.95,1903.58,0.13,Norte,Jovenes 18-25
2022-12-19,Social,3680.65,3067,97,1,162.43,3680.65,0.04,Norte,Adultos 26-40
2022-12-19,Social,3786.5,3155,83,1,160.01,3786.5,0.04,Occidente,Mayores 55+
2022-12-19,Email,1730.81,5769,1051,64,10325.64,27.04,5.97,Centro,Profesionales 41-55
2022-12-19,Display,4617.77,5130,46,1,134.7,4617.77,0.03,Sur,Jovenes 18-25
2022-12-26,SEO,3798.27,4747,167,6,1131.75,633.05,0.3,Centro,Profesionales 41-55
2022-12-26,Paid Search,5274.22,2109,84,2,423.46,2637.11,0.08,Sur,Adultos 26-40
2022-12-26,Paid Search,5329.76,2131,101,2,526.53,2664.88,0.1,Norte,Jovenes 18-25
2022-12-26,Social,3672.59,3060,81,1,158.2,3672.59,0.04,Sur,Jovenes 18-25
2022-12-26,Social,3779.84,3149,85,2,307.9,1889.92,0.08,Norte,Jovenes 18-25
2022-12-26,Email,1860.83,6202,1295,93,19096.87,20.01,10.26,Centro,Jovenes 18-25
2022-12-26,Display,6087.14,6763,58,1,122.07,6087.14,0.02,Norte,Adultos 26-40
2023-01-02,SEO,2257.26,2821,91,5,931.33,451.45,0.41,Occidente,Jovenes 18-25
2023-01-02,Paid Search,3157.67,1263,54,2,501.5,1578.84,0.16,Centro,Mayores 55+
2023-01-02,Paid Search,3617.65,1447,52,2,479.45,1808.83,0.13,Centro,Jovenes 18-25
2023-01-02,Social,1969.64,1641,41,1,156.31,1969.64,0.08,Occidente,Profesionales 41-55
2023-01-02,Social,1923.91,1603,40,1,149.44,1923.91,0.08,Centro,Mayores 55+
2023-01-02,Email,1175.47,3918,755,53,8843.34,22.18,7.52,Centro,Adultos 26-40
2023-01-02,Display,3404.58,3782,25,1,130.16,3404.58,0.04,Sur,Mayores 55+
2023-01-09,SEO,1890.01,2362,69,2,332.39,945.0,0.18,Centro,Profesionales 41-55
2023-01-09,Paid Search,2959.05,1183,41,1,225.01,2959.05,0.08,Occidente,Jovenes 18-25
2023-01-09,Paid Search,2882.47,1152,45,1,228.63,2882.47,0.08,Centro,Mayores 55+
2023-01-09,Social,1912.29,1593,43,1,163.49,1912.29,0.09,Sur,Adultos 26-40
2023-01-09,Social,2364.53,1970,47,1,136.1,2364.53,0.06,Sur,Jovenes 18-25
2023-01-09,Email,1080.19,3600,589,33,7346.24,32.73,6.8,Centro,Profesionales 41-55
2023-01-09,Display,3626.45,4029,35,1,125.6,3626.45,0.03,Occidente,Jovenes 18-25
2023-01-16,SEO,1781.29,2226,62,2,409.19,890.65,0.23,Occidente,Profesionales 41-55
2023-01-16,Paid Search,3299.74,1319,53,2,466.58,1649.87,0.14,Sur,Profesionales 41-55
2023-01-16,Paid Search,3179.23,1271,62,1,203.65,3179.23,0.06,Occidente,Profesionales 41-55
2023-01-16,Social,2099.85,1749,52,1,154.55,2099.85,0.07,Sur,Profesionales 41-55
2023-01-16,Social,2156.71,1797,56,1,126.83,2156.71,0.06,Sur,Adultos 26-40
2023-01-16,Email,1265.42,4218,774,63,12406.58,20.09,9.8,Sur,Mayores 55+
2023-01-16,Display,3485.78,3873,35,1,136.69,3485.78,0.04,Occidente,Mayores 55+
2023-01-23,SEO,1783.51,2229,71,2,310.2,891.75,0.17,Occidente,Mayores 55+
2023-01-23,Paid Search,2930.56,1172,58,2,422.54,1465.28,0.14,Occidente,Jovenes 18-25
2023-01-23,Paid Search,3653.05,1461,57,2,446.5,1826.52,0.12,Norte,Jovenes 18-25
2023-01-23,Social,2420.74,2017,60,1,158.82,2420.74,0.07,Norte,Mayores 55+
2023-01-23,Social,2553.7,2128,55,1,126.36,2553.7,0.05,Norte,Profesionales 41-55
2023-01-23,Email,1099.92,3666,725,48,10320.63,22.92,9.38,Sur,Mayores 55+
2023-01-23,Display,3079.15,3421,26,1,129.14,3079.15,0.04,Sur,Profesionales 41-55
2023-01-30,SEO,2298.62,2873,99,3,630.84,766.21,0.27,Norte,Jovenes 18-25
2023-01-30,Paid Search,3693.97,1477,67,2,412.38,1846.98,0.11,Sur,Mayores 55+
2023-01-30,Paid Search,3207.09,1282,45,1,215.82,3207.09,0.07,Norte,Profesionales 41-55
2023-01-30,Social,1934.03,1611,48,1,140.58,1934.03,0.07,Norte,Adultos 26-40
2023-01-30,Social,2528.91,2107,64,1,153.11,2528.91,0.06,Centro,Mayores 55+
2023-01-30,Email,1365.05,4550,731,44,7689.27,31.02,5.63,Occidente,Mayores 55+
2023-01-30,Display,2748.02,3053,25,1,124.43,2748.02,0.05,Occidente,Jovenes 18-25
2023-02-06,SEO,2122.84,2653,81,4,808.91,530.71,0.38,Norte,Jovenes 18-25
2023-02-06,Paid Search,3661.9,1464,62,2,386.69,1830.95,0.11,Norte,Profesionales 41-55
2023-02-06,Paid Search,3532.07,1412,59,2,407.16,1766.03,0.12,Occidente,Mayores 55+
2023-02-06,Social,2298.47,1915,50,1,157.04,2298.47,0.07,Centro,Jovenes 18-25
2023-02-06,Social,2355.66,1963,50,1,127.02,2355.66,0.05,Centro,Adultos 26-40
2023-02-06,Email,1203.9,4012,698,35,6674.39,34.4,5.54,Sur,Mayores 55+
2023-02-06,Display,3330.08,3700,31,1,144.0,3330.08,0.04,Sur,Mayores 55+
2023-02-13,SEO,1873.3,2341,71,3,565.79,624.43,0.3,Centro,Jovenes 18-25
2023-02-13,Paid Search,3344.49,1337,49,1,225.42,3344.49,0.07,Occidente,Mayores 55+
2023-02-13,Paid Search,3546.17,1418,57,2,438.01,1773.09,0.12,Norte,Jovenes 18-25
2023-02-13,Social,2438.83,2032,50,1,133.49,2438.83,0.05,Centro,Adultos 26-40
2023-02-13,Social,2428.66,2023,58,1,149.72,2428.66,0.06,Norte,Jovenes 18-25
2023-02-13,Email,1116.44,3721,681,57,11591.72,19.59,10.38,Norte,Mayores 55+
2023-02-13,Display,3244.5,3604,34,1,135.84,3244.5,0.04,Sur,Profesionales 41-55
2023-02-20,SEO,2224.89,2781,79,3,618.24,741.63,0.28,Norte,Mayores 55+
2023-02-20,Paid Search,3728.21,1491,53,2,388.94,1864.11,0.1,Centro,Mayores 55+
2023-02-20,Paid Search,3023.31,1209,43,1,194.21,3023.31,0.06,Norte,Profesionales 41-55
2023-02-20,Social,2261.69,1884,54,1,178.74,2261.69,0.08,Centro,Profesionales 41-55
2023-02-20,Social,2288.88,1907,63,1,174.01,2288.88,0.08,Norte,Adultos 26-40
2023-02-20,Email,1366.6,4555,913,74,17715.52,18.47,12.96,Sur,Adultos 26-40
2023-02-20,Display,2959.69,3288,28,1,132.55,2959.69,0.04,Occidente,Mayores 55+
2023-02-27,SEO,1785.3,2231,82,3,513.04,595.1,0.29,Norte,Jovenes 18-25
2023-02-27,Paid Search,3262.07,1304,60,2,506.41,1631.04,0.16,Occidente,Mayores 55+
2023-02-27,Paid Search,3185.91,1274,42,1,240.48,3185.91,0.08,Occidente,Profesionales 41-55
2023-02-27,Social,2475.27,2062,64,1,178.09,2475.27,0.07,Sur,Mayores 55+
2023-02-27,Social,2084.46,1737,55,1,154.68,2084.46,0.07,Occidente,Profesionales 41-55
2023-02-27,Email,1341.9,4472,889,42,8823.96,31.95,6.58,Occidente,Jovenes 18-25
2023-02-27,Display,2839.27,3154,28,1,96.03,2839.27,0.03,Occidente,Adultos 26-40
2023-03-06,SEO,2871.77,3589,146,8,1325.87,358.97,0.46,Centro,Jovenes 18-25
2023-03-06,Paid Search,4394.78,1757,66,2,511.07,2197.39,0.12,Sur,Jovenes 18-25
2023-03-06,Paid Search,4069.39,1627,63,2,393.21,2034.7,0.1,Norte,Jovenes 18-25
2023-03-06,Social,2380.91,1984,55,1,133.57,2380.91,0.06,Occidente,Jovenes 18-25
2023-03-06,Social,2386.77,1988,52,1,171.62,2386.77,0.07,Sur,Mayores 55+
2023-03-06,Email,1306.87,4356,747,55,9250.68,23.76,7.08,Centro,Profesionales 41-55
2023-03-06,Display,4457.19,4952,33,1,132.15,4457.19,0.03,Sur,Adultos 26-40
2023-03-13,SEO,2176.31,2720,97,4,623.27,544.08,0.29,Centro,Adultos 26-40
2023-03-13,Paid Search,4361.38,1744,63,2,472.84,2180.69,0.11,Sur,Jovenes 18-25
2023-03-13,Paid Search,4699.71,1879,67,1,240.24,4699.71,0.05,Centro,Mayores 55+
2023-03-13,Social,2644.18,2203,52,1,125.05,2644.18,0.05,Centro,Jovenes 18-25
2023-03-13,Social,3092.23,2576,76,1,151.06,3092.23,0.05,Sur,Mayores 55+
2023-03-13,Email,1407.99,4693,694,55,13000.55,25.6,9.23,Occidente,Mayores 55+
2023-03-13,Display,3535.29,3928,31,1,121.36,3535.29,0.03,Norte,Profesionales 41-55
2023-03-20,SEO,2825.44,3531,105,5,924.62,565.09,0.33,Centro,Adultos 26-40
2023-03-20,Paid Search,4531.03,1812,89,3,532.41,1510.34,0.12,Norte,Jovenes 18-25
2023-03-20,Paid Search,3900.35,1560,53,1,245.46,3900.35,0.06,Centro,Mayores 55+
2023-03-20,Social,2735.8,2279,61,1,152.26,2735.8,0.06,Sur,Profesionales 41-55
2023-03-20,Social,2450.22,2041,47,1,178.46,2450.22,0.07,Sur,Profesionales 41-55
2023-03-20,Email,1450.83,4836,917,71,15228.4,20.43,10.5,Norte,Profesionales 41-55
2023-03-20,Display,4238.41,4709,41,1,98.78,4238.41,0.02,Norte,Mayores 55+
2023-03-27,SEO,2211.99,2764,101,3,575.87,737.33,0.26,Sur,Jovenes 18-25
2023-03-27,Paid Search,3585.96,1434,51,1,219.68,3585.96,0.06,Centro,Profesionales 41-55
2023-03-27,Paid Search,3780.37,1512,54,2,399.3,1890.19,0.11,Norte,Jovenes 18-25
2023-03-27,Social,2661.41,2217,60,1,135.78,2661.41,0.05,Norte,Mayores 55+
2023-03-27,Social,2762.37,2301,60,1,154.01,2762.37,0.06,Centro,Adultos 26-40
2023-03-27,Email,1389.8,4632,701,47,10237.65,29.57,7.37,Sur,Jovenes 18-25
2023-03-27,Display,3452.85,3836,35,1,118.64,3452.85,0.03,Occidente,Adultos 26-40
2023-04-03,SEO,2259.22,2824,117,3,605.47,753.07,0.27,Occidente,Adultos 26-40
2023-04-03,Paid Search,3975.47,1590,64,2,399.74,1987.74,0.1,Norte,Profesionales 41-55
2023-04-03,Paid Search,3720.45,1488,66,1,195.64,3720.45,0.05,Norte,Mayores 55+
2023-04-03,Social,2437.9,2031,56,1,170.69,2437.9,0.07,Centro,Jovenes 18-25
2023-04-03,Social,2844.6,2370,53,1,153.83,2844.6,0.05,Centro,Adultos 26-40
2023-04-03,Email,1483.77,4945,922,59,13086.73,25.15,8.82,Sur,Adultos 26-40
2023-04-03,Display,3580.68,3978,37,1,121.99,3580.68,0.03,Norte,Profesionales 41-55
2023-04-10,SEO,2126.1,2657,98,5,981.8,425.22,0.46,Norte,Adultos 26-40
2023-04-10,Paid Search,4237.57,1695,63,2,362.54,2118.78,0.09,Sur,Profesionales 41-55
2023-04-10,Paid Search,3687.21,1474,72,3,665.22,1229.07,0.18,Centro,Mayores 55+
2023-04-10,Social,3198.63,2665,62,1,128.01,3198.63,0.04,Occidente,Jovenes 18-25
2023-04-10,Social,2877.19,2397,55,1,127.84,2877.19,0.04,Centro,Profesionales 41-55
2023-04-10,Email,1657.91,5526,1164,70,15858.64,23.68,9.57,Centro,Profesionales 41-55
2023-04-10,Display,3943.31,4381,31,1,102.53,3943.31,0.03,Norte,Adultos 26-40
2023-04-17,SEO,2204.24,2755,94,3,458.08,734.75,0.21,Centro,Adultos 26-40
2023-04-17,Paid Search,4139.42,1655,68,3,551.87,1379.81,0.13,Centro,Jovenes 18-25
2023-04-17,Paid Search,3840.93,1536,73,2,477.16,1920.46,0.12,Centro,Mayores 55+
2023-04-17,Social,2811.31,2342,70,1,179.44,2811.31,0.06,Norte,Mayores 55+
2023-04-17,Social,3097.87,2581,73,1,125.68,3097.87,0.04,Norte,Adultos 26-40
2023-04-17,Email,1329.65,4432,657,49,8711.37,27.14,6.55,Sur,Mayores 55+
2023-04-17,Display,3846.69,4274,35,1,123.95,3846.69,0.03,Centro,Jovenes 18-25
2023-04-24,SEO,2141.35,2676,77,4,703.71,535.34,0.33,Sur,Jovenes 18-25
2023-04-24,Paid Search,4710.4,1884,89,3,539.27,1570.13,0.11,Occidente,Jovenes 18-25
2023-04-24,Paid Search,3781.67,1512,65,2,421.52,1890.83,0.11,Norte,Mayores 55+
2023-04-24,Social,2953.9,2461,59,1,131.23,2953.9,0.04,Centro,Mayores 55+
2023-04-24,Social,3122.08,2601,59,1,134.75,3122.08,0.04,Centro,Mayores 55+
2023-04-24,Email,1460.4,4867,893,42,7660.05,34.77,5.25,Sur,Mayores 55+
2023-04-24,Display,3639.35,4043,37,1,126.28,3639.35,0.03,Norte,Mayores 55+
2023-05-01,SEO,2711.44,3389,111,5,894.48,542.29,0.33,Centro,Mayores 55+
2023-05-01,Paid Search,3910.75,1564,53,2,357.16,1955.37,0.09,Centro,Jovenes 18-25
2023-05-01,Paid Search,4588.9,1835,76,2,454.78,2294.45,0.1,Sur,Adultos 26-40
2023-05-01,Social,2464.11,2053,61,1,168.98,2464.11,0.07,Norte,Adultos 26-40
2023-05-01,Social,2863.58,2386,79,1,176.11,2863.58,0.06,Sur,Adultos 26-40
2023-05-01,Email,1381.45,4604,768,57,10756.05,24.24,7.79,Norte,Profesionales 41-55
2023-05-01,Display,4537.07,5041,41,1,105.04,4537.07,0.02,Occidente,Profesionales 41-55
2023-05-08,SEO,2256.67,2820,80,2,374.64,1128.33,0.17,Norte,Mayores 55+
2023-05-08,Paid Search,3570.86,1428,70,2,374.97,1785.43,0.11,Sur,Profesionales 41-55
2023-05-08,Paid Search,3645.04,1458,52,2,376.93,1822.52,0.1,Norte,Profesionales 41-55
2023-05-08,Social,3186.87,2655,70,1,143.74,3186.87,0.05,Norte,Profesionales 41-55
2023-05-08,Social,2633.48,2194,52,1,176.92,2633.48,0.07,Occidente,Profesionales 41-55
2023-05-08,Email,1353.39,4511,964,69,16167.23,19.61,11.95,Centro,Adultos 26-40
2023-05-08,Display,4198.64,4665,42,1,131.23,4198.64,0.03,Centro,Adultos 26-40
2023-05-15,SEO,2258.28,2822,79,3,555.73,752.76,0.25,Norte,Adultos 26-40
2023-05-15,Paid Search,4329.01,1731,84,4,781.76,1082.25,0.18,Norte,Mayores 55+
2023-05-15,Paid Search,3747.21,1498,69,2,524.9,1873.61,0.14,Sur,Jovenes 18-25
2023-05-15,Social,3070.2,2558,76,1,140.14,3070.2,0.05,Norte,Profesionales 41-55
2023-05-15,Social,2556.13,2130,64,1,167.22,2556.13,0.07,Norte,Jovenes 18-25
2023-05-15,Email,1448.67,4828,949,79,18230.37,18.34,12.58,Occidente,Mayores 55+
2023-05-15,Display,3821.48,4246,32,1,133.86,3821.48,0.04,Sur,Adultos 26-40
2023-05-22,SEO,2463.47,3079,120,3,436.34,821.16,0.18,Centro,Jovenes 18-25
2023-05-22,Paid Search,3663.49,1465,53,1,240.41,3663.49,0.07,Norte,Profesionales 41-55
2023-05-22,Paid Search,4318.48,1727,75,2,357.45,2159.24,0.08,Sur,Mayores 55+
2023-05-22,Social,2511.97,2093,49,1,131.4,2511.97,0.05,Centro,Profesionales 41-55
2023-05-22,Social,2629.82,2191,51,1,152.98,2629.82,0.06,Occidente,Adultos 26-40
2023-05-22,Email,1299.53,4331,624,30,6777.35,43.32,5.22,Occidente,Adultos 26-40
2023-05-22,Display,3516.38,3907,27,1,142.9,3516.38,0.04,Occidente,Jovenes 18-25
2023-05-29,SEO,2356.27,2945,98,4,766.38,589.07,0.33,Norte,Mayores 55+
2023-05-29,Paid Search,3802.95,1521,73,2,430.46,1901.48,0.11,Centro,Mayores 55+
2023-05-29,Paid Search,4155.97,1662,62,2,362.85,2077.99,0.09,Norte,Jovenes 18-25
2023-05-29,Social,2941.24,2451,77,1,165.39,2941.24,0.06,Sur,Jovenes 18-25
2023-05-29,Social,3086.27,2571,81,1,152.13,3086.27,0.05,Occidente,Adultos 26-40
2023-05-29,Email,1489.32,4964,743,59,12811.52,25.24,8.6,Sur,Jovenes 18-25
2023-05-29,Display,4539.11,5043,39,1,104.02,4539.11,0.02,Sur,Adultos 26-40
2023-06-05,SEO,2441.6,3052,103,5,876.74,488.32,0.36,Sur,Profesionales 41-55
2023-06-05,Paid Search,4370.17,1748,80,3,550.98,1456.72,0.13,Occidente,Profesionales 41-55
2023-06-05,Paid Search,5114.28,2045,86,4,708.35,1278.57,0.14,Occidente,Jovenes 18-25
2023-06-05,Social,3000.94,2500,60,1,165.5,3000.94,0.06,Norte,Jovenes 18-25
2023-06-05,Social,3137.92,2614,61,1,152.14,3137.92,0.05,Centro,Mayores 55+
2023-06-05,Email,1533.25,5110,976,66,13057.69,23.23,8.52,Sur,Profesionales 41-55
2023-06-05,Display,4271.93,4746,39,1,115.28,4271.93,0.03,Occidente,Profesionales 41-55
2023-06-12,SEO,2907.17,3633,104,4,653.35,726.79,0.22,Centro,Jovenes 18-25
2023-06-12,Paid Search,4395.28,1758,82,2,500.34,2197.64,0.11,Norte,Adultos 26-40
2023-06-12,Paid Search,4113.26,1645,82,3,746.02,1371.09,0.18,Centro,Mayores 55+
2023-06-12,Social,3177.0,2647,61,1,174.81,3177.0,0.06,Occidente,Mayores 55+
2023-06-12,Social,3319.77,2766,88,2,301.83,1659.89,0.09,Sur,Jovenes 18-25
2023-06-12,Email,1556.51,5188,936,47,10720.87,33.12,6.89,Norte,Adultos 26-40
2023-06-12,Display,3994.45,4438,40,1,107.98,3994.45,0.03,Occidente,Jovenes 18-25
2023-06-19,SEO,3094.88,3868,146,5,1016.46,618.98,0.33,Occidente,Jovenes 18-25
2023-06-19,Paid Search,4871.11,1948,73,2,430.51,2435.55,0.09,Occidente,Profesionales 41-55
2023-06-19,Paid Search,4404.13,1761,83,2,498.23,2202.06,0.11,Norte,Profesionales 41-55
2023-06-19,Social,2643.36,2202,50,1,166.79,2643.36,0.06,Sur,Adultos 26-40
2023-06-19,Social,3216.18,2680,80,1,144.57,3216.18,0.04,Norte,Jovenes 18-25
2023-06-19,Email,1637.18,5457,837,43,9634.97,38.07,5.89,Sur,Profesionales 41-55
2023-06-19,Display,4543.01,5047,47,1,130.05,4543.01,0.03,Centro,Mayores 55+
2023-06-26,SEO,3076.27,3845,153,6,958.27,512.71,0.31,Centro,Mayores 55+
2023-06-26,Paid Search,4737.1,1894,63,3,783.15,1579.03,0.17,Centro,Profesionales 41-55
2023-06-26,Paid Search,4340.69,1736,61,1,262.98,4340.69,0.06,Centro,Profesionales 41-55
2023-06-26,Social,2859.3,2382,72,1,137.93,2859.3,0.05,Sur,Adultos 26-40
2023-06-26,Social,3449.31,2874,90,2,312.0,1724.66,0.09,Centro,Adultos 26-40
2023-06-26,Email,1759.54,5865,1121,94,16990.89,18.72,9.66,Occidente,Mayores 55+
2023-06-26,Display,4252.52,4725,30,1,123.46,4252.52,0.03,Sur,Profesionales 41-55
2023-07-03,SEO,2936.9,3671,114,5,1002.56,587.38,0.34,Centro,Profesionales 41-55
2023-07-03,Paid Search,5098.75,2039,97,4,767.76,1274.69,0.15,Norte,Mayores 55+
2023-07-03,Paid Search,4104.33,1641,62,2,486.27,2052.17,0.12,Sur,Profesionales 41-55
2023-07-03,Social,3222.7,2685,66,1,172.29,3222.7,0.05,Occidente,Profesionales 41-55
2023-07-03,Social,2961.43,2467,71,1,127.07,2961.43,0.04,Norte,Jovenes 18-25
2023-07-03,Email,1636.25,5454,861,43,9221.6,38.05,5.64,Centro,Mayores 55+
2023-07-03,Display,3811.36,4234,38,1,105.61,3811.36,0.03,Occidente,Mayores 55+
2023-07-10,SEO,2455.66,3069,122,4,599.27,613.91,0.24,Centro,Adultos 26-40
2023-07-10,Paid Search,4361.39,1744,60,2,388.85,2180.7,0.09,Sur,Adultos 26-40
2023-07-10,Paid Search,4605.55,1842,85,2,460.15,2302.78,0.1,Occidente,Mayores 55+
2023-07-10,Social,3014.42,2512,69,1,152.03,3014.42,0.05,Centro,Jovenes 18-25
2023-07-10,Social,3442.21,2868,88,1,121.07,3442.21,0.04,Norte,Adultos 26-40
2023-07-10,Email,1514.5,5048,1045,60,10093.0,25.24,6.66,Centro,Adultos 26-40
2023-07-10,Display,3826.18,4251,27,1,117.88,3826.18,0.03,Centro,Mayores 55+
2023-07-17,SEO,3070.08,3837,160,6,1253.4,511.68,0.41,Centro,Adultos 26-40
2023-07-17,Paid Search,4155.53,1662,81,3,533.05,1385.18,0.13,Sur,Adultos 26-40
2023-07-17,Paid Search,4219.71,1687,57,2,373.68,2109.85,0.09,Norte,Mayores 55+
