customer_id,company_size,plan,monthly_usage,support_tickets,contract_length,monthly_revenue,churned,days_since_last_login,num_users,industry
CUST0364,Enterprise,Enterprise,846.3,3,36,1415.79,0,12,168,Manufacturing
CUST0365,Enterprise,Enterprise,790.45,0,24,2608.67,0,5,222,Healthcare
CUST0366,Medium,Professional,544.54,6,24,1318.0,0,8,53,Retail
CUST0367,Small,Basic,53.09,10,12,342.28,0,28,18,Manufacturing
CUST0368,Medium,Professional,438.3,6,24,1137.45,1,24,31,Healthcare
CUST0369,Enterprise,Enterprise,1381.5,1,36,5312.92,0,2,113,Retail
CUST0370,Small,Basic,150.82,5,12,342.42,0,10,13,Healthcare
CUST0371,Medium,Professional,598.1,1,24,1083.64,0,6,56,Retail
CUST0372,Medium,Professional,656.04,5,24,873.22,0,13,25,Technology
CUST0373,Enterprise,Enterprise,965.58,3,36,2530.37,0,11,193,Manufacturing
CUST0374,Small,Basic,186.92,7,12,348.57,1,13,12,Technology
CUST0375,Medium,Professional,348.3,4,12,1424.74,0,13,51,Finance
CUST0376,Medium,Professional,608.86,4,12,816.36,0,29,31,Finance
CUST0377,Small,Basic,259.7,9,12,427.35,0,65,20,Retail
CUST0378,Medium,Professional,563.01,5,24,861.43,0,20,36,Finance
CUST0379,Medium,Professional,481.14,2,24,1347.1,0,8,40,Manufacturing
CUST0380,Small,Basic,100.22,6,6,413.91,0,44,15,Retail
CUST0381,Enterprise,Enterprise,1268.28,2,36,3378.48,0,15,145,Finance
CUST0382,Medium,Professional,509.09,1,12,1446.39,0,24,59,Manufacturing
CUST0383,Small,Basic,259.85,6,6,360.99,0,26,10,Technology
CUST0384,Small,Basic,235.6,10,6,436.06,1,49,19,Technology
CUST0385,Medium,Professional,686.33,1,24,765.22,0,0,28,Healthcare
CUST0386,Medium,Professional,602.04,5,24,1097.86,1,38,53,Finance
CUST0387,Small,Basic,233.77,3,6,324.45,1,48,10,Finance
CUST0388,Medium,Professional,432.23,6,12,1336.95,1,9,33,Healthcare
CUST0389,Medium,Professional,329.15,6,24,1144.86,0,20,44,Healthcare
CUST0390,Medium,Professional,336.78,2,24,1404.11,0,13,57,Finance
CUST0391,Small,Basic,299.16,2,12,362.76,0,14,11,Healthcare
CUST0392,Small,Basic,145.34,3,12,373.1,1,49,12,Manufacturing
CUST0393,Small,Basic,60.96,5,12,380.35,1,41,16,Healthcare
CUST0394,Small,Basic,266.24,8,6,315.95,1,13,5,Technology
CUST0395,Medium,Professional,586.75,1,24,836.62,0,5,29,Manufacturing
CUST0396,Enterprise,Enterprise,1026.11,3,36,5895.22,0,12,242,Finance
CUST0397,Small,Basic,238.99,2,6,346.32,0,9,8,Technology
CUST0398,Small,Basic,145.35,2,12,351.25,1,60,14,Retail
CUST0399,Small,Basic,290.03,4,12,420.44,0,38,17,Finance
CUST0400,Enterprise,Enterprise,733.42,3,24,2829.61,0,2,102,Healthcare
CUST0401,Small,Basic,98.58,4,12,329.08,0,6,9,Healthcare
CUST0402,Medium,Professional,339.28,6,24,1517.92,0,37,60,Retail
CUST0403,Small,Basic,129.45,9,6,367.71,1,42,12,Healthcare
CUST0404,Medium,Professional,683.46,2,24,1003.03,0,0,34,Healthcare
CUST0405,Medium,Professional,651.15,4,24,1250.15,0,28,52,Finance
CUST0406,Medium,Professional,643.49,2,24,1269.37,1,34,31,Healthcare
CUST0407,Medium,Professional,607.68,2,24,840.78,0,2,26,Technology
CUST0408,Enterprise,Enterprise,1014.0,2,36,4194.57,0,4,238,Retail
CUST0409,Small,Basic,239.3,4,6,395.12,1,57,16,Retail
CUST0410,Enterprise,Enterprise,732.34,3,36,2227.76,0,7,137,Retail
CUST0411,Small,Basic,167.42,9,12,373.75,1,5,11,Healthcare
CUST0412,Small,Basic,144.16,8,6,346.37,1,46,13,Healthcare
CUST0413,Medium,Professional,441.16,3,24,779.93,0,31,49,Technology
CUST0414,Small,Basic,102.88,4,12,329.86,0,20,9,Retail
CUST0415,Medium,Professional,570.09,4,24,1035.69,0,13,51,Technology
CUST0416,Small,Basic,207.39,2,6,332.45,1,18,6,Manufacturing
CUST0417,Enterprise,Enterprise,1402.81,2,24,1965.35,0,2,232,Healthcare
CUST0418,Enterprise,Enterprise,1335.69,1,24,5374.76,0,8,223,Retail
CUST0419,Enterprise,Enterprise,713.25,3,24,4085.34,0,4,117,Healthcare
CUST0420,Medium,Professional,337.28,6,12,813.44,0,8,27,Finance
CUST0421,Enterprise,Enterprise,1258.11,3,24,3298.5,0,7,210,Retail
CUST0422,Enterprise,Enterprise,1040.39,2,24,4442.99,0,15,197,Manufacturing
CUST0423,Small,Basic,194.5,3,6,335.85,1,66,18,Technology
CUST0424,Medium,Professional,560.63,3,24,1073.47,0,16,45,Finance
CUST0425,Medium,Professional,465.29,5,12,789.08,1,30,42,Manufacturing
CUST0426,Medium,Professional,594.31,6,24,831.0,0,7,41,Retail
CUST0427,Enterprise,Enterprise,1340.68,0,36,4810.94,0,5,141,Manufacturing
CUST0428,Enterprise,Enterprise,751.26,1,24,3380.73,0,11,137,Technology
CUST0429,Medium,Professional,678.29,2,12,1087.92,0,40,50,Technology
CUST0430,Small,Basic,203.8,2,6,393.05,1,46,14,Technology
CUST0431,Enterprise,Enterprise,1235.73,3,36,1327.45,0,6,122,Technology
CUST0432,Enterprise,Enterprise,977.98,2,36,5036.89,0,7,240,Technology
CUST0433,Medium,Professional,502.5,5,24,1033.39,0,4,50,Finance
CUST0434,Enterprise,Enterprise,1255.35,3,36,2349.46,0,15,231,Healthcare
CUST0435,Enterprise,Enterprise,1085.58,2,24,3374.9,0,2,217,Healthcare
CUST0436,Medium,Professional,506.6,1,24,894.41,0,16,39,Finance
CUST0437,Small,Basic,128.47,5,12,412.9,1,34,15,Technology
CUST0438,Medium,Professional,382.71,2,24,1186.82,0,15,37,Finance
CUST0439,Small,Basic,203.46,10,12,318.89,0,5,8,Healthcare
CUST0440,Medium,Professional,496.32,5,24,1069.14,0,17,56,Healthcare
CUST0441,Small,Basic,148.43,4,12,393.88,0,58,18,Retail
CUST0442,Medium,Professional,430.17,5,12,1274.52,0,16,25,Retail
CUST0443,Small,Basic,174.69,5,6,381.13,0,53,20,Healthcare
CUST0444,Small,Basic,294.82,5,6,351.63,0,12,17,Healthcare
CUST0445,Medium,Professional,489.19,1,12,1415.57,0,11,49,Finance
CUST0446,Enterprise,Enterprise,940.03,0,36,3267.56,0,12,232,Finance
CUST0447,Small,Basic,236.15,6,12,374.61,1,46,13,Finance
CUST0448,Enterprise,Enterprise,1393.89,1,36,3861.08,0,5,165,Retail
CUST0449,Small,Basic,145.27,6,6,393.41,1,59,20,Healthcare
CUST0450,Enterprise,Enterprise,1379.12,0,36,3868.07,0,2,186,Finance
CUST0451,Small,Basic,117.81,9,12,378.56,1,46,14,Finance
CUST0452,Enterprise,Enterprise,1282.22,2,24,5291.41,0,2,205,Retail
CUST0453,Small,Basic,56.59,8,6,333.81,1,67,7,Manufacturing
CUST0454,Small,Basic,127.34,5,12,367.39,1,36,9,Technology
CUST0455,Small,Basic,266.06,9,12,358.84,0,69,10,Finance
CUST0456,Medium,Professional,509.38,6,24,1423.32,0,34,59,Retail
CUST0457,Medium,Professional,464.88,2,24,898.57,1,19,39,Healthcare
CUST0458,Enterprise,Enterprise,1250.22,3,24,3769.7,0,15,134,Retail
CUST0459,Enterprise,Enterprise,1029.39,3,24,2153.92,0,12,159,Manufacturing
CUST0460,Enterprise,Enterprise,1113.29,2,24,4155.29,0,9,156,Manufacturing
CUST0461,Enterprise,Enterprise,931.68,3,24,4242.21,0,14,205,Retail
CUST0462,Medium,Professional,374.38,1,12,1291.76,0,18,45,Retail
CUST0463,Medium,Professional,436.77,3,12,1227.33,0,31,39,Manufacturing
CUST0464,Medium,Professional,322.42,4,12,1192.51,0,4,27,Manufacturing
CUST0465,Small,Basic,293.65,5,6,390.42,0,49,13,Finance
CUST0466,Small,Basic,180.28,5,6,337.67,1,60,6,Manufacturing
CUST0467,Enterprise,Enterprise,902.65,2,24,2298.78,0,6,140,Healthcare
CUST0468,Enterprise,Enterprise,959.61,1,36,1136.35,0,8,155,Technology
CUST0469,Enterprise,Enterprise,1250.73,1,36,1184.28,0,11,102,Manufacturing
CUST0470,Small,Basic,64.94,4,6,327.9,0,68,7,Finance
CUST0471,Medium,Professional,622.21,4,24,913.91,1,12,45,Finance
CUST0472,Small,Basic,189.76,10,12,319.38,1,62,9,Manufacturing
CUST0473,Medium,Professional,327.55,2,12,924.9,0,28,45,Finance
CUST0474,Medium,Professional,593.46,1,24,1514.29,0,39,54,Healthcare
CUST0475,Small,Basic,97.47,9,12,336.29,1,70,7,Retail
CUST0476,Small,Basic,60.94,4,6,376.2,0,22,15,Healthcare
CUST0477,Small,Basic,214.48,10,12,358.79,1,32,11,Finance
CUST0478,Medium,Professional,671.36,1,24,1410.41,0,29,29,Finance
CUST0479,Small,Basic,255.91,6,6,421.6,1,67,18,Technology
CUST0480,Enterprise,Enterprise,780.98,1,24,1645.45,0,12,119,Technology
CUST0481,Medium,Professional,606.51,5,12,1057.5,0,22,36,Retail
CUST0482,Enterprise,Enterprise,1226.03,3,36,2082.72,0,11,142,Manufacturing
CUST0483,Enterprise,Enterprise,1360.92,2,36,1939.34,0,7,183,Retail
CUST0484,Small,Basic,50.05,2,12,360.65,0,36,13,Finance
CUST0485,Small,Basic,263.93,2,6,409.7,0,35,14,Retail
CUST0486,Medium,Professional,355.36,3,12,1305.34,0,37,34,Retail
CUST0487,Enterprise,Enterprise,1287.41,2,24,2884.02,0,15,123,Healthcare
CUST0488,Enterprise,Enterprise,762.78,0,36,2590.57,0,10,124,Retail
CUST0489,Medium,Professional,553.55,6,12,785.66,1,24,32,Manufacturing
CUST0490,Small,Basic,62.63,8,6,355.01,1,57,9,Retail
CUST0491,Medium,Professional,352.88,1,12,1202.85,0,30,39,Retail
CUST0492,Medium,Professional,604.81,4,12,1354.4,1,35,41,Technology
CUST0493,Medium,Professional,396.93,3,12,1158.65,0,27,37,Manufacturing
CUST0494,Small,Basic,136.13,2,12,373.04,1,39,18,Retail
CUST0495,Medium,Professional,379.87,3,12,1072.16,0,9,53,Healthcare
CUST0496,Small,Basic,267.19,6,6,333.6,0,1,6,Technology
CUST0497,Small,Basic,100.95,10,6,364.1,1,33,20,Technology
CUST0498,Medium,Professional,533.2,6,24,987.28,1,33,34,Retail
CUST0499,Small,Basic,166.24,2,6,362.57,0,8,11,Finance
CUST0500,Medium,Professional,392.47,4,24,782.93,0,32,48,Healthcare
CUST0501,Enterprise,Enterprise,859.1,3,24,2195.33,1,0,224,Technology
CUST0502,Small,Basic,221.08,7,12,358.23,1,38,20,Retail
CUST0503,Small,Basic,286.03,6,6,343.26,1,28,6,Retail
CUST0504,Medium,Professional,466.93,5,12,915.8,0,9,30,Manufacturing
CUST0505,Enterprise,Enterprise,1164.82,1,24,3216.8,0,4,184,Healthcare
CUST0506,Enterprise,Enterprise,1224.99,1,24,2166.74,0,10,210,Retail
CUST0507,Enterprise,Enterprise,1281.66,2,24,4678.29,0,13,130,Retail
CUST0508,Medium,Professional,373.9,5,12,1240.19,1,39,42,Healthcare
CUST0509,Medium,Professional,575.26,4,12,1145.56,0,8,39,Retail
CUST0510,Medium,Professional,355.01,2,24,1297.2,1,14,48,Retail
CUST0511,Enterprise,Enterprise,1306.22,0,24,4845.53,0,5,205,Technology
CUST0512,Enterprise,Enterprise,1042.04,0,24,3368.7,0,12,225,Manufacturing
CUST0513,Medium,Professional,508.26,4,12,1312.89,0,29,59,Manufacturing
CUST0514,Enterprise,Enterprise,1146.16,0,24,3133.72,0,6,162,Technology
CUST0515,Enterprise,Enterprise,1251.96,1,24,3439.13,0,14,173,Manufacturing
CUST0516,Small,Basic,148.27,7,6,343.28,1,57,8,Manufacturing
CUST0517,Medium,Professional,576.69,6,24,764.49,0,10,37,Manufacturing
CUST0518,Small,Basic,231.72,10,12,347.36,0,20,19,Technology
CUST0519,Small,Basic,90.53,4,6,353.84,0,22,10,Manufacturing
CUST0520,Medium,Professional,550.58,1,24,1103.6,0,8,44,Technology
CUST0521,Medium,Professional,517.4,1,24,1397.09,0,38,41,Technology
CUST0522,Small,Basic,111.18,10,6,392.48,1,35,20,Finance
CUST0523,Enterprise,Enterprise,729.38,0,36,4746.42,0,9,153,Retail
CUST0524,Small,Basic,202.77,10,12,353.42,0,22,18,Technology
CUST0525,Small,Basic,274.38,3,12,321.87,0,54,6,Retail
CUST0526,Small,Basic,181.76,10,12,363.53,0,26,9,Technology
CUST0527,Small,Basic,156.76,7,12,342.41,1,33,7,Retail
CUST0528,Small,Basic,173.13,4,12,344.42,0,29,9,Retail
CUST0529,Small,Basic,249.89,8,6,333.37,1,52,5,Finance
CUST0530,Medium,Professional,401.77,1,24,1315.09,0,19,38,Healthcare
CUST0531,Small,Basic,231.1,2,12,319.11,0,22,5,Retail
CUST0532,Enterprise,Enterprise,1085.2,3,24,2341.29,0,10,222,Healthcare
CUST0533,Enterprise,Enterprise,1144.14,0,36,1592.33,0,6,114,Manufacturing
CUST0534,Enterprise,Enterprise,971.32,3,24,4785.36,0,5,190,Healthcare
CUST0535,Small,Basic,227.46,6,12,351.94,1,52,8,Manufacturing
CUST0536,Small,Basic,143.55,2,6,352.61,0,25,14,Finance
CUST0537,Medium,Professional,669.45,6,24,817.87,0,33,55,Manufacturing
CUST0538,Small,Basic,101.3,2,6,360.85,1,58,8,Healthcare
CUST0539,Small,Basic,133.32,2,6,385.64,0,13,14,Retail
CUST0540,Small,Basic,98.14,6,6,345.27,1,68,14,Healthcare
CUST0541,Medium,Professional,683.32,5,12,1263.36,1,32,42,Manufacturing
CUST0542,Small,Basic,193.52,4,12,414.17,0,9,15,Retail
CUST0543,Medium,Professional,342.37,1,12,1257.04,0,5,28,Healthcare
CUST0544,Medium,Professional,585.16,6,12,1035.57,1,34,53,Finance
CUST0545,Medium,Professional,338.91,3,24,937.83,0,29,30,Manufacturing
CUST0546,Small,Basic,247.19,7,12,356.49,1,58,13,Finance
CUST0547,Medium,Professional,607.18,5,24,1245.31,1,36,47,Technology
CUST0548,Medium,Professional,513.1,4,24,1187.28,0,37,31,Technology
CUST0549,Small,Basic,102.06,8,12,343.0,1,55,10,Retail
CUST0550,Medium,Professional,345.73,5,24,1336.85,0,29,40,Healthcare
CUST0551,Enterprise,Enterprise,1248.41,3,24,3910.9,0,10,145,Technology
CUST0552,Small,Basic,239.27,4,6,366.66,0,57,9,Technology
CUST0553,Medium,Professional,419.89,6,24,1405.32,0,19,53,Manufacturing
CUST0554,Medium,Professional,639.05,3,24,864.16,0,3,47,Manufacturing
CUST0555,Enterprise,Enterprise,787.76,2,36,2379.04,0,0,100,Retail
CUST0556,Small,Basic,186.28,4,12,366.25,1,60,15,Retail
CUST0557,Small,Basic,83.57,3,6,346.65,1,2,16,Retail
CUST0558,Medium,Professional,644.06,6,24,1342.37,0,38,33,Manufacturing
CUST0559,Small,Basic,106.44,8,12,384.16,0,0,18,Retail
CUST0560,Medium,Professional,313.38,1,24,1175.13,0,36,42,Finance
CUST0561,Small,Basic,166.23,3,12,349.57,0,66,20,Healthcare
CUST0562,Small,Basic,203.26,7,12,336.33,0,68,7,Technology
CUST0563,Medium,Professional,684.23,3,24,1075.02,0,18,55,Manufacturing
CUST0564,Medium,Professional,529.14,6,12,1361.55,0,18,41,Retail
CUST0565,Small,Basic,113.01,6,12,399.75,0,35,20,Retail
CUST0566,Medium,Professional,447.91,2,24,885.54,0,16,36,Technology
CUST0567,Medium,Professional,686.94,5,12,918.1,0,9,58,Finance
CUST0568,Enterprise,Enterprise,868.69,2,24,2874.29,0,1,160,Manufacturing
CUST0569,Small,Basic,144.95,8,6,371.75,1,60,19,Technology
CUST0570,Enterprise,Enterprise,1242.79,0,36,4043.57,0,3,103,Retail
CUST0571,Enterprise,Enterprise,967.97,2,36,3299.66,0,3,210,Healthcare
CUST0572,Small,Basic,179.99,4,6,366.12,0,40,12,Retail
CUST0573,Enterprise,Enterprise,981.21,2,36,3385.62,0,8,103,Technology
CUST0574,Medium,Professional,680.2,6,12,803.21,0,7,28,Technology
CUST0575,Small,Basic,274.0,4,6,358.62,1,32,9,Technology
CUST0576,Medium,Professional,402.93,1,24,996.82,0,17,42,Technology
CUST0577,Small,Basic,160.14,9,6,340.52,0,25,6,Manufacturing
CUST0578,Medium,Professional,545.59,1,12,1318.66,0,28,31,Finance
CUST0579,Small,Basic,54.69,9,12,324.1,0,19,7,Technology
CUST0580,Enterprise,Enterprise,1159.71,3,36,4668.12,0,15,199,Technology
CUST0581,Medium,Professional,348.48,5,24,1122.73,0,22,25,Technology
CUST0582,Medium,Professional,332.18,4,24,1194.39,0,18,30,Healthcare
CUST0583,Medium,Professional,658.58,6,24,989.43,0,22,49,Finance
CUST0584,Medium,Professional,495.69,1,12,1249.6,0,34,33,Manufacturing
CUST0585,Medium,Professional,322.42,6,24,731.28,0,2,53,Manufacturing
CUST0586,Enterprise,Enterprise,1292.84,1,24,4080.47,1,2,233,Finance
CUST0587,Medium,Professional,397.07,6,12,1112.48,1,8,26,Finance
CUST0588,Enterprise,Enterprise,1354.24,0,24,3050.25,0,3,124,Technology
CUST0589,Small,Basic,131.06,10,12,374.99,1,17,11,Retail
CUST0590,Enterprise,Enterprise,1306.04,1,24,3550.31,0,11,144,Finance
CUST0591,Small,Basic,244.42,2,12,339.61,1,62,6,Manufacturing
CUST0592,Small,Basic,154.06,9,12,338.64,1,16,7,Technology
CUST0593,Medium,Professional,538.51,6,12,1211.86,0,31,51,Healthcare
CUST0594,Medium,Professional,376.76,5,12,1080.49,0,6,44,Technology
CUST0595,Medium,Professional,321.23,1,24,1059.42,0,9,54,Retail
CUST0596,Medium,Professional,414.03,4,24,876.97,0,16,35,Manufacturing
CUST0597,Small,Basic,171.27,3,6,318.26,0,9,6,Manufacturing
CUST0598,Medium,Professional,392.03,1,24,1240.27,0,20,45,Manufacturing
CUST0599,Medium,Professional,534.04,1,24,1097.67,1,27,37,Finance
CUST0600,Medium,Professional,552.81,3,12,1208.48,0,12,49,Retail
CUST0601,Medium,Professional,483.43,2,24,1106.3,0,21,28,Technology
CUST0602,Medium,Professional,334.59,5,12,1039.21,0,31,35,Healthcare
CUST0603,Medium,Professional,399.13,4,12,1377.02,0,37,54,Finance
CUST0604,Enterprise,Enterprise,732.05,3,24,2015.62,0,1,246,Retail
CUST0605,Medium,Professional,577.26,4,12,1035.27,0,13,31,Manufacturing
CUST0606,Small,Basic,225.83,2,6,341.12,0,58,7,Healthcare
CUST0607,Enterprise,Enterprise,1263.12,0,36,5227.77,0,2,203,Finance
CUST0608,Medium,Professional,615.08,1,12,1100.06,0,39,43,Healthcare
CUST0609,Medium,Professional,486.14,1,24,795.17,0,23,48,Technology
CUST0610,Medium,Professional,395.45,1,24,968.09,0,30,60,Retail
CUST0611,Enterprise,Enterprise,982.17,2,36,2491.8,0,13,153,Retail
CUST0612,Small,Basic,167.54,10,6,397.53,0,68,19,Technology
CUST0613,Medium,Professional,332.07,2,12,1298.8,0,18,29,Manufacturing
CUST0614,Small,Basic,268.75,10,6,336.65,1,2,13,Technology
CUST0615,Enterprise,Enterprise,933.21,0,24,4143.76,0,0,221,Retail
CUST0616,Enterprise,Enterprise,1224.61,2,36,2962.86,0,15,233,Finance
CUST0617,Enterprise,Enterprise,837.39,2,36,3818.92,0,7,213,Retail
CUST0618,Enterprise,Enterprise,1194.9,1,24,4321.75,0,9,112,Healthcare
CUST0619,Enterprise,Enterprise,1159.62,3,36,4230.49,0,8,139,Finance
CUST0620,Medium,Professional,449.17,5,12,1013.11,0,10,27,Finance
CUST0621,Enterprise,Enterprise,1442.25,1,36,2117.78,0,0,203,Technology
CUST0622,Enterprise,Enterprise,1475.68,1,36,2605.32,0,14,184,Retail
CUST0623,Medium,Professional,309.92,5,24,1259.6,0,14,27,Technology
CUST0624,Small,Basic,98.93,3,12,336.24,0,68,11,Technology
CUST0625,Enterprise,Enterprise,1426.76,2,24,4503.51,0,12,200,Technology
CUST0626,Small,Basic,294.38,10,12,364.12,1,11,16,Manufacturing
CUST0627,Medium,Professional,591.44,4,24,908.11,0,8,51,Manufacturing
CUST0628,Small,Basic,66.53,8,12,386.54,1,11,11,Retail
CUST0629,Medium,Professional,379.7,4,12,1247.18,0,18,60,Healthcare
CUST0630,Enterprise,Enterprise,879.62,0,36,1838.42,0,4,177,Technology
CUST0631,Small,Basic,57.11,6,6,368.74,0,63,14,Manufacturing
CUST0632,Medium,Professional,551.2,4,24,1110.25,0,7,48,Technology
CUST0633,Small,Basic,165.26,4,12,329.73,1,45,13,Retail
CUST0634,Small,Basic,178.47,4,6,359.05,0,12,16,Healthcare
CUST0635,Medium,Professional,408.58,6,24,978.85,1,23,45,Finance
CUST0636,Small,Basic,244.7,8,12,344.99,0,43,9,Retail
CUST0637,Small,Basic,154.34,3,6,362.41,0,14,9,Finance
CUST0638,Medium,Professional,655.89,5,24,910.07,0,33,44,Technology
CUST0639,Small,Basic,82.18,4,6,395.45,1,29,14,Healthcare
CUST0640,Small,Basic,69.43,9,6,345.47,1,55,7,Finance
CUST0641,Small,Basic,66.56,2,6,344.18,0,12,6,Technology
CUST0642,Small,Basic,86.39,6,6,344.39,1,44,11,Retail
CUST0643,Enterprise,Enterprise,1123.07,1,24,2868.38,0,9,161,Retail
CUST0644,Small,Basic,141.62,4,12,360.11,0,56,8,Retail
CUST0645,Small,Basic,151.89,7,6,372.69,1,15,16,Technology
CUST0646,Small,Basic,70.56,9,6,385.19,1,14,16,Retail
CUST0647,Medium,Professional,521.57,3,12,1097.82,1,27,44,Manufacturing
CUST0648,Enterprise,Enterprise,1498.98,3,24,1672.9,0,3,221,Technology
CUST0649,Medium,Professional,596.57,2,12,1259.54,0,4,30,Retail
CUST0650,Small,Basic,119.63,6,12,418.61,1,51,17,Finance
CUST0651,Enterprise,Enterprise,786.43,2,36,3100.41,0,15,224,Retail
CUST0652,Small,Basic,293.02,8,6,329.76,1,41,6,Finance
CUST0653,Medium,Professional,617.09,2,24,951.82,0,18,29,Retail
CUST0654,Medium,Professional,681.03,1,12,1416.15,0,27,59,Manufacturing
CUST0655,Small,Basic,58.21,10,6,369.68,0,38,15,Technology
CUST0656,Medium,Professional,527.54,4,12,1155.56,0,35,33,Finance
CUST0657,Medium,Professional,405.36,5,24,989.8,0,24,60,Retail
CUST0658,Enterprise,Enterprise,802.56,2,24,3591.12,0,11,172,Healthcare
CUST0659,Small,Basic,152.98,2,12,367.91,1,31,15,Retail
CUST0660,Medium,Professional,307.88,3,12,756.55,0,2,29,Healthcare
CUST0661,Medium,Professional,694.31,4,12,1354.99,0,36,51,Manufacturing
CUST0662,Small,Basic,174.18,7,12,420.11,0,21,20,Retail
CUST0663,Enterprise,Enterprise,1372.3,1,24,3581.88,0,9,151,Healthcare
CUST0664,Enterprise,Enterprise,1274.17,0,24,2442.57,0,10,202,Healthcare
CUST0665,Enterprise,Enterprise,1221.23,2,24,3694.12,0,9,221,Retail
CUST0666,Small,Basic,217.89,10,12,402.9,0,23,18,Retail
CUST0667,Enterprise,Enterprise,914.35,3,36,3976.5,0,1,247,Retail
CUST0668,Medium,Professional,637.65,4,24,1354.19,0,20,40,Healthcare
CUST0669,Medium,Professional,402.58,5,12,1229.67,0,15,51,Technology
CUST0670,Small,Basic,171.35,8,12,334.06,1,54,5,Technology
CUST0671,Small,Basic,214.67,4,12,345.29,0,5,13,Technology
CUST0672,Enterprise,Enterprise,1393.74,3,36,1347.07,0,11,114,Manufacturing
CUST0673,Small,Basic,180.49,10,6,348.07,1,32,9,Technology
CUST0674,Small,Basic,251.46,5,12,330.82,1,54,8,Technology
CUST0675,Small,Basic,172.59,7,6,345.28,1,14,13,Technology
CUST0676,Medium,Professional,445.2,6,12,913.07,0,23,40,Manufacturing
CUST0677,Medium,Professional,576.27,6,12,856.4,0,15,27,Technology
CUST0678,Small,Basic,264.41,8,6,397.69,0,1,16,Manufacturing
CUST0679,Enterprise,Enterprise,937.94,1,24,4553.41,0,14,165,Manufacturing
CUST0680,Enterprise,Enterprise,1076.87,3,36,2213.88,0,10,170,Manufacturing
CUST0681,Enterprise,Enterprise,1062.61,0,36,3157.11,0,1,166,Technology
CUST0682,Medium,Professional,425.49,1,24,1303.77,0,7,33,Finance
CUST0683,Medium,Professional,480.6,6,24,893.6,0,8,33,Retail
CUST0684,Enterprise,Enterprise,1014.8,3,24,4477.11,1,7,172,Retail
CUST0685,Enterprise,Enterprise,909.43,1,24,2112.09,0,1,158,Technology
CUST0686,Medium,Professional,305.65,5,12,1289.62,0,27,34,Manufacturing
CUST0687,Enterprise,Enterprise,1456.84,2,24,5445.54,0,9,226,Manufacturing
CUST0688,Small,Basic,231.68,5,12,387.28,1,53,11,Manufacturing
CUST0689,Small,Basic,142.41,9,6,360.41,1,10,13,Finance
CUST0690,Enterprise,Enterprise,1288.88,2,36,3014.87,0,2,201,Finance
CUST0691,Small,Basic,51.34,10,6,348.98,1,48,12,Technology
CUST0692,Medium,Professional,404.12,5,12,795.96,0,31,33,Manufacturing
CUST0693,Small,Basic,79.21,2,12,368.67,0,16,15,Manufacturing
CUST0694,Medium,Professional,506.79,4,24,1407.85,0,10,52,Healthcare
CUST0695,Enterprise,Enterprise,742.58,1,36,3317.42,0,1,138,Manufacturing
CUST0696,Medium,Professional,316.32,3,24,938.07,0,35,35,Technology
CUST0697,Small,Basic,95.16,4,12,322.18,0,65,9,Manufacturing
CUST0698,Enterprise,Enterprise,1120.81,1,24,5639.43,0,13,249,Retail
CUST0699,Enterprise,Enterprise,1015.34,0,24,1217.85,0,10,124,Finance
CUST0700,Medium,Professional,431.77,1,12,1352.78,0,39,55,Technology
CUST0701,Enterprise,Enterprise,958.54,0,36,5741.74,0,2,245,Healthcare
CUST0702,Small,Basic,72.3,5,12,357.74,0,20,17,Retail
CUST0703,Small,Basic,233.97,6,12,343.63,0,16,9,Manufacturing
CUST0704,Enterprise,Enterprise,1081.15,3,36,4779.9,0,2,231,Technology
CUST0705,Medium,Professional,689.31,6,24,954.59,0,14,52,Healthcare
CUST0706,Enterprise,Enterprise,1074.58,0,36,3186.41,0,15,234,Finance
CUST0707,Medium,Professional,527.41,5,24,921.17,0,4,44,Finance
CUST0708,Small,Basic,138.86,3,12,385.6,1,64,18,Retail
CUST0709,Small,Basic,269.19,6,12,322.56,0,40,10,Manufacturing
CUST0710,Enterprise,Enterprise,868.85,0,24,2776.7,0,8,215,Manufacturing
CUST0711,Medium,Professional,562.32,4,12,1266.69,0,25,26,Technology
CUST0712,Medium,Professional,576.26,6,24,1174.02,0,25,44,Retail
CUST0713,Small,Basic,264.75,5,6,333.67,0,61,5,Technology
CUST0714,Medium,Professional,359.27,4,24,1309.98,0,1,59,Finance
CUST0715,Medium,Professional,534.09,2,24,877.61,0,18,53,Finance
CUST0716,Small,Basic,294.87,9,12,334.53,0,70,5,Manufacturing
CUST0717,Medium,Professional,392.76,1,24,1247.46,1,33,56,Technology
CUST0718,Small,Basic,79.24,7,12,340.5,1,57,7,Retail
CUST0719,Small,Basic,196.91,7,6,350.38,1,59,11,Technology
CUST0720,Medium,Professional,618.39,2,24,967.04,0,39,49,Healthcare
CUST0721,Medium,Professional,340.36,4,24,1192.98,0,31,33,Technology
CUST0722,Medium,Professional,369.89,5,12,1077.41,0,2,26,Finance
CUST0723,Medium,Professional,697.47,3,24,1258.03,0,2,39,Healthcare
CUST0724,Small,Basic,226.6,9,6,365.03,0,58,9,Retail
CUST0725,Enterprise,Enterprise,833.64,0,24,1489.29,0,6,126,Technology
CUST0726,Medium,Professional,361.72,3,12,1007.31,0,21,53,Finance
CUST0727,Enterprise,Enterprise,896.25,3,24,2023.9,0,10,212,Technology
