customer_id,total_purchases,avg_order_value,days_since_last_purchase,product_category_preference,email_engagement_score,support_tickets_count,lifetime_value,region,signup_date
CUST-00737,86,130.74,58,Hogar,0.649,18,12188.31,Sevilla,2021-12-10
CUST-00738,83,186.07,136,Deportes,0.504,13,8485.3,Sevilla,2018-05-10
CUST-00739,116,250.82,269,Belleza,0.83,15,27315.74,Málaga,2021-10-21
CUST-00740,95,402.95,354,Alimentación,0.809,2,17973.28,Bilbao,2022-12-16
CUST-00741,21,204.48,91,Ropa,0.288,2,1710.88,Murcia,2019-07-20
CUST-00742,128,87.99,104,Hogar,0.521,20,3608.81,Barcelona,2020-05-03
CUST-00743,89,218.76,330,Alimentación,0.021,6,6943.94,Valencia,2022-11-21
CUST-00744,106,295.67,335,Belleza,0.646,10,23115.05,Sevilla,2021-09-25
CUST-00745,78,290.12,156,Alimentación,0.172,8,11407.55,Murcia,2020-02-01
CUST-00746,38,186.26,233,Electrónica,0.956,19,8010.17,Bilbao,2021-12-28
CUST-00747,45,422.08,354,Hogar,0.905,4,8454.61,Bilbao,2018-08-28
CUST-00748,148,76.34,133,Belleza,0.37,6,9109.14,Madrid,2018-03-13
CUST-00749,38,195.86,276,Belleza,0.975,17,4252.78,Málaga,2023-03-01
CUST-00750,128,387.73,234,Juguetes,0.928,4,15080.64,Madrid,2022-02-21
CUST-00751,122,449.55,293,Libros,0.667,18,52414.88,Málaga,2023-03-04
CUST-00752,29,369.85,20,Belleza,0.139,17,4345.91,Murcia,2018-02-20
CUST-00753,115,188.34,167,Deportes,0.055,20,10301.82,Zaragoza,2020-12-14
CUST-00754,51,25.94,275,Libros,0.849,2,1558.76,Sevilla,2020-03-18
CUST-00755,82,307.54,261,Alimentación,0.943,11,16588.64,Sevilla,2022-01-06
CUST-00756,99,195.82,145,Belleza,0.345,9,22871.26,Zaragoza,2022-11-26
CUST-00757,114,374.64,212,Deportes,0.804,9,19108.47,Barcelona,2022-01-30
CUST-00758,36,420.22,306,Juguetes,0.086,6,8666.91,Zaragoza,2022-11-12
CUST-00759,97,57.9,209,Ropa,0.639,8,3780.12,Málaga,2021-02-12
CUST-00760,52,105.21,195,Hogar,0.289,15,1849.22,Murcia,2022-08-20
CUST-00761,127,286.25,237,Libros,0.225,0,15945.54,Bilbao,2019-09-07
CUST-00762,74,217.32,251,Ropa,0.907,20,8366.9,Murcia,2018-09-02
CUST-00763,18,305.46,185,Alimentación,0.581,18,3807.35,Bilbao,2019-06-13
CUST-00764,96,263.58,294,Ropa,0.018,8,11299.67,Murcia,2018-04-30
CUST-00765,119,440.98,69,Belleza,0.357,1,28620.92,Valencia,2020-05-09
CUST-00766,75,156.46,327,Electrónica,0.936,16,5567.24,Málaga,2021-07-10
CUST-00767,43,278.7,161,Ropa,0.827,9,6523.1,Valencia,2021-11-30
CUST-00768,137,296.32,73,Ropa,0.013,16,22460.7,Málaga,2022-05-14
CUST-00769,88,461.64,83,Juguetes,0.102,4,30591.92,Murcia,2022-08-31
CUST-00770,107,238.34,39,Ropa,0.117,4,28844.95,Sevilla,2020-09-09
CUST-00771,93,82.42,226,Libros,0.89,19,5908.3,Málaga,2023-06-10
CUST-00772,78,28.95,60,Hogar,0.222,4,2075.74,Málaga,2019-09-22
CUST-00773,34,490.84,217,Deportes,0.691,3,6174.13,Valencia,2022-05-06
CUST-00774,11,110.23,16,Juguetes,0.793,16,1011.08,Murcia,2020-08-18
CUST-00775,12,47.13,341,Libros,0.01,3,567.9,Barcelona,2023-02-28
CUST-00776,48,340.24,14,Deportes,0.091,8,18845.14,Sevilla,2019-12-14
CUST-00777,129,393.69,313,Hogar,0.242,18,18359.31,Málaga,2022-08-06
CUST-00778,50,482.67,87,Deportes,0.902,17,7334.07,Madrid,2022-01-25
CUST-00779,130,427.88,243,Deportes,0.366,18,25955.08,Barcelona,2021-10-11
CUST-00780,91,490.93,217,Hogar,0.214,7,29789.94,Barcelona,2022-04-09
CUST-00781,120,68.5,69,Ropa,0.496,11,7679.6,Málaga,2021-02-15
CUST-00782,84,254.45,197,Ropa,0.284,19,20573.5,Madrid,2021-11-08
CUST-00783,142,212.53,219,Deportes,0.189,2,33356.51,Murcia,2022-07-02
CUST-00784,46,21.2,345,Belleza,0.492,3,640.45,Murcia,2020-12-06
CUST-00785,37,206.48,355,Ropa,0.591,3,7389.86,Barcelona,2023-01-02
CUST-00786,94,487.98,173,Ropa,0.2,12,18829.04,Valencia,2022-09-13
CUST-00787,72,385.94,297,Alimentación,0.594,20,31925.34,Zaragoza,2019-12-31
CUST-00788,125,263.04,75,Juguetes,0.768,3,13479.85,Murcia,2020-09-29
CUST-00789,35,29.42,27,Deportes,0.83,15,937.33,Murcia,2023-06-14
CUST-00790,84,89.08,318,Juguetes,0.623,2,6696.83,Valencia,2020-11-30
CUST-00791,52,157.38,254,Alimentación,0.49,8,6450.39,Murcia,2022-07-16
CUST-00792,111,441.86,60,Electrónica,0.384,10,52361.36,Madrid,2020-06-25
CUST-00793,9,100.78,337,Electrónica,0.86,9,994.3,Murcia,2018-12-03
CUST-00794,35,166.54,199,Juguetes,0.487,3,4732.89,Murcia,2020-10-01
CUST-00795,144,429.36,259,Alimentación,0.056,8,46075.47,Murcia,2023-06-12
CUST-00796,73,170.43,14,Belleza,0.59,4,13103.78,Zaragoza,2019-12-16
CUST-00797,98,62.21,176,Belleza,0.992,13,3756.36,Madrid,2021-09-16
CUST-00798,61,329.32,303,Deportes,0.085,2,21736.7,Sevilla,2018-08-23
CUST-00799,6,276.13,19,Hogar,0.461,13,1344.05,Málaga,2023-01-21
CUST-00800,6,352.54,301,Libros,0.022,10,1353.68,Zaragoza,2020-03-10
CUST-00801,126,63.53,345,Ropa,0.206,15,6023.53,Málaga,2022-04-16
CUST-00802,77,191.22,223,Hogar,0.202,20,15645.67,Málaga,2022-06-01
CUST-00803,74,143.6,152,Deportes,0.996,12,10882.95,Barcelona,2021-07-03
CUST-00804,87,147.58,290,Ropa,0.801,15,8787.27,Barcelona,2019-12-13
CUST-00805,130,405.0,221,Libros,0.663,10,25275.65,Barcelona,2020-04-03
CUST-00806,141,102.59,9,Alimentación,0.628,16,15570.89,Bilbao,2021-03-27
CUST-00807,120,144.95,326,Deportes,0.533,19,18568.05,Murcia,2023-02-01
CUST-00808,134,112.31,236,Electrónica,0.148,4,14624.99,Zaragoza,2022-04-17
CUST-00809,106,169.55,32,Juguetes,0.634,13,9709.38,Bilbao,2019-08-11
CUST-00810,61,211.84,58,Libros,0.15,0,6732.85,Valencia,2022-08-22
CUST-00811,125,286.52,223,Alimentación,0.422,1,17255.36,Bilbao,2019-07-13
CUST-00812,67,397.99,142,Electrónica,0.659,5,23461.88,Valencia,2018-03-28
CUST-00813,15,431.9,42,Electrónica,0.314,9,6999.73,Murcia,2023-01-19
CUST-00814,24,207.49,71,Belleza,0.236,18,4785.71,Zaragoza,2023-03-26
CUST-00815,128,444.01,121,Libros,0.6,10,33892.94,Barcelona,2021-04-11
CUST-00816,109,120.73,54,Deportes,0.175,8,9152.85,Zaragoza,2019-06-05
CUST-00817,137,196.73,57,Alimentación,0.316,13,19604.05,Madrid,2019-05-20
CUST-00818,93,245.48,188,Hogar,0.821,0,20109.67,Bilbao,2023-01-28
CUST-00819,62,137.7,196,Electrónica,0.309,11,9500.77,Madrid,2021-11-04
CUST-00820,114,203.41,201,Deportes,0.928,8,13236.12,Barcelona,2023-04-02
CUST-00821,54,431.82,82,Libros,0.916,20,13652.06,Sevilla,2022-07-22
CUST-00822,71,435.23,251,Electrónica,0.471,13,35037.4,Zaragoza,2019-11-13
CUST-00823,42,353.76,259,Ropa,0.066,13,12508.95,Zaragoza,2022-07-24
CUST-00824,8,384.56,328,Alimentación,0.642,20,2150.66,Málaga,2021-08-05
CUST-00825,103,112.04,156,Electrónica,0.314,2,4613.11,Valencia,2019-05-27
CUST-00826,82,233.97,68,Juguetes,0.261,18,20031.46,Valencia,2022-06-26
CUST-00827,22,216.03,93,Deportes,0.393,12,5466.9,Bilbao,2022-12-17
CUST-00828,6,462.71,331,Electrónica,0.612,7,3098.75,Sevilla,2023-06-19
CUST-00829,68,355.11,86,Deportes,0.05,19,16565.49,Murcia,2019-06-17
CUST-00830,95,97.51,290,Ropa,0.117,16,6407.0,Valencia,2023-02-28
CUST-00831,31,123.87,104,Alimentación,0.191,8,2147.18,Murcia,2020-10-09
CUST-00832,111,430.32,307,Hogar,0.216,9,45570.09,Zaragoza,2019-01-23
CUST-00833,105,399.34,14,Hogar,0.29,8,21465.88,Zaragoza,2020-07-12
CUST-00834,150,346.87,234,Belleza,0.086,15,21846.8,Sevilla,2019-10-25
CUST-00835,99,358.6,305,Deportes,0.256,3,28447.27,Zaragoza,2018-04-17
CUST-00836,121,455.49,310,Deportes,0.939,19,51730.79,Málaga,2022-07-17
CUST-00837,65,259.7,195,Electrónica,0.303,12,15262.26,Madrid,2018-09-28
CUST-00838,67,97.39,252,Hogar,0.93,14,2732.25,Madrid,2019-10-12
CUST-00839,67,71.67,22,Hogar,0.979,15,5207.71,Zaragoza,2022-09-06
CUST-00840,111,152.22,134,Belleza,0.613,8,12930.41,Bilbao,2020-06-11
CUST-00841,126,385.38,77,Belleza,0.556,20,49451.26,Valencia,2018-04-19
CUST-00842,14,126.48,18,Hogar,0.47,5,1656.27,Sevilla,2020-06-12
CUST-00843,11,229.14,363,Alimentación,0.561,14,1874.5,Barcelona,2022-09-29
CUST-00844,90,60.39,145,Ropa,0.181,5,5298.91,Valencia,2022-08-12
CUST-00845,150,499.03,2,Deportes,0.526,18,34621.1,Bilbao,2023-03-01
CUST-00846,128,343.3,168,Deportes,0.026,3,28771.41,Barcelona,2021-04-24
CUST-00847,40,29.0,235,Belleza,0.831,15,822.03,Barcelona,2023-05-11
CUST-00848,85,485.34,335,Electrónica,0.622,14,24439.8,Bilbao,2022-02-07
CUST-00849,13,403.76,144,Deportes,0.323,1,5088.37,Valencia,2021-01-25
CUST-00850,103,138.75,122,Ropa,0.965,12,5434.53,Zaragoza,2022-10-12
CUST-00851,100,393.05,145,Hogar,0.647,20,17243.94,Sevilla,2019-09-04
CUST-00852,80,453.31,308,Juguetes,0.131,3,38036.25,Murcia,2020-11-15
CUST-00853,115,444.43,243,Alimentación,0.268,19,34793.45,Sevilla,2022-03-30
CUST-00854,48,225.54,218,Belleza,0.093,16,6577.51,Zaragoza,2020-08-07
CUST-00855,127,270.73,331,Hogar,0.525,9,24803.59,Sevilla,2018-06-12
CUST-00856,39,492.33,350,Libros,0.903,7,14799.7,Murcia,2019-08-29
CUST-00857,12,264.01,261,Ropa,0.425,3,2275.31,Madrid,2022-01-15
CUST-00858,66,299.0,257,Belleza,0.016,14,9109.15,Bilbao,2019-01-09
CUST-00859,22,216.88,360,Electrónica,0.298,18,4540.83,Zaragoza,2022-04-01
CUST-00860,88,483.86,95,Libros,0.211,2,41401.35,Murcia,2021-05-22
CUST-00861,112,274.17,2,Ropa,0.395,0,13958.25,Bilbao,2020-09-04
CUST-00862,125,161.86,315,Juguetes,0.361,12,20721.65,Murcia,2018-06-29
CUST-00863,4,107.54,8,Hogar,0.696,6,461.61,Valencia,2019-03-05
CUST-00864,62,226.36,320,Hogar,0.858,17,6621.72,Murcia,2019-09-09
CUST-00865,122,219.61,59,Hogar,0.166,4,25852.09,Murcia,2020-06-30
CUST-00866,6,432.0,299,Alimentación,0.243,9,2105.97,Murcia,2022-09-04
CUST-00867,86,18.82,322,Electrónica,0.848,13,1912.34,Zaragoza,2022-10-04
CUST-00868,10,251.44,248,Libros,0.513,19,2870.82,Murcia,2023-01-28
CUST-00869,16,271.23,216,Deportes,0.576,17,1549.96,Murcia,2023-01-03
CUST-00870,30,254.97,330,Alimentación,0.347,13,2437.97,Zaragoza,2019-08-13
CUST-00871,89,227.48,259,Alimentación,0.22,10,22868.8,Sevilla,2022-10-14
CUST-00872,76,365.65,199,Hogar,0.96,20,26709.12,Murcia,2022-06-19
CUST-00873,54,151.99,44,Hogar,0.667,4,3742.29,Murcia,2018-11-17
CUST-00874,107,472.38,252,Ropa,0.304,6,40493.73,Murcia,2018-02-07
CUST-00875,92,343.31,89,Libros,0.828,16,10384.14,Málaga,2018-05-11
CUST-00876,30,314.52,61,Juguetes,0.562,15,5020.12,Málaga,2019-11-28
CUST-00877,143,144.73,77,Electrónica,0.853,16,17464.87,Málaga,2018-08-02
CUST-00878,118,481.88,56,Alimentación,0.975,19,48258.09,Madrid,2022-10-24
CUST-00879,130,66.12,322,Electrónica,0.118,6,9626.1,Barcelona,2018-11-18
CUST-00880,130,256.72,50,Alimentación,0.154,11,20062.43,Bilbao,2018-10-10
CUST-00881,113,485.27,3,Deportes,0.245,15,33295.47,Barcelona,2020-10-31
CUST-00882,69,195.63,212,Ropa,0.361,7,5891.41,Valencia,2022-03-24
CUST-00883,36,403.86,211,Deportes,0.918,14,16816.58,Zaragoza,2020-11-23
CUST-00884,114,85.61,5,Electrónica,0.718,16,11216.43,Málaga,2018-06-23
CUST-00885,103,491.24,84,Belleza,0.434,12,49751.38,Málaga,2021-09-14
CUST-00886,134,486.74,214,Electrónica,0.402,17,70844.86,Valencia,2022-01-17
CUST-00887,3,416.1,270,Belleza,0.61,4,1161.25,Málaga,2020-07-02
CUST-00888,89,445.52,332,Alimentación,0.405,6,43333.98,Sevilla,2018-06-22
CUST-00889,100,366.67,64,Belleza,0.52,17,20369.8,Madrid,2018-07-10
CUST-00890,41,26.36,276,Belleza,0.593,7,1133.72,Bilbao,2019-09-15
CUST-00891,16,423.17,132,Ropa,0.627,11,2785.69,Zaragoza,2022-03-30
CUST-00892,77,292.63,2,Alimentación,0.453,7,23092.42,Barcelona,2021-04-06
CUST-00893,77,153.0,293,Belleza,0.672,12,9044.27,Sevilla,2019-05-23
CUST-00894,133,297.45,184,Belleza,0.454,4,37206.04,Barcelona,2022-08-24
CUST-00895,24,45.16,66,Ropa,0.476,14,401.31,Zaragoza,2021-10-18
CUST-00896,68,298.39,325,Juguetes,0.423,14,18669.63,Zaragoza,2023-04-26
CUST-00897,42,85.01,65,Juguetes,0.485,14,1486.89,Murcia,2021-12-13
CUST-00898,117,244.58,80,Deportes,0.944,11,32322.4,Barcelona,2018-09-01
CUST-00899,31,194.25,148,Ropa,0.04,4,2444.64,Zaragoza,2019-09-17
CUST-00900,76,250.67,73,Libros,0.142,18,12946.65,Málaga,2023-04-03
CUST-00901,56,103.79,250,Libros,0.002,17,3567.46,Bilbao,2022-11-18
CUST-00902,124,292.93,289,Juguetes,0.452,10,36440.08,Madrid,2020-08-31
CUST-00903,130,323.68,230,Hogar,0.667,4,45432.51,Valencia,2019-10-29
CUST-00904,100,127.92,202,Juguetes,0.339,1,14867.78,Barcelona,2022-12-28
CUST-00905,23,434.99,362,Libros,0.025,20,10170.28,Murcia,2021-12-19
CUST-00906,144,56.3,316,Ropa,0.542,1,9417.03,Bilbao,2020-12-04
CUST-00907,129,449.98,61,Alimentación,0.658,17,26804.5,Sevilla,2018-02-08
CUST-00908,63,417.4,296,Deportes,0.444,17,22251.04,Bilbao,2020-04-02
CUST-00909,6,179.88,92,Alimentación,0.415,16,632.07,Madrid,2019-06-11
CUST-00910,26,277.76,146,Ropa,0.144,8,7160.19,Barcelona,2018-11-12
CUST-00911,44,43.57,166,Juguetes,0.181,1,1089.33,Bilbao,2018-07-22
CUST-00912,106,448.11,132,Hogar,0.376,3,16467.67,Málaga,2019-05-06
CUST-00913,131,379.91,197,Alimentación,0.949,8,17646.25,Sevilla,2020-08-09
CUST-00914,124,29.02,324,Ropa,0.234,0,1951.25,Zaragoza,2023-05-28
CUST-00915,143,331.0,64,Deportes,0.305,13,33198.61,Barcelona,2022-09-30
CUST-00916,96,277.11,86,Hogar,0.782,17,30788.51,Sevilla,2023-05-23
CUST-00917,1,409.13,317,Electrónica,0.289,5,122.94,Murcia,2023-03-27
CUST-00918,65,422.15,194,Libros,0.999,20,13486.05,Murcia,2022-09-18
CUST-00919,42,373.5,288,Electrónica,0.07,2,10287.13,Bilbao,2018-09-09
CUST-00920,111,117.26,258,Libros,0.957,10,14259.38,Valencia,2023-04-21
CUST-00921,116,147.41,339,Libros,0.983,10,8371.29,Málaga,2023-05-19
CUST-00922,35,328.52,1,Electrónica,0.609,0,12777.96,Málaga,2021-10-09
CUST-00923,143,449.21,360,Juguetes,0.489,12,50382.28,Valencia,2022-06-01
CUST-00924,114,341.04,180,Electrónica,0.972,12,40617.22,Barcelona,2020-01-04
CUST-00925,3,75.51,189,Hogar,0.936,14,69.87,Zaragoza,2022-03-02
CUST-00926,92,107.88,314,Libros,0.625,7,5069.99,Madrid,2020-10-08
CUST-00927,72,254.03,360,Electrónica,0.707,6,5604.5,Málaga,2022-08-09
CUST-00928,72,291.01,252,Ropa,0.17,6,18728.68,Zaragoza,2021-03-04
CUST-00929,33,376.8,65,Ropa,0.26,18,13303.95,Valencia,2022-12-10
CUST-00930,6,496.1,354,Deportes,0.678,19,1570.54,Bilbao,2021-02-21
CUST-00931,110,325.87,332,Electrónica,0.052,10,24708.2,Murcia,2020-04-13
CUST-00932,133,241.29,185,Ropa,0.517,1,35153.82,Bilbao,2019-04-05
CUST-00933,108,273.22,161,Libros,0.005,6,17741.1,Madrid,2022-12-08
CUST-00934,109,479.52,127,Deportes,0.197,10,30300.89,Madrid,2021-07-06
CUST-00935,123,224.5,12,Electrónica,0.593,20,31522.32,Barcelona,2022-09-18
CUST-00936,28,244.68,174,Deportes,0.833,10,5259.6,Bilbao,2019-04-30
CUST-00937,25,318.29,296,Alimentación,0.125,1,8952.25,Barcelona,2020-02-12
CUST-00938,33,45.07,226,Ropa,0.055,19,1284.39,Málaga,2018-05-15
CUST-00939,144,40.32,195,Electrónica,0.402,19,5671.19,Barcelona,2019-04-23
CUST-00940,99,240.14,219,Alimentación,0.88,19,9299.15,Madrid,2021-08-26
CUST-00941,133,174.17,98,Alimentación,0.108,0,19357.68,Madrid,2018-05-19
CUST-00942,131,139.3,215,Hogar,0.481,19,12776.76,Sevilla,2019-05-13
CUST-00943,16,76.93,299,Electrónica,0.436,20,1204.95,Valencia,2019-09-30
CUST-00944,121,164.71,175,Hogar,0.291,0,15264.57,Valencia,2021-09-08
CUST-00945,61,260.95,286,Electrónica,0.859,13,9700.95,Valencia,2023-06-23
CUST-00946,18,180.65,341,Deportes,0.476,14,2730.73,Sevilla,2019-11-10
CUST-00947,108,174.38,53,Libros,0.454,1,14055.81,Málaga,2023-02-28
CUST-00948,59,241.27,109,Deportes,0.239,10,14612.78,Madrid,2020-02-09
CUST-00949,48,415.65,3,Juguetes,0.363,2,12411.6,Sevilla,2021-02-10
CUST-00950,75,228.6,323,Hogar,0.586,11,5820.97,Barcelona,2018-03-02
CUST-00951,73,99.46,134,Deportes,0.719,10,7716.4,Sevilla,2019-05-19
CUST-00952,6,100.4,134,Deportes,0.911,0,631.5,Valencia,2018-10-09
CUST-00953,87,469.02,156,Ropa,0.456,11,41969.27,Zaragoza,2021-09-15
CUST-00954,17,72.47,66,Juguetes,0.795,6,960.09,Valencia,2021-11-23
CUST-00955,110,488.84,125,Belleza,0.921,19,44555.45,Málaga,2022-10-16
CUST-00956,84,134.88,322,Hogar,0.796,4,12081.69,Bilbao,2023-06-07
CUST-00957,21,395.56,339,Deportes,0.615,5,6294.47,Murcia,2022-03-19
CUST-00958,133,240.17,164,Alimentación,0.712,16,29548.79,Málaga,2022-01-05
CUST-00959,69,296.88,326,Alimentación,0.921,18,18124.13,Murcia,2019-03-01
CUST-00960,116,433.64,202,Deportes,0.219,13,55324.32,Sevilla,2021-03-16
CUST-00961,66,282.02,68,Belleza,0.752,9,13030.34,Valencia,2019-12-22
CUST-00962,120,263.45,172,Electrónica,0.426,14,21790.11,Sevilla,2020-01-23
CUST-00963,70,200.45,91,Belleza,0.442,8,12359.22,Murcia,2020-01-06
CUST-00964,129,263.7,329,Libros,0.078,8,38573.76,Barcelona,2018-07-21
CUST-00965,93,33.57,102,Ropa,0.334,10,1639.12,Barcelona,2022-03-07
CUST-00966,36,499.23,278,Deportes,0.912,0,17847.7,Bilbao,2019-08-01
CUST-00967,104,413.6,335,Juguetes,0.012,20,32750.4,Málaga,2022-04-08
CUST-00968,59,125.06,107,Juguetes,0.474,16,6111.67,Valencia,2021-02-05
CUST-00969,88,399.08,160,Alimentación,0.846,13,34877.35,Murcia,2021-11-30
CUST-00970,113,233.24,285,Deportes,0.03,4,21605.63,Zaragoza,2018-09-20
CUST-00971,128,408.04,181,Electrónica,0.34,13,35680.19,Bilbao,2022-03-22
CUST-00972,84,299.67,290,Libros,0.785,4,11033.57,Zaragoza,2023-05-06
CUST-00973,98,114.04,200,Juguetes,0.064,12,5247.15,Málaga,2018-08-11
CUST-00974,78,60.22,53,Alimentación,0.675,5,1544.68,Málaga,2021-11-12
CUST-00975,48,111.51,197,Electrónica,0.284,7,3008.07,Murcia,2020-12-09
CUST-00976,15,193.8,5,Alimentación,0.172,13,1895.35,Barcelona,2018-08-15
CUST-00977,123,375.42,199,Juguetes,0.955,6,19252.85,Valencia,2019-02-26
CUST-00978,122,92.01,294,Juguetes,0.939,18,5418.14,Bilbao,2022-01-07
CUST-00979,52,18.61,73,Libros,0.446,12,817.11,Murcia,2019-05-21
CUST-00980,118,239.41,20,Alimentación,0.737,9,24907.49,Málaga,2023-02-25
CUST-00981,77,204.68,89,Belleza,0.415,5,17493.5,Murcia,2022-02-10
CUST-00982,99,456.75,93,Alimentación,0.699,3,29581.61,Zaragoza,2023-04-21
CUST-00983,41,147.78,321,Deportes,0.538,2,5624.19,Madrid,2022-01-19
CUST-00984,106,496.31,283,Alimentación,0.121,11,19406.37,Sevilla,2018-08-04
CUST-00985,116,94.95,106,Juguetes,0.506,14,3569.11,Málaga,2021-08-01
CUST-00986,88,376.79,99,Juguetes,0.397,0,17425.77,Murcia,2021-12-23
CUST-00987,119,250.11,34,Belleza,0.083,7,28043.48,Valencia,2020-06-15
CUST-00988,72,423.16,87,Alimentación,0.838,19,11896.46,Valencia,2019-08-26
CUST-00989,44,52.63,5,Juguetes,0.677,4,1613.11,Barcelona,2018-12-31
CUST-00990,137,119.84,356,Electrónica,0.048,20,16916.54,Sevilla,2021-08-05
CUST-00991,79,230.33,306,Juguetes,0.005,12,18021.44,Barcelona,2023-03-18
CUST-00992,62,111.99,8,Belleza,0.422,0,4189.67,Sevilla,2019-01-29
CUST-00993,25,401.51,340,Deportes,0.168,5,3408.93,Barcelona,2020-11-15
CUST-00994,83,287.6,97,Belleza,0.625,17,15648.68,Barcelona,2020-05-26
CUST-00995,55,66.35,165,Deportes,0.174,12,3242.7,Barcelona,2018-01-25
CUST-00996,118,121.75,336,Deportes,0.815,20,12377.0,Zaragoza,2018-03-31
CUST-00997,106,161.24,306,Deportes,0.5,3,16087.8,Barcelona,2022-06-09
CUST-00998,25,305.94,323,Libros,0.696,4,4580.24,Valencia,2021-07-25
CUST-00999,18,177.53,311,Alimentación,0.912,14,2058.36,Málaga,2021-08-04
CUST-01000,60,25.29,63,Electrónica,0.309,13,1489.36,Sevilla,2021-06-23
CUST-01001,36,196.64,151,Electrónica,0.202,12,3425.88,Barcelona,2018-03-19
CUST-01002,85,80.12,162,Alimentación,0.644,1,5235.58,Sevilla,2020-04-29
CUST-01003,59,425.76,169,Electrónica,0.343,6,19728.63,Bilbao,2023-01-31
CUST-01004,98,267.91,93,Deportes,0.442,0,9403.43,Sevilla,2020-10-03
CUST-01005,14,322.67,72,Deportes,0.938,4,1728.27,Barcelona,2021-04-28
CUST-01006,130,52.91,239,Deportes,0.311,6,3579.69,Sevilla,2018-12-28
CUST-01007,74,294.56,325,Libros,0.201,15,8108.96,Sevilla,2023-06-15
CUST-01008,97,96.37,225,Juguetes,0.423,19,8987.39,Málaga,2022-04-07
CUST-01009,6,384.54,218,Alimentación,0.854,9,1928.08,Valencia,2018-11-09
CUST-01010,98,239.87,232,Libros,0.283,17,19873.57,Valencia,2018-05-28
CUST-01011,121,109.92,97,Hogar,0.004,16,12732.82,Málaga,2020-02-06
CUST-01012,107,471.04,191,Juguetes,0.384,9,44199.09,Murcia,2021-04-19
CUST-01013,10,496.35,63,Juguetes,0.385,18,2214.35,Barcelona,2022-04-12
CUST-01014,90,262.16,250,Libros,0.635,11,21867.52,Zaragoza,2021-08-26
CUST-01015,64,132.54,17,Juguetes,0.921,11,7361.65,Zaragoza,2021-10-17
CUST-01016,67,308.64,348,Hogar,0.147,7,17410.26,Madrid,2023-05-04
CUST-01017,30,388.92,329,Electrónica,0.712,12,7676.12,Valencia,2021-04-15
CUST-01018,109,95.42,218,Deportes,0.253,9,7806.64,Barcelona,2020-12-27
CUST-01019,106,379.94,45,Libros,0.109,18,40234.25,Zaragoza,2019-12-07
CUST-01020,54,466.06,203,Libros,0.699,0,29906.81,Valencia,2022-07-30
CUST-01021,25,48.87,356,Electrónica,0.418,13,1086.22,Murcia,2022-02-10
CUST-01022,46,196.71,360,Hogar,0.134,15,4196.64,Zaragoza,2023-04-27
CUST-01023,146,409.97,95,Alimentación,0.201,5,61547.19,Barcelona,2019-01-28
CUST-01024,113,319.02,319,Juguetes,0.109,20,16204.63,Bilbao,2019-08-24
CUST-01025,32,149.23,175,Juguetes,0.03,7,3486.53,Barcelona,2021-10-09
CUST-01026,16,144.05,3,Electrónica,0.665,1,892.32,Barcelona,2020-12-05
CUST-01027,134,493.64,136,Juguetes,0.932,15,64905.54,Madrid,2021-05-22
CUST-01028,95,345.7,175,Belleza,0.999,7,37665.65,Zaragoza,2021-09-24
CUST-01029,15,488.02,169,Juguetes,0.806,0,5206.4,Zaragoza,2021-12-01
CUST-01030,7,306.93,271,Hogar,0.279,7,1356.97,Zaragoza,2021-06-20
CUST-01031,49,16.52,326,Juguetes,0.958,10,254.96,Murcia,2020-01-08
CUST-01032,114,128.28,248,Belleza,0.4,19,14836.91,Madrid,2019-12-15
CUST-01033,26,371.12,150,Alimentación,0.607,4,10448.77,Zaragoza,2022-11-30
CUST-01034,128,401.46,154,Hogar,0.832,17,61073.19,Madrid,2020-08-14
CUST-01035,30,248.85,276,Alimentación,0.241,6,3384.78,Valencia,2023-04-18
CUST-01036,112,496.78,14,Ropa,0.16,10,61892.32,Barcelona,2022-04-19
CUST-01037,66,337.98,343,Deportes,0.123,4,25216.87,Bilbao,2021-07-21
CUST-01038,86,437.89,294,Ropa,0.766,19,13489.3,Murcia,2019-12-04
CUST-01039,144,483.63,223,Juguetes,0.808,7,37132.42,Zaragoza,2019-08-19
CUST-01040,23,180.02,303,Ropa,0.937,3,3376.77,Barcelona,2018-09-18
CUST-01041,148,372.41,159,Juguetes,0.062,17,25952.9,Málaga,2020-03-05
CUST-01042,94,401.8,64,Belleza,0.52,19,31412.58,Zaragoza,2018-08-07
CUST-01043,138,428.4,161,Electrónica,0.145,9,62281.78,Zaragoza,2020-10-20
CUST-01044,73,85.75,340,Hogar,0.849,1,5251.88,Murcia,2019-09-25
CUST-01045,147,246.97,110,Libros,0.495,12,12813.03,Barcelona,2022-07-18
CUST-01046,54,426.31,115,Hogar,0.7,1,26032.82,Málaga,2022-05-09
CUST-01047,101,160.06,337,Alimentación,0.912,5,19269.25,Valencia,2021-01-27
CUST-01048,109,343.78,178,Belleza,0.758,12,13663.83,Zaragoza,2022-01-28
CUST-01049,50,355.04,280,Libros,0.394,4,10492.79,Bilbao,2022-06-09
CUST-01050,118,332.5,295,Libros,0.138,15,22049.03,Madrid,2018-10-24
CUST-01051,51,371.63,4,Deportes,0.362,18,7424.95,Sevilla,2022-05-28
CUST-01052,110,344.53,86,Juguetes,0.926,3,23497.91,Valencia,2020-08-28
CUST-01053,31,490.43,332,Electrónica,0.338,13,17829.77,Valencia,2021-07-08
