OrderDate,Region,Category,SubCategory,Sales,Profit,Quantity,Discount
2024-06-07,East,Technology,Accessories,607.06,-76.43,4,0.25
2024-12-02,Central,Technology,Printers,1327.72,84.55,1,0.2
2025-10-08,South,Office Supplies,Scissors,49.8,2.0,4,0.3
2024-04-12,Central,Office Supplies,Scissors,130.29,14.97,1,0
2024-02-27,South,Technology,Accessories,731.43,96.85,2,0.2
2025-11-29,West,Office Supplies,Binders,45.4,8.47,13,0.2
2025-05-24,West,Office Supplies,Labels,260.59,47.78,15,0.1
2025-04-21,South,Furniture,Tables,555.11,60.97,2,0.2
2025-03-10,South,Technology,Accessories,418.94,-2.11,4,0.3
2024-08-30,Central,Furniture,Sofas,1607.11,87.41,3,0.1
2025-11-05,Central,Technology,Phones,914.0,181.92,1,0.2
2024-10-20,West,Furniture,Sofas,859.91,86.1,1,0.2
2025-11-06,West,Furniture,Chairs,2297.15,256.79,3,0
2025-03-27,East,Furniture,Sofas,1937.96,223.53,1,0.1
2025-03-01,West,Office Supplies,Binders,317.81,47.79,12,0.2
2024-10-06,West,Technology,Printers,1455.97,161.79,3,0.25
2024-04-27,Central,Office Supplies,Binders,305.35,16.15,8,0.3
2025-11-21,Central,Furniture,Sofas,589.64,60.67,2,0
2024-05-06,Central,Technology,Accessories,939.16,173.71,3,0
2025-04-27,East,Furniture,Sofas,2322.04,-304.27,1,0.25
2025-04-20,South,Furniture,Cabinets,645.02,71.52,1,0
2025-05-19,East,Office Supplies,Binders,356.59,50.18,5,0.15
2025-11-17,Central,Furniture,Tables,2259.37,489.69,3,0
2025-09-22,Central,Technology,Phones,1081.88,150.32,2,0.15
2024-08-29,South,Office Supplies,Scissors,156.42,20.28,12,0
2024-07-13,East,Technology,Phones,1044.74,216.64,1,0
2024-09-06,West,Furniture,Tables,544.08,91.01,3,0.05
2024-08-26,South,Office Supplies,Envelopes,16.09,2.54,5,0.05
2024-06-27,East,Furniture,Chairs,676.79,58.56,2,0.3
2025-08-25,South,Office Supplies,Binders,117.17,-2.78,5,0.25
2024-04-26,East,Technology,Printers,1200.32,180.97,1,0.15
2025-09-21,East,Furniture,Sofas,1361.89,340.09,1,0
2025-02-15,Central,Furniture,Chairs,1429.56,328.59,2,0
2024-11-25,West,Office Supplies,Binders,120.88,23.26,19,0.2
2025-01-25,South,Technology,Printers,283.89,13.18,1,0.3
2025-07-18,West,Technology,Printers,1348.92,290.67,4,0.1
2025-02-12,Central,Furniture,Chairs,1056.35,-77.68,2,0.25
2024-06-05,Central,Office Supplies,Paper,335.23,23.24,3,0.15
2025-01-16,West,Furniture,Chairs,1631.58,189.15,3,0.2
2024-05-05,Central,Technology,Printers,1321.92,224.83,1,0.1
2024-12-26,East,Furniture,Tables,724.93,159.09,2,0.05
2024-12-24,South,Office Supplies,Markers,236.03,4.32,14,0.3
2025-09-28,East,Furniture,Sofas,460.8,36.28,2,0.25
2024-12-13,South,Office Supplies,Binders,349.9,-10.41,19,0.25
2024-05-25,East,Office Supplies,Scissors,219.24,30.85,13,0.15
2024-06-10,South,Technology,Accessories,1198.73,97.24,1,0
2025-09-24,East,Furniture,Chairs,971.42,142.93,3,0.15
2025-03-28,Central,Technology,Laptops,1169.17,158.99,1,0.1
2024-10-17,Central,Furniture,Sofas,495.38,30.2,2,0.2
2024-07-28,South,Office Supplies,Binders,309.2,22.88,10,0.1
2025-05-24,Central,Office Supplies,Binders,161.38,26.1,8,0.2
2025-11-15,South,Office Supplies,Labels,346.78,18.64,2,0.15
2024-03-20,South,Furniture,Cabinets,1604.14,-39.61,3,0.25
2024-04-27,Central,Office Supplies,Markers,81.17,17.57,20,0.15
2025-01-05,East,Technology,Phones,478.48,31.45,4,0.2
2024-11-13,South,Office Supplies,Markers,314.96,55.64,3,0.2
2025-06-27,West,Technology,Accessories,1131.96,79.87,2,0.05
2024-09-19,West,Office Supplies,Envelopes,73.85,17.74,3,0.05
2025-10-05,Central,Technology,Printers,1069.53,151.12,3,0.3
2024-11-19,West,Technology,Phones,783.04,-52.93,3,0.3
2024-02-27,South,Furniture,Chairs,1051.86,64.56,2,0
2024-10-20,East,Furniture,Chairs,1691.52,241.11,3,0.15
2025-07-21,East,Technology,Laptops,584.06,46.83,4,0.2
2024-03-04,Central,Office Supplies,Markers,393.22,70.48,3,0.2
2024-02-10,West,Furniture,Cabinets,2481.07,426.65,3,0.2
2025-01-07,South,Technology,Printers,701.84,20.61,3,0.25
2025-10-08,South,Office Supplies,Markers,51.38,5.16,13,0.1
2025-11-03,West,Technology,Phones,936.7,104.95,2,0.1
2025-11-02,Central,Office Supplies,Envelopes,287.9,46.58,3,0.1
2025-10-20,South,Office Supplies,Scissors,285.59,51.18,17,0
2025-03-09,South,Office Supplies,Markers,133.91,32.08,7,0.1
2025-05-12,West,Office Supplies,Binders,74.65,6.45,10,0.3
2025-06-03,East,Furniture,Sofas,2240.42,379.64,3,0.05
2024-06-06,West,Office Supplies,Scissors,311.87,-5.83,6,0.25
2025-02-24,South,Furniture,Tables,2436.14,488.39,3,0.1
2025-04-04,West,Furniture,Tables,1049.88,-96.37,2,0.3
2025-11-25,Central,Technology,Accessories,1200.47,256.15,4,0.05
2025-09-11,West,Technology,Phones,1015.59,240.55,3,0.2
2025-12-29,East,Technology,Phones,1180.21,272.7,3,0.15
2024-05-30,Central,Office Supplies,Binders,329.43,43.81,12,0
2025-02-09,South,Office Supplies,Labels,397.89,22.14,12,0.05
2024-04-11,South,Office Supplies,Binders,29.75,2.96,16,0.25
2025-12-23,Central,Technology,Phones,1372.91,127.86,1,0.1
2024-06-02,Central,Office Supplies,Markers,106.49,10.4,4,0
2025-10-16,Central,Office Supplies,Paper,337.12,53.0,16,0.2
2025-10-09,West,Furniture,Tables,1011.67,121.97,1,0.2
2025-08-07,Central,Office Supplies,Scissors,272.26,17.3,17,0.1
2025-06-22,East,Technology,Printers,208.77,21.03,4,0.1
2024-01-17,South,Office Supplies,Markers,107.83,2.65,4,0.3
2024-12-06,West,Office Supplies,Markers,225.22,18.86,6,0.3
2025-04-20,Central,Furniture,Tables,2104.15,174.34,1,0.25
2025-04-13,East,Technology,Laptops,209.14,23.66,2,0
2024-11-13,Central,Furniture,Cabinets,931.96,99.93,3,0.05
2024-02-18,South,Technology,Phones,1229.11,244.18,4,0.15
2025-01-30,South,Office Supplies,Labels,281.45,1.63,12,0.3
2024-03-25,Central,Office Supplies,Labels,246.94,26.86,6,0.2
2024-04-15,East,Technology,Accessories,563.77,105.96,4,0.05
2024-12-25,Central,Office Supplies,Scissors,349.96,87.36,12,0.2
2024-10-08,East,Office Supplies,Scissors,260.44,54.75,12,0.2
2025-11-26,West,Office Supplies,Binders,341.74,25.71,15,0
2024-08-29,South,Technology,Printers,1431.78,115.53,1,0.2
2025-04-05,South,Technology,Printers,1180.16,145.62,2,0.2
2024-11-17,South,Office Supplies,Paper,24.98,3.84,6,0.15
2025-07-29,East,Technology,Accessories,1100.45,117.88,2,0.2
2025-05-17,West,Office Supplies,Binders,343.34,78.88,15,0.05
2025-03-31,East,Furniture,Sofas,1802.46,288.39,3,0
2024-10-24,South,Office Supplies,Scissors,288.18,-11.97,6,0.3
2024-08-17,East,Office Supplies,Binders,106.14,12.97,16,0
2025-08-09,South,Technology,Laptops,976.13,109.19,1,0
2025-05-05,Central,Technology,Phones,319.19,-40.78,3,0.25
2025-04-22,South,Office Supplies,Envelopes,261.32,36.55,6,0.3
2025-03-19,East,Office Supplies,Envelopes,73.91,8.47,6,0.05
2025-12-27,West,Technology,Accessories,1292.01,228.7,3,0.05
2025-07-18,South,Office Supplies,Scissors,131.59,19.81,18,0
2024-06-21,West,Office Supplies,Scissors,255.42,55.81,20,0.1
2025-07-31,East,Office Supplies,Paper,32.5,5.86,19,0.1
2025-08-08,Central,Furniture,Chairs,1445.88,156.06,3,0.2
2024-11-05,Central,Office Supplies,Scissors,171.35,32.17,15,0
2024-06-10,Central,Technology,Printers,777.0,61.18,3,0.2
2024-11-22,South,Technology,Laptops,1176.9,115.75,1,0.1
2024-05-05,South,Technology,Laptops,340.18,81.33,1,0.1
2025-09-22,Central,Office Supplies,Binders,328.19,-18.44,19,0.25
2024-06-12,Central,Furniture,Cabinets,1447.4,79.08,2,0.15
2025-02-06,Central,Office Supplies,Binders,239.59,25.46,2,0
2025-09-03,Central,Technology,Phones,1293.68,293.01,4,0.05
2025-01-09,Central,Technology,Phones,690.79,110.97,2,0.1
2024-03-16,Central,Furniture,Cabinets,2005.25,294.22,2,0.3
2025-11-27,East,Office Supplies,Paper,166.65,39.63,11,0.2
2024-05-27,West,Furniture,Cabinets,1450.16,112.25,1,0
2024-12-07,Central,Furniture,Cabinets,712.78,82.39,3,0.05
2025-09-19,South,Office Supplies,Labels,396.39,46.49,10,0.2
2025-06-05,Central,Furniture,Sofas,1397.27,162.43,1,0.1
2024-04-22,Central,Furniture,Sofas,2073.19,116.96,3,0.3
2024-01-28,Central,Technology,Laptops,1123.89,174.03,4,0.05
2025-09-26,Central,Office Supplies,Scissors,108.25,-12.67,19,0.25
2024-01-20,Central,Technology,Printers,354.43,53.29,2,0.15
2025-09-18,Central,Furniture,Chairs,1882.13,305.24,3,0.05
2025-11-09,Central,Furniture,Cabinets,1058.88,246.11,1,0.15
2024-12-16,South,Furniture,Sofas,1681.16,177.87,1,0.05
2024-11-01,West,Technology,Accessories,1101.62,160.79,4,0.1
2025-07-27,South,Technology,Phones,924.19,197.48,4,0.15
2024-05-29,South,Office Supplies,Markers,382.8,89.88,3,0.1
2025-11-02,South,Furniture,Cabinets,849.37,200.97,3,0.1
2025-12-13,South,Office Supplies,Paper,252.04,24.82,19,0.05
2025-11-16,West,Furniture,Tables,510.23,98.72,2,0.1
2024-04-12,West,Office Supplies,Envelopes,391.5,70.7,6,0.15
2025-05-02,Central,Furniture,Tables,1987.41,212.82,2,0.1
2024-03-01,East,Furniture,Tables,1523.82,199.62,3,0.3
2024-06-28,Central,Office Supplies,Paper,398.91,-0.55,13,0.3
2024-10-23,East,Office Supplies,Markers,233.67,24.98,4,0.1
2025-10-18,Central,Office Supplies,Envelopes,195.19,-22.68,7,0.3
2024-06-15,Central,Furniture,Sofas,1909.06,-93.29,1,0.25
2024-10-29,West,Office Supplies,Envelopes,344.62,-7.47,13,0.3
2024-12-01,East,Technology,Phones,399.45,45.83,2,0.15
2024-09-11,East,Technology,Printers,467.95,51.66,3,0.1
2025-08-09,East,Technology,Accessories,1085.24,-124.3,1,0.25
2024-11-10,West,Technology,Accessories,1081.89,187.09,3,0.1
2024-08-12,West,Technology,Laptops,764.22,145.5,3,0.15
2025-04-27,West,Office Supplies,Scissors,305.57,42.58,3,0.2
2025-12-21,South,Office Supplies,Envelopes,58.2,5.26,18,0.2
2025-07-03,West,Office Supplies,Markers,343.98,64.0,15,0
2025-08-20,Central,Office Supplies,Envelopes,186.51,14.25,2,0.15
2025-03-01,Central,Furniture,Chairs,1573.47,-90.55,3,0.3
2024-01-23,Central,Technology,Phones,1156.84,155.87,1,0
2025-12-18,East,Furniture,Chairs,2362.62,133.13,1,0.15
2025-02-22,West,Office Supplies,Scissors,391.66,97.36,14,0.1
2025-01-26,Central,Technology,Printers,258.34,27.92,2,0.25
2024-05-01,West,Furniture,Cabinets,1510.57,327.74,3,0.05
2024-01-24,South,Technology,Printers,868.11,123.38,2,0.05
2024-06-07,South,Office Supplies,Scissors,309.71,14.88,2,0.3
2025-09-21,East,Office Supplies,Binders,40.91,5.7,20,0
2025-11-19,East,Office Supplies,Scissors,32.03,5.06,15,0.05
2024-02-27,West,Furniture,Sofas,891.74,101.46,3,0.2
2025-09-04,South,Office Supplies,Markers,352.36,46.76,17,0.05
2024-10-08,East,Furniture,Tables,1714.59,255.69,2,0.2
2024-12-18,Central,Furniture,Sofas,1862.25,204.81,2,0.05
2024-07-07,Central,Office Supplies,Binders,130.78,-1.45,5,0.3
2024-02-29,Central,Technology,Laptops,674.37,78.26,3,0.05
2024-03-21,Central,Technology,Phones,873.11,90.53,2,0
2025-11-20,East,Office Supplies,Binders,324.79,16.71,19,0.25
2024-08-10,Central,Office Supplies,Markers,131.73,31.28,1,0.05
2024-04-30,Central,Office Supplies,Scissors,247.69,57.72,7,0.15
2025-07-19,South,Technology,Printers,779.44,79.75,3,0.1
2025-06-09,Central,Technology,Phones,1233.8,125.75,4,0.3
2024-07-27,South,Technology,Printers,211.72,-22.49,2,0.25
2024-09-24,Central,Technology,Laptops,414.86,68.02,2,0.15
2024-09-08,Central,Furniture,Sofas,940.39,39.97,2,0.25
2025-05-17,Central,Office Supplies,Scissors,321.07,62.31,6,0.05
2025-05-15,West,Furniture,Chairs,1500.28,75.71,1,0.3
2024-01-07,Central,Office Supplies,Scissors,104.1,9.76,5,0
2025-04-11,South,Office Supplies,Envelopes,260.53,47.38,20,0.15
2024-01-17,East,Furniture,Cabinets,424.89,-28.71,3,0.25
2024-10-20,East,Furniture,Cabinets,2092.95,488.93,1,0
2025-06-20,West,Office Supplies,Binders,253.62,-11.07,9,0.3
2025-02-10,East,Technology,Printers,769.65,-63.3,2,0.25
2025-12-01,East,Furniture,Chairs,596.35,95.74,2,0.15
2024-02-27,East,Furniture,Tables,573.64,48.94,2,0.25
2025-08-02,East,Furniture,Chairs,882.51,128.05,3,0.2
2024-02-17,East,Furniture,Sofas,2288.55,-320.69,3,0.25
2024-11-18,East,Office Supplies,Envelopes,70.51,7.75,13,0
2025-07-31,West,Furniture,Cabinets,1821.77,230.94,3,0.1
2024-05-23,East,Furniture,Sofas,512.76,111.65,2,0.05
2024-12-14,Central,Technology,Phones,1006.07,96.21,4,0.15
2025-07-20,Central,Technology,Laptops,1067.59,218.25,4,0
2024-10-29,West,Furniture,Chairs,572.28,110.07,1,0.15
2025-10-11,West,Furniture,Cabinets,1065.02,54.36,1,0
2024-11-11,Central,Technology,Accessories,288.01,39.23,1,0.05
2025-07-24,Central,Office Supplies,Paper,49.5,8.38,18,0
2024-11-28,Central,Office Supplies,Markers,174.32,20.98,3,0.25
2024-09-05,West,Furniture,Cabinets,755.95,78.38,2,0.1
2024-05-29,East,Office Supplies,Labels,121.25,25.04,10,0.15
2025-01-04,South,Office Supplies,Scissors,255.64,22.78,20,0.2
2024-04-19,West,Technology,Phones,1430.91,51.6,3,0.3
2024-12-03,Central,Technology,Printers,1250.89,142.77,2,0.1
2025-12-12,West,Technology,Accessories,389.81,42.21,4,0.1
2025-12-12,Central,Furniture,Tables,1084.36,92.99,2,0.3
2025-01-08,East,Furniture,Tables,1643.68,306.29,3,0.05
2025-07-17,East,Furniture,Cabinets,2380.25,498.75,1,0.15
2025-12-10,East,Technology,Printers,337.89,33.97,3,0.05
2024-06-06,Central,Technology,Phones,756.24,98.43,4,0.2
2025-06-02,Central,Furniture,Chairs,2060.51,244.48,2,0.25
2025-07-03,East,Office Supplies,Binders,268.18,48.11,12,0.05
2024-02-15,Central,Technology,Printers,293.03,27.66,1,0.1
2025-06-15,West,Technology,Accessories,678.03,169.2,2,0.1
2025-05-09,East,Technology,Printers,1392.74,301.2,1,0
2024-05-25,South,Technology,Accessories,764.7,112.09,2,0.2
2025-05-02,East,Technology,Printers,580.53,123.09,3,0
2024-04-27,East,Technology,Phones,1064.14,-81.75,2,0.25
2024-06-27,West,Technology,Printers,1443.92,-41.13,2,0.3
2024-07-07,West,Furniture,Cabinets,1230.72,278.91,3,0.2
2025-04-05,Central,Technology,Phones,1101.39,220.79,2,0.1
2024-03-05,East,Furniture,Tables,1168.17,85.03,1,0.15
2025-11-17,Central,Furniture,Sofas,1653.64,276.82,3,0.15
2024-12-22,South,Technology,Laptops,1248.55,209.8,3,0.2
2025-11-19,West,Technology,Phones,472.07,58.85,1,0.05
2024-05-24,Central,Technology,Laptops,925.99,136.43,4,0.05
2025-07-04,West,Furniture,Tables,1428.25,161.27,1,0.05
2025-04-06,East,Technology,Phones,804.22,-28.0,2,0.3
2025-07-29,Central,Technology,Printers,711.1,59.34,4,0.15
2025-08-01,East,Office Supplies,Markers,27.59,2.97,8,0.2
2025-04-13,Central,Furniture,Chairs,1602.7,20.73,2,0.3
2025-01-10,East,Furniture,Cabinets,1547.34,305.13,2,0
2025-10-31,West,Technology,Phones,757.14,71.94,3,0.3
2025-03-25,East,Office Supplies,Binders,327.12,-14.66,19,0.25
2025-12-28,Central,Office Supplies,Envelopes,68.61,-6.03,7,0.3
2024-03-01,South,Furniture,Sofas,1653.4,406.41,1,0.1
2024-10-26,South,Furniture,Sofas,2400.03,226.93,3,0.25
2024-05-18,Central,Office Supplies,Markers,348.81,38.31,5,0.25
2024-09-12,West,Furniture,Sofas,2139.81,316.46,3,0.15
2025-08-14,South,Furniture,Cabinets,1187.86,104.98,1,0.25
2024-04-05,Central,Furniture,Sofas,1858.88,446.23,2,0.15
2024-12-01,East,Furniture,Chairs,1934.96,95.28,2,0.25
2025-01-01,East,Furniture,Cabinets,857.44,-74.12,2,0.3
2024-10-01,South,Technology,Accessories,888.87,195.98,2,0.2
2024-12-17,East,Office Supplies,Paper,256.08,19.17,15,0
2024-06-10,Central,Technology,Phones,1488.98,370.96,4,0.05
2024-05-15,South,Office Supplies,Markers,50.94,3.39,12,0.1
2025-11-11,West,Office Supplies,Labels,255.86,46.34,8,0.15
2025-12-21,East,Office Supplies,Binders,198.57,18.91,5,0.2
2025-11-27,Central,Office Supplies,Paper,282.8,-6.59,4,0.3
2024-05-15,Central,Office Supplies,Binders,162.48,18.31,4,0
2024-11-02,West,Technology,Laptops,1016.13,158.62,2,0
2024-01-09,West,Technology,Accessories,1125.28,194.92,2,0.15
2025-03-29,West,Office Supplies,Paper,68.91,13.51,4,0.2
2024-12-25,Central,Technology,Laptops,484.51,77.85,1,0.05
2025-09-06,South,Furniture,Chairs,2180.57,198.63,3,0.1
2025-09-13,West,Furniture,Cabinets,1020.64,121.84,1,0.3
2024-09-02,Central,Technology,Phones,475.46,108.28,1,0.2
2024-01-13,South,Technology,Laptops,672.23,107.07,4,0.1
2024-06-25,Central,Office Supplies,Paper,241.13,22.46,1,0.1
2024-03-02,Central,Furniture,Sofas,1720.0,-43.64,3,0.3
2025-12-19,Central,Office Supplies,Scissors,221.58,23.38,20,0.05
2024-11-13,East,Furniture,Tables,2446.06,282.15,1,0.2
2025-08-23,East,Technology,Printers,1135.44,112.29,2,0
2025-03-20,East,Technology,Phones,567.54,29.81,2,0
2024-05-20,East,Office Supplies,Labels,381.91,78.9,17,0.2
2024-09-22,West,Technology,Laptops,1162.2,134.73,3,0.25
2024-01-31,South,Technology,Accessories,857.2,122.16,3,0.25
2025-10-04,East,Technology,Printers,839.56,186.27,1,0.15
2024-06-19,South,Office Supplies,Markers,312.73,20.9,19,0.25
2024-08-21,East,Office Supplies,Paper,109.15,13.82,16,0.1
2024-06-02,West,Office Supplies,Envelopes,324.2,37.08,14,0.05
2025-03-02,South,Technology,Phones,921.57,170.18,1,0.2
2024-02-23,West,Office Supplies,Envelopes,392.84,88.55,13,0
2024-10-16,South,Technology,Phones,896.67,80.82,1,0.1
2025-07-31,South,Furniture,Tables,1374.25,342.95,3,0.15
2024-07-19,West,Office Supplies,Paper,373.97,59.2,1,0.05
2025-10-13,East,Technology,Phones,1174.55,83.89,4,0.3
2024-11-10,East,Office Supplies,Envelopes,393.5,95.32,14,0.15
2024-05-25,South,Office Supplies,Paper,369.69,70.3,17,0.15
2025-01-16,Central,Furniture,Chairs,1619.62,287.39,3,0.05
2025-02-07,East,Furniture,Chairs,1313.46,142.29,1,0.05
2024-11-18,Central,Furniture,Sofas,1067.92,69.35,2,0.05
2024-07-26,West,Furniture,Chairs,726.36,104.02,1,0.15
2025-02-20,East,Furniture,Sofas,2425.73,270.86,1,0.15
2024-09-28,East,Office Supplies,Binders,325.92,20.02,10,0.3
2025-09-09,East,Office Supplies,Markers,72.1,9.32,8,0.1
2024-02-20,South,Technology,Laptops,191.96,-2.75,4,0.3
2025-07-17,West,Office Supplies,Labels,54.23,2.84,5,0
2024-08-15,West,Office Supplies,Labels,158.31,26.47,3,0.2
2024-03-17,East,Office Supplies,Binders,362.46,-40.36,15,0.3
2024-12-05,East,Office Supplies,Labels,34.5,7.39,19,0.15
2025-02-08,Central,Office Supplies,Labels,278.04,25.84,6,0.1
2024-07-10,South,Technology,Printers,1342.62,233.39,1,0.2
2024-09-08,South,Technology,Printers,1341.75,90.63,4,0
2025-01-27,West,Technology,Laptops,1017.58,150.83,2,0.25
2025-07-10,East,Technology,Accessories,797.57,185.46,4,0.1
2025-05-29,South,Technology,Accessories,392.75,36.84,3,0.2
2024-10-14,East,Technology,Accessories,1185.24,83.0,2,0.05
2025-11-03,West,Technology,Phones,1181.47,259.1,2,0.2
2025-02-01,South,Office Supplies,Binders,106.07,7.58,11,0.3
2025-01-02,East,Furniture,Sofas,2389.87,388.64,3,0.05
2024-07-11,Central,Furniture,Sofas,768.67,47.07,1,0
2025-09-08,West,Office Supplies,Envelopes,199.03,17.97,11,0.2
2024-05-13,South,Furniture,Tables,2329.44,126.68,2,0
2025-08-23,West,Office Supplies,Envelopes,346.36,66.12,3,0.1
2025-11-09,Central,Furniture,Chairs,1106.78,271.35,2,0.05
2025-03-23,Central,Furniture,Sofas,765.83,89.51,3,0.25
2025-09-20,South,Office Supplies,Scissors,241.75,26.92,6,0.15
2025-12-06,South,Office Supplies,Binders,295.6,65.08,19,0.15
2025-08-04,East,Office Supplies,Envelopes,137.51,24.47,20,0.05
2024-04-16,Central,Office Supplies,Markers,301.96,74.43,8,0.1
2024-06-20,East,Furniture,Sofas,1337.92,133.67,2,0.05
2024-03-10,South,Technology,Phones,1122.56,154.51,1,0.15
2025-03-05,West,Technology,Printers,1340.39,167.64,3,0.2
2025-05-05,West,Office Supplies,Labels,43.38,2.34,2,0.1
2024-09-24,East,Office Supplies,Markers,80.49,15.81,13,0.05
2025-07-14,East,Technology,Printers,1101.08,-110.66,4,0.25
2025-03-20,West,Office Supplies,Paper,142.47,26.99,7,0.15
2025-07-07,South,Furniture,Sofas,1024.54,131.74,1,0
2025-07-16,Central,Office Supplies,Paper,153.92,16.76,14,0
2025-11-08,Central,Office Supplies,Paper,24.91,-1.56,6,0.25
2024-03-24,Central,Office Supplies,Markers,317.18,72.63,16,0.15
2024-09-28,East,Furniture,Cabinets,788.25,68.83,2,0.1
2024-02-15,South,Technology,Printers,505.59,31.51,3,0.2
2025-12-14,East,Office Supplies,Scissors,147.36,35.98,18,0.15
2025-08-26,West,Furniture,Chairs,2165.67,526.53,3,0.15
2025-12-04,Central,Furniture,Tables,1400.15,322.81,1,0.15
2024-02-05,West,Office Supplies,Labels,81.56,17.27,6,0.05
2024-05-09,East,Technology,Phones,1484.18,370.23,4,0.05
2025-10-04,West,Furniture,Sofas,1071.47,-139.18,3,0.3
2025-02-01,Central,Furniture,Sofas,2198.91,513.3,3,0.15
2024-01-13,Central,Office Supplies,Labels,72.61,12.09,19,0.2
2024-04-12,East,Furniture,Chairs,2050.07,462.45,3,0.1
2024-09-27,Central,Furniture,Cabinets,1601.25,135.21,2,0
2025-02-16,West,Furniture,Cabinets,481.44,-37.9,2,0.25
2025-05-01,South,Technology,Phones,606.12,64.29,3,0.1
2025-05-18,East,Office Supplies,Binders,130.68,12.77,15,0.3
2024-10-02,Central,Furniture,Chairs,794.66,-22.13,1,0.3
2025-05-11,South,Office Supplies,Envelopes,319.72,61.36,3,0.1
2025-02-17,West,Furniture,Chairs,764.85,-101.5,1,0.3
2024-02-03,Central,Office Supplies,Markers,286.28,61.46,9,0.1
2025-06-01,Central,Furniture,Chairs,1830.47,270.47,1,0.1
2025-04-01,West,Technology,Accessories,614.74,61.02,3,0.25
2024-04-02,South,Office Supplies,Labels,34.12,4.76,19,0.3
2024-08-14,West,Furniture,Tables,965.08,52.12,2,0.2
2025-11-29,East,Technology,Laptops,1023.95,102.88,1,0.05
2024-11-08,South,Technology,Printers,1299.64,121.7,4,0.1
2024-11-05,Central,Furniture,Chairs,415.43,42.3,3,0.3
2025-07-28,South,Technology,Phones,800.35,142.56,3,0.1
2024-10-10,South,Furniture,Sofas,795.56,-61.98,3,0.3
2024-02-28,Central,Furniture,Sofas,1829.59,331.3,3,0
2024-10-29,South,Technology,Printers,674.17,129.18,1,0.2
2025-08-08,West,Technology,Laptops,1076.53,-45.7,4,0.25
2024-11-03,West,Furniture,Tables,1016.95,201.54,2,0.05
2025-07-26,West,Furniture,Sofas,1774.31,167.97,1,0.1
2024-11-10,Central,Technology,Accessories,501.75,110.51,3,0.15
2025-04-26,East,Furniture,Chairs,1391.66,102.93,1,0.2
2025-11-28,Central,Furniture,Sofas,1267.53,314.94,1,0.05
2024-12-16,Central,Furniture,Cabinets,700.77,144.21,3,0.05
2025-05-14,South,Furniture,Tables,1058.17,148.58,1,0
2024-08-02,West,Furniture,Tables,1428.11,246.91,1,0.05
2025-10-10,Central,Technology,Printers,1453.19,83.62,4,0
2024-07-23,South,Office Supplies,Markers,306.39,16.42,17,0.05
2024-01-05,West,Office Supplies,Scissors,352.64,24.88,10,0.05
2025-05-30,South,Office Supplies,Paper,332.18,46.9,10,0.1
2025-06-16,South,Technology,Laptops,612.69,122.55,4,0.1
2024-06-17,Central,Office Supplies,Binders,101.36,19.95,5,0.05
2025-08-26,West,Office Supplies,Markers,288.78,65.06,2,0.15
2024-09-18,East,Furniture,Chairs,1790.14,-257.92,3,0.3
2025-12-07,East,Technology,Printers,663.34,126.28,3,0.15
2024-07-29,East,Technology,Printers,1043.25,178.53,3,0.2
2024-05-20,Central,Office Supplies,Envelopes,291.72,21.24,4,0.1
2024-04-18,Central,Office Supplies,Envelopes,91.9,0.64,9,0.3
2024-07-25,South,Furniture,Cabinets,1020.24,152.29,1,0.2
2024-07-31,Central,Technology,Laptops,153.7,33.36,1,0
2025-11-16,Central,Office Supplies,Paper,315.12,21.14,3,0.25
2024-09-19,West,Technology,Accessories,506.57,107.71,1,0
2024-02-10,South,Technology,Accessories,725.09,159.7,1,0
2024-02-16,East,Office Supplies,Scissors,264.17,60.47,11,0.1
2025-09-28,South,Furniture,Chairs,1182.51,86.05,2,0.05
2025-02-13,Central,Technology,Printers,1081.37,-25.39,4,0.3
2024-06-19,East,Office Supplies,Scissors,294.67,39.25,6,0
2025-08-27,Central,Furniture,Cabinets,780.65,-33.12,2,0.3
2024-01-30,West,Technology,Printers,302.47,17.9,4,0.15
2024-09-24,South,Office Supplies,Scissors,349.31,25.53,17,0.3
2025-08-01,West,Furniture,Sofas,1490.11,52.86,3,0.25
2025-03-19,West,Technology,Accessories,1046.01,227.83,4,0.05
2025-07-25,East,Office Supplies,Scissors,374.73,-3.45,17,0.3
2025-05-22,West,Office Supplies,Labels,138.44,8.32,11,0.1
2024-08-16,Central,Technology,Laptops,256.42,5.62,4,0.3
2024-03-31,Central,Technology,Accessories,310.25,14.28,4,0.25
2024-04-15,Central,Technology,Phones,902.13,-110.72,1,0.3
2025-09-10,South,Furniture,Tables,1774.65,217.69,2,0.1
2024-02-25,West,Technology,Accessories,906.2,42.73,4,0.25
2025-04-08,East,Office Supplies,Scissors,100.37,21.68,11,0.1
2024-10-25,South,Furniture,Chairs,496.13,38.74,1,0.15
2025-02-23,East,Technology,Laptops,403.18,57.01,4,0.05
2024-07-14,South,Office Supplies,Labels,32.9,6.73,19,0
2025-04-06,Central,Furniture,Tables,2424.09,478.13,1,0.2
2025-07-20,Central,Furniture,Cabinets,2341.18,55.17,1,0.25
2024-05-11,East,Technology,Accessories,830.55,204.23,4,0.15
2025-12-10,West,Technology,Printers,1450.85,306.07,3,0.15
2024-05-21,Central,Furniture,Sofas,2170.46,-121.17,3,0.3
2025-07-20,West,Office Supplies,Binders,255.3,-11.85,10,0.25
2025-11-19,West,Furniture,Tables,1458.18,-77.7,3,0.25
